Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2013 Roland Garros R128,L vs Puig,0.0%,-,5.0%,60.0%,7.2%,8.1%,50.0%,7.6%,17.4%,0.8%,0.0%,19,38
2013 Indian Wells R16,L vs Wozniacki,0.0%,-,13.1%,70.6%,4.4%,3.7%,0.0%,7.6%,13.9%,0.0%,-,-38,-30
2013 Australian Open R128,L vs Date Krumm,0.0%,-,7.1%,42.9%,7.0%,8.3%,0.0%,5.0%,10.0%,0.6%,0.0%,-10,-11
2012 Tokyo F,W vs Radwanska,0.0%,-,13.9%,84.2%,15.5%,15.4%,0.0%,11.4%,26.1%,0.0%,-,65,82
2012 Olympics R16,L vs Azarenka,0.0%,-,5.3%,62.5%,18.7%,27.3%,0.0%,12.3%,19.0%,0.0%,-,0,38
2012 s Hertogenbosch F,W vs Radwanska,0.0%,-,11.2%,61.5%,15.3%,22.7%,0.0%,19.2%,31.6%,0.6%,100.0%,72,72
2010 Roland Garros QF,L vs Dementieva,0.0%,-,8.4%,76.9%,5.0%,4.7%,0.0%,10.1%,23.1%,4.3%,45.5%,-2,3
2010 Australian Open R32,W vs Clijsters,0.0%,-,8.1%,100.0%,12.5%,15.6%,0.0%,3.3%,10.0%,0.7%,0.0%,-49,-8
2008 Moscow QF,L vs Dementieva,1.8%,100.0%,13.0%,79.3%,9.9%,9.1%,0.0%,8.3%,19.6%,0.0%,-,68,62
2007 Amelia Island F,L vs Golovin,0.0%,-,20.9%,60.9%,9.2%,14.5%,0.0%,7.4%,14.3%,0.0%,-,8,-9
2006 WTA Championships RR,L vs Hingis,3.6%,33.3%,19.3%,61.8%,8.3%,8.5%,0.0%,13.2%,27.5%,0.0%,-,43,62
2005 Berlin F,L vs Henin,0.0%,-,18.3%,65.6%,7.6%,8.1%,0.0%,7.5%,12.8%,0.3%,100.0%,-54,-49
2003 Roland Garros SF,L vs Clijsters,0.0%,-,11.4%,64.3%,4.0%,12.5%,0.0%,0.0%,0.0%,0.0%,-,-95,-95
Career (13 matches),,0.6%,60.0%,12.0%,68.4%,8.7%,10.9%,5.9%,8.5%,17.5%,0.5%,38.9%,3,12
