Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2000,4,1,3,25.0%,3-6,33.3%,48-47,50.5%,0-3,0.0%,4,85.1%,17.8%,8.4%,5.8%,56.2%,72.8%,54.8%,64.9%,34.0%,50.2%,0.97,R32 (Queen's Club)
1999,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,2,52.9%,5.9%,10.4%,15.7%,58.3%,70.1%,31.3%,53.9%,28.0%,41.9%,0.61,R32 (Los Angeles)
1998,16,6,10,37.5%,17-25,40.5%,185-206,47.3%,1-4,20.0%,16,75.6%,20.7%,7.8%,7.8%,57.3%,71.7%,46.6%,61.0%,37.7%,49.2%,0.97,R16 (3x)
1997,18,10,8,55.6%,24-24,50.0%,233-238,49.5%,6-4,60.0%,18,76.8%,22.1%,6.6%,4.0%,62.9%,69.9%,46.5%,61.3%,37.9%,49.6%,0.98,SF (Washington)
1996,27,12,15,44.4%,39-39,50.0%,393-387,50.4%,8-3,72.7%,26,78.2%,22.8%,9.6%,4.9%,59.6%,74.4%,47.8%,63.6%,37.4%,50.6%,1.03,R16 (4x)
1995,52,28,24,53.8%,76-62,55.1%,710-659,51.9%,11-11,50.0%,51,81.4%,22.5%,8.6%,3.1%,66.2%,72.7%,50.6%,65.2%,37.5%,51.4%,1.08,F (Newport)
1994,46,28,18,60.9%,67-51,56.8%,603-556,52.0%,14-10,58.3%,43,82.1%,20.7%,11.8%,4.8%,59.9%,74.8%,48.9%,64.5%,36.8%,50.6%,1.04,W (Newport)
1993,54,28,26,51.9%,76-72,51.4%,746-711,51.2%,11-9,55.0%,52,76.4%,26.0%,8.8%,6.3%,57.9%,74.0%,45.0%,61.8%,38.5%,50.2%,1.01,F (Coral Springs)
1992,53,30,23,56.6%,76-67,53.1%,725-693,51.1%,13-12,52.0%,53,79.2%,23.0%,8.9%,6.6%,56.0%,75.0%,47.4%,62.9%,38.0%,50.5%,1.02,SF (Sydney Outdoor)
1991,52,33,19,63.5%,80-56,58.8%,694-620,52.8%,15-9,62.5%,47,81.5%,24.0%,9.3%,4.7%,60.9%,73.5%,49.9%,64.3%,38.4%,51.2%,1.08,W (Grand Slam Cup)
1990,55,35,20,63.6%,78-47,62.4%,621-525,54.2%,12-15,44.4%,0,,,,,,,,,,,,W (Kiawah Island)
1989,34,18,16,52.9%,38-30,55.9%,316-303,51.1%,6-14,30.0%,0,,,,,,,,,,,,SF (Stratton Mountain)
1988,3,0,3,0.0%,0-6,0.0%,20-36,35.7%,1-0,100.0%,0,,,,,,,,,,,,R32 (Newport)
1987,6,3,3,50.0%,7-9,43.8%,76-76,50.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (Washington)
1986,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R128 (Boca West)
Career,423,232,191,54.8%,581-500,53.7%,5387-5093,51.4%,99-94,51.3%,312,79.4%,23.0%,9.2%,5.3%,60.0%,73.6%,47.9%,63.3%,37.8%,50.6%,1.03,
