Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,226,125,101,55.3%,308-261,54.1%,2815-2638,51.6%,47-46,50.5%,172,79.0%,24.1%,9.2%,5.2%,59.4%,73.4%,47.7%,62.9%,38.4%,50.6%,1.04
Clay,57,30,27,52.6%,80-81,49.7%,776-785,49.7%,16-8,66.7%,43,74.7%,24.2%,6.9%,4.1%,60.4%,69.3%,49.1%,61.3%,38.2%,50.1%,0.99
Grass,77,49,28,63.6%,127-85,59.9%,1107-991,52.8%,20-17,54.1%,60,83.3%,22.0%,9.3%,6.3%,61.6%,76.1%,48.1%,65.3%,37.6%,51.3%,1.08
Carpet,63,28,35,44.4%,66-73,47.5%,689-679,50.4%,16-23,41.0%,37,80.0%,17.8%,11.7%,5.3%,59.6%,75.9%,47.3%,64.4%,34.3%,49.4%,0.96
Grand Slams,87,51,36,58.6%,177-135,56.7%,1577-1464,51.9%,31-21,59.6%,62,80.2%,23.2%,8.4%,4.8%,63.1%,75.3%,45.5%,64.3%,37.5%,50.9%,1.05
Masters,82,44,38,53.7%,95-87,52.2%,911-882,50.8%,20-22,47.6%,69,80.2%,21.8%,9.6%,5.0%,59.2%,73.9%,48.6%,63.6%,37.6%,50.5%,1.03
Other Tours,252,136,116,54.0%,306-275,52.7%,2866-2716,51.3%,48-50,49.0%,181,78.6%,23.3%,9.4%,5.6%,58.5%,72.5%,48.9%,62.7%,38.0%,50.4%,1.02
Best of 5,91,53,38,58.2%,183-140,56.7%,1635-1514,51.9%,34-23,59.6%,62,80.2%,23.2%,8.4%,4.8%,63.1%,75.3%,45.5%,64.3%,37.5%,50.9%,1.05
Best of 3,332,179,153,53.9%,398-360,52.5%,3752-3579,51.2%,65-71,47.8%,250,79.1%,22.9%,9.5%,5.5%,58.7%,72.9%,48.8%,62.9%,37.9%,50.5%,1.02
Finals,7,3,4,42.9%,9-9,50.0%,87-93,48.3%,1-1,50.0%,5,72.6%,15.2%,7.3%,5.4%,65.8%,67.0%,42.8%,58.7%,35.1%,46.7%,0.85
Semi-finals,17,7,10,41.2%,16-23,41.0%,182-192,48.7%,3-4,42.9%,13,77.8%,17.6%,8.8%,3.6%,62.3%,71.0%,48.5%,62.5%,35.5%,49.3%,0.95
Quarter-finals,38,17,21,44.7%,41-47,46.6%,411-419,49.5%,8-11,42.1%,27,76.0%,25.5%,9.6%,5.2%,58.2%,71.8%,46.1%,61.1%,38.2%,50.0%,0.98
vs Righties,360,198,162,55.0%,505-426,54.2%,4637-4376,51.4%,88-78,53.0%,265,79.3%,23.4%,9.3%,5.1%,60.1%,73.4%,48.1%,63.3%,38.0%,50.7%,1.04
vs Lefties,62,33,29,53.2%,75-74,50.3%,744-713,51.1%,10-16,38.5%,47,80.0%,20.1%,8.4%,6.2%,59.6%,74.7%,46.7%,63.4%,36.3%,49.9%,0.99
vs Top 10,62,15,47,24.2%,48-106,31.2%,643-818,44.0%,12-15,44.4%,41,73.8%,15.1%,9.9%,5.3%,61.6%,70.1%,44.6%,60.3%,33.4%,47.2%,0.84
