Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2001,603,27,,,,,,,,,273,186,,
2000,313,96,157,1617,145,1564,112,1637,68,1633,1466,1,,
1999,565,38,,,,,,,,,315,157,,
1998,229,189,99,1719,90,1670,,,44,1688,95,677,,
1997,148,306,83,1766,78,1718,,,30,1746,335,160,,
1996,131,341,93,1763,80,1719,85,1730,35,1751,95,672,,
1995,44,,56,1833,40,1797,53,1794,14,1817,77,907,,
1994,39,,32,1899,26,1873,56,1775,12,1866,108,642,,
1993,54,,64,1824,53,1783,72,1736,22,1813,88,766,,
1992,44,,28,1909,24,1873,55,1779,15,1846,98,599,,
1991,17,,12,2024,12,1967,36,1828,5,1953,47,969,,
1990,27,,15,1952,13,1910,47,1784,14,1809,46,853,,
1989,66,,53,1818,39,1783,77,1697,72,1636,97,,,
1988,441,,,,,,,,,,324,,,
1987,345,,,,,,,,,,484,,,
1986,785,,,,,,,,,,,,,
