Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Doha R64,W vs Sierra,41.0%,59.0%,61.9%,50.0%,65.4%,53.8%,66.7%,35.3%,-,27.3%,54.5%,75.0%,0.0%,20.0%,-,82
2024 Toronto R64,W vs Podoroska,25.8%,36.0%,52.5%,26.3%,36.8%,54.8%,40.0%,37.5%,75.0%,29.6%,40.7%,47.4%,10.0%,52.9%,75.0%,52
2024 Nottingham F,L vs Boulter,22.8%,33.7%,43.8%,26.2%,39.3%,51.1%,42.9%,36.4%,16.7%,20.8%,29.2%,26.3%,9.1%,15.4%,0.0%,67
2024 Roland Garros R128,L vs Svitolina,20.0%,28.2%,38.7%,20.8%,30.2%,35.7%,44.4%,26.9%,33.3%,23.1%,30.8%,45.0%,0.0%,25.0%,0.0%,97
2024 Doha QF,W vs Osaka,40.7%,52.3%,44.4%,46.0%,60.3%,44.1%,75.9%,41.2%,33.3%,35.3%,41.2%,45.5%,33.3%,42.9%,-,181
2024 Cluj Napoca F,W vs Bogdan,41.2%,51.0%,57.7%,47.4%,60.5%,60.0%,41.2%,33.3%,0.0%,33.3%,33.3%,50.0%,25.0%,0.0%,-,147
2024 Cluj Napoca SF,W vs Dart,25.0%,33.9%,52.8%,37.1%,51.4%,50.0%,55.6%,23.5%,-,6.7%,6.7%,57.1%,16.7%,77.8%,50.0%,-64
2023 Montreal R32,L vs Swiatek,19.0%,27.8%,40.7%,22.0%,34.0%,38.5%,44.4%,34.8%,33.3%,16.7%,20.8%,45.0%,0.0%,56.3%,66.7%,40
2023 Roland Garros R128,L vs Stephens,14.8%,25.9%,42.5%,16.7%,33.3%,50.0%,36.8%,41.2%,16.7%,16.7%,16.7%,20.0%,0.0%,50.0%,100.0%,9
2023 Stuttgart QF,L vs Swiatek,21.6%,32.4%,44.7%,28.6%,44.9%,45.7%,45.8%,44.0%,50.0%,14.3%,14.3%,41.7%,0.0%,62.5%,50.0%,-27
2023 Abu Dhabi R16,L vs Rybakina,30.4%,44.6%,44.1%,36.6%,56.1%,53.8%,45.0%,33.3%,40.0%,20.0%,20.0%,12.5%,0.0%,37.5%,100.0%,35
2023 Australian Open QF,L vs Linette,22.0%,23.7%,53.8%,34.2%,34.2%,60.0%,47.1%,47.6%,50.0%,0.0%,7.1%,42.9%,0.0%,28.6%,0.0%,-119
2022 Guadalajara R64,L vs Rybakina,29.0%,38.7%,47.4%,33.3%,47.6%,50.0%,28.0%,35.3%,0.0%,28.6%,28.6%,40.0%,50.0%,25.0%,100.0%,111
2022 Ostrava R32,L vs Parks,19.7%,24.2%,35.6%,27.7%,34.0%,38.2%,52.2%,37.5%,0.0%,0.0%,0.0%,27.3%,0.0%,62.5%,100.0%,-119
2022 US Open QF,L vs Sabalenka,21.9%,34.4%,52.3%,26.7%,44.4%,51.5%,50.0%,55.6%,66.7%,15.4%,15.4%,54.5%,20.0%,50.0%,0.0%,2
2022 US Open R16,W vs Azarenka,24.8%,35.7%,47.8%,31.1%,44.4%,51.6%,39.0%,28.6%,12.5%,12.5%,18.8%,39.3%,15.4%,63.2%,100.0%,-1
2022 Wimbledon R64,L vs Boulter,39.1%,43.5%,50.0%,46.6%,52.1%,53.8%,54.8%,45.2%,0.0%,18.2%,18.2%,33.3%,0.0%,57.1%,100.0%,2
2022 Berlin R16,W vs Andreescu,38.7%,48.1%,38.1%,49.3%,59.2%,41.7%,51.7%,42.9%,28.6%,18.2%,27.3%,33.3%,31.3%,17.6%,0.0%,-35
2022 Indian Wells R64,L vs Kovinic,27.3%,37.3%,38.4%,35.4%,52.3%,42.9%,64.3%,43.2%,42.9%,18.4%,18.4%,32.3%,15.8%,52.6%,75.0%,60
2021 Guadalajara Finals RR,W vs Krejcikova,26.5%,35.3%,49.2%,30.8%,43.1%,51.1%,72.4%,38.9%,14.3%,28.0%,32.0%,44.4%,7.1%,63.6%,100.0%,99
Last 52 Weeks (1 matches),,41.0%,59.0%,61.9%,50.0%,65.4%,53.8%,66.7%,35.3%,-,27.3%,54.5%,75.0%,0.0%,20.0%,-,82
Career (173 matches),,28.8%,38.7%,47.9%,36.8%,49.6%,52.9%,50.3%,43.7%,40.7%,18.3%,24.2%,40.4%,22.9%,55.2%,60.6%,62
