Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Doha R64,W vs Sierra,0.0%,-,3.3%,100.0%,25.5%,44.4%,0.0%,8.8%,12.5%,1.4%,50.0%,18,74
2024 Toronto R64,W vs Podoroska,0.0%,-,6.5%,54.5%,18.2%,16.1%,0.0%,16.7%,27.8%,0.0%,-,98,94
2024 Nottingham F,L vs Boulter,0.0%,-,4.8%,62.5%,21.6%,35.0%,100.0%,9.6%,30.0%,1.0%,0.0%,10,22
2024 Roland Garros R128,L vs Svitolina,0.0%,-,5.5%,55.6%,8.1%,20.9%,0.0%,5.4%,13.3%,1.8%,16.7%,-57,-32
2024 Doha QF,W vs Osaka,0.0%,-,5.8%,80.0%,27.5%,41.7%,0.0%,7.8%,20.0%,1.7%,33.3%,-22,49
2024 Cluj Napoca F,W vs Bogdan,0.0%,-,10.6%,66.7%,11.5%,15.4%,0.0%,14.6%,25.0%,0.0%,-,-64,5
2024 Cluj Napoca SF,W vs Dart,0.0%,-,9.2%,90.9%,14.5%,16.7%,100.0%,9.3%,20.0%,1.1%,0.0%,1,50
2023 Montreal R32,L vs Swiatek,0.0%,-,4.4%,50.0%,14.9%,21.4%,0.0%,5.2%,12.5%,0.6%,0.0%,-5,-3
2023 Roland Garros R128,L vs Stephens,0.0%,-,6.1%,71.4%,16.3%,20.7%,100.0%,8.1%,18.8%,1.5%,50.0%,-7,2
2023 Stuttgart QF,L vs Swiatek,0.0%,-,3.9%,100.0%,15.8%,23.5%,0.0%,2.9%,5.9%,0.9%,0.0%,13,47
2023 Abu Dhabi R16,L vs Rybakina,0.0%,-,5.6%,50.0%,19.0%,23.5%,0.0%,4.7%,25.0%,0.6%,0.0%,27,86
2023 Australian Open QF,L vs Linette,0.0%,-,6.5%,37.5%,17.8%,41.9%,0.0%,5.4%,14.3%,0.0%,-,9,41
2022 Guadalajara R64,L vs Rybakina,0.0%,-,6.7%,37.5%,4.8%,0.0%,0.0%,21.9%,33.3%,0.0%,-,121,129
2022 Ostrava R32,L vs Parks,0.0%,-,3.9%,100.0%,8.9%,50.0%,0.0%,10.5%,57.1%,0.0%,-,-83,-23
2022 US Open QF,L vs Sabalenka,0.0%,-,6.3%,87.5%,16.7%,20.0%,0.0%,5.0%,0.0%,0.0%,-,-16,9
2022 US Open R16,W vs Azarenka,0.0%,-,7.7%,47.4%,23.6%,36.4%,50.0%,12.6%,25.0%,0.7%,33.3%,-39,-7
2022 Wimbledon R64,L vs Boulter,0.0%,-,2.7%,60.0%,16.4%,38.5%,100.0%,6.9%,15.4%,0.4%,0.0%,-70,24
2022 Berlin R16,W vs Andreescu,0.0%,-,6.6%,53.8%,18.2%,34.8%,0.0%,12.7%,22.7%,0.0%,-,3,52
2022 Indian Wells R64,L vs Kovinic,0.0%,-,6.3%,76.9%,18.0%,32.3%,0.0%,4.3%,14.3%,0.0%,-,18,37
2021 Guadalajara Finals RR,W vs Krejcikova,0.0%,-,2.8%,60.0%,14.1%,30.8%,0.0%,7.7%,30.8%,0.0%,-,32,83
Last 52 Weeks (1 matches),,0.0%,-,3.3%,100.0%,25.5%,44.4%,0.0%,8.8%,12.5%,1.4%,50.0%,18,74
Career (173 matches),,0.3%,78.1%,8.1%,69.6%,16.4%,26.0%,21.7%,8.4%,23.8%,0.6%,30.6%,16,37
