Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Doha R64,W vs Sierra,17,10,1.7,18.7%,11.0%,12,8,1.5,14.8%,9.9%,13.6%,1.2%,0.8,13.2%,16.5%
2024 US Open R64,L vs Paolini,0,0,,0.0%,0.0%,0,0,,0.0%,0.0%,0.0%,0.0%,1.0,33.3%,33.3%
2024 US Open R128,W vs Sherif,33,38,0.9,16.8%,19.3%,27,31,0.9,15.7%,18.0%,11.6%,2.3%,0.8,17.8%,21.3%
2024 Toronto R64,W vs Podoroska,26,31,0.8,15.6%,18.6%,19,27,0.7,12.9%,18.4%,8.2%,4.8%,1.2,13.8%,12.0%
2024 Wimbledon R128,L vs Shnaider,42,32,1.3,18.5%,14.1%,33,26,1.3,16.1%,12.7%,10.2%,5.4%,1.6,17.6%,11.0%
2024 Nottingham F,L vs Boulter,22,23,1.0,13.3%,13.9%,19,16,1.2,13.0%,11.0%,8.9%,3.4%,1.4,18.7%,13.3%
2024 Roland Garros R128,L vs Svitolina,24,35,0.7,14.7%,21.5%,21,29,0.7,14.1%,19.5%,9.4%,4.7%,0.7,14.1%,21.5%
2024 Doha QF,W vs Osaka,26,14,1.9,15.1%,8.1%,18,8,2.3,12.3%,5.5%,7.5%,4.8%,1.7,20.9%,12.2%
2024 Cluj-Napoca F,W vs Bogdan,23,12,1.9,20.4%,10.6%,19,8,2.4,19.2%,8.1%,8.1%,9.1%,0.7,15.0%,20.4%
2024 Cluj-Napoca SF,W vs Dart,23,20,1.2,19.5%,16.9%,20,14,1.4,19.8%,13.9%,12.9%,6.9%,0.7,13.6%,18.6%
2023 US Open R64,L vs Burel,19,28,0.7,18.1%,26.7%,13,26,0.5,14.4%,28.9%,8.9%,4.4%,1.4,18.1%,13.3%
2023 US Open R128,W vs Ruse,21,20,1.1,18.8%,17.9%,10,13,0.8,11.8%,15.3%,5.9%,1.2%,0.5,9.8%,19.6%
2023 Montreal R32,L vs Swiatek,15,24,0.6,10.9%,17.5%,13,19,0.7,10.5%,15.3%,7.3%,2.4%,0.9,16.8%,18.2%
2023 Wimbledon R128,L vs Stevanovic,14,22,0.6,14.6%,22.9%,9,21,0.4,10.7%,25.0%,7.1%,2.4%,1.3,19.8%,15.6%
2023 Roland Garros R128,L vs Stephens,14,27,0.5,12.2%,23.5%,14,21,0.7,12.8%,19.3%,6.4%,6.4%,2.4,14.8%,6.1%
2023 Stuttgart QF,L vs Swiatek,21,34,0.6,13.7%,22.2%,17,23,0.7,12.8%,17.3%,7.5%,5.3%,1.0,15.7%,15.7%
2023 Abu Dhabi R16,L vs Rybakina,22,28,0.8,20.4%,25.9%,14,23,0.6,15.7%,25.8%,12.4%,2.2%,1.8,20.4%,11.1%
2023 Australian Open QF,L vs Linette,18,32,0.6,14.6%,26.0%,15,25,0.6,13.9%,23.1%,10.2%,1.9%,1.1,14.6%,13.8%
2022 Guadalajara 2 R64,L vs Rybakina,10,30,0.3,8.3%,25.0%,6,24,0.3,6.1%,24.2%,3.0%,0.0%,0.7,13.3%,19.2%
2022 Ostrava R32,L vs Parks,8,19,0.4,6.2%,14.7%,8,11,0.7,7.4%,10.2%,4.6%,1.9%,1.4,28.7%,20.2%
Career (240 matches),,6104,6106,1.0,17.4%,17.4%,4586,5238,0.9,14.9%,17.1%,8.8%,4.2%,0.9,15.7%,17.2%
