Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,460,296,164,64.3%,641-418,60.5%,5466-4646,54.1%,58-68,46.0%,423,74.5%,34.3%,9.4%,5.4%,60.7%,71.0%,45.2%,60.8%,42.6%,51.7%,1.09
Clay,129,75,54,58.1%,167-137,54.9%,1478-1416,51.1%,19-14,57.6%,126,72.4%,31.9%,8.5%,5.2%,62.4%,68.4%,44.1%,59.3%,41.9%,50.6%,1.03
Grass,80,51,29,63.7%,114-75,60.3%,1000-849,54.1%,13-19,40.6%,80,80.3%,30.1%,10.4%,4.7%,65.8%,72.1%,45.0%,62.8%,41.1%,51.9%,1.11
Grand Slams,139,90,49,64.7%,197-123,61.6%,1689-1420,54.3%,21-17,55.3%,138,75.7%,33.6%,9.5%,5.1%,62.7%,71.1%,44.7%,61.3%,42.7%,51.9%,1.10
Premiers,285,174,111,61.1%,384-281,57.7%,3399-2985,53.2%,36-56,39.1%,268,75.3%,32.0%,9.6%,5.6%,61.9%,70.7%,44.9%,60.9%,41.5%,51.3%,1.06
Internationals,120,83,37,69.2%,176-104,62.9%,1422-1194,54.4%,17-14,54.8%,111,79.4%,36.9%,10.0%,4.5%,60.3%,72.1%,46.3%,61.8%,42.7%,52.1%,1.12
Finals,34,17,17,50.0%,40-39,50.6%,399-398,50.1%,5-10,33.3%,32,73.0%,29.3%,8.5%,4.3%,63.7%,70.0%,44.5%,60.8%,39.2%,50.0%,1.00
Semi-finals,52,33,19,63.5%,73-49,59.8%,628-526,54.4%,5-10,33.3%,48,78.6%,29.8%,9.6%,5.1%,61.7%,72.2%,47.3%,62.7%,41.7%,52.1%,1.12
Quarter-finals,86,49,37,57.0%,110-91,54.7%,1011-927,52.2%,18-16,52.9%,80,74.7%,30.9%,8.8%,4.8%,61.0%,70.0%,44.3%,60.0%,41.3%,50.7%,1.03
vs Righties,604,384,220,63.6%,837-566,59.7%,7169-6228,53.5%,80-86,48.2%,566,74.6%,33.6%,9.1%,5.3%,61.6%,70.5%,44.8%,60.6%,42.5%,51.5%,1.08
vs Lefties,64,37,27,57.8%,83-64,56.5%,763-678,52.9%,10-15,40.0%,62,77.8%,29.9%,11.0%,5.0%,62.6%,71.6%,45.9%,62.0%,40.4%,51.3%,1.06
vs Top 10,97,41,56,42.3%,98-121,44.7%,1055-1087,49.3%,13-21,38.2%,90,70.6%,30.2%,8.1%,4.9%,62.2%,68.1%,43.1%,58.6%,40.5%,49.7%,0.98
