Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,W vs Sherif,94.6,100.7,7.4,103.0,98.4,111,86,85.4,4.1,89.7,86.0,93,78
2023 US Open R64,L vs Burel,99.1,104.6,5.5,107.8,102.5,114,95,89.4,7.2,91.7,88.0,111,78
2023 US Open R128,W vs Ruse,101.2,106.6,8.0,109.5,105.2,117,88,90.6,5.1,96.8,87.0,102,84
2023 Wimbledon R128,L vs Stevanovic,103.1,107.8,6.6,109.0,104.8,117,92,93.7,5.2,94.5,,108,85
2022 US Open QF,L vs Sabalenka,98.6,101.9,7.0,101.3,102.3,115,92,87.1,6.9,,,103,80
2022 US Open R16,W vs Azarenka,101.7,106.0,7.3,108.3,105.7,115,77,88.2,6.0,91.8,90.3,104,73
2022 US Open R32,W vs Bencic,97.4,103.5,6.8,107.4,101.2,114,91,86.5,4.1,89.8,86.0,97,77
2022 US Open R64,W vs Bouzkova,96.9,104.6,7.1,107.9,99.6,115,82,82.7,2.5,84.0,83.5,87,78
2022 US Open R128,W vs Linette,97.1,107.3,5.5,109.7,104.3,117,94,85.3,5.2,85.4,,99,77
2022 Wimbledon R64,L vs Boulter,101.9,104.8,7.3,107.9,102.4,114,88,82.4,4.5,84.0,85.0,94,76
2022 Wimbledon R128,W vs Martincova,101.3,105.0,7.0,106.3,105.3,114,86,90.1,5.0,91.8,86.0,104,82
2021 US Open QF,L vs Sakkari,98.0,104.4,6.2,107.9,100.8,116,91,86.9,7.6,94.8,84.7,105,71
2021 US Open R16,W vs Pavlyuchenkova,96.7,103.2,7.5,105.9,101.1,116,86,82.3,5.7,87.3,81.3,101,73
2021 US Open R32,W vs Tomljanovic,97.1,104.4,8.4,107.8,101.9,116,90,84.7,4.3,88.0,83.7,92,77
2021 US Open R64,W vs Anisimova,100.5,105.5,7.3,107.8,103.2,117,88,86.4,6.4,84.6,87.0,98,74
2021 US Open R128,W vs Mcnally,97.2,104.6,8.2,108.8,102.0,119,88,85.3,7.8,87.0,80.5,114,73
2021 Wimbledon F,L vs Barty,101.6,105.3,6.7,108.4,105.5,116,84,90.7,6.1,89.7,99.0,104,82
2021 Wimbledon SF,W vs Sabalenka,100.7,104.6,6.4,104.9,104.3,116,91,92.2,5.9,91.2,95.6,108,81
2021 Wimbledon QF,W vs Golubic,102.9,106.5,7.5,109.8,104.3,116,92,93.1,4.0,94.8,,102,85
2021 Wimbledon R16,W vs Samsonova,99.3,104.0,6.4,106.6,102.4,115,90,91.1,3.9,93.0,86.3,97,83
Career (84 matches),,97.8,104.1,6.2,106.6,102.0,119,69,86.4,5.0,89.9,85.2,115,64
