Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2010 Indian Wells F,W vs Roddick,42.7%,52.1%,50.9%,46.8%,69.1%,74.5%,52.9%,76.2%,32.0%,46.7%,25.0%,7.7%,23.1%,50.0%,-38
2010 Indian Wells SF,W vs Nadal,36.3%,50.0%,47.5%,41.6%,54.2%,64.4%,59.3%,63.4%,64.3%,41.9%,50.0%,13.5%,35.1%,37.5%,10
2007 Miami SF,L vs Canas,36.7%,44.9%,48.4%,43.7%,46.9%,53.1%,52.9%,57.5%,66.7%,64.7%,0.0%,17.6%,29.4%,42.9%,-79
2007 Doha F,W vs Murray,21.1%,36.6%,60.0%,32.5%,29.3%,51.2%,62.1%,49.0%,42.1%,40.9%,42.9%,10.3%,17.2%,57.7%,-29
2006 Roland Garros SF,L vs Nadal,19.2%,34.6%,55.7%,29.2%,29.0%,45.2%,56.8%,45.8%,57.7%,38.9%,16.7%,5.4%,21.6%,54.3%,-66
2006 Miami F,L vs Federer,38.8%,44.6%,52.1%,43.3%,52.2%,61.2%,59.4%,60.3%,48.1%,47.5%,66.7%,23.5%,25.5%,46.2%,5
2006 Miami SF,W vs Nalbandian,54.1%,70.3%,70.6%,59.7%,69.2%,80.8%,87.5%,77.3%,57.1%,75.0%,-,18.2%,45.5%,55.6%,-79
2006 Australian Open QF,L vs Baghdatis,19.5%,40.3%,57.9%,31.0%,25.5%,53.1%,61.6%,43.6%,54.0%,54.2%,42.9%,9.4%,18.9%,52.1%,-20
2005 Paris F,L vs Berdych,46.0%,58.7%,53.0%,52.6%,58.8%,74.1%,60.0%,68.6%,43.6%,47.8%,66.7%,20.5%,28.2%,45.2%,-5
2005 Paris SF,W vs Roddick,48.0%,58.0%,80.0%,53.6%,65.5%,72.4%,70.0%,75.2%,40.0%,50.0%,-,25.0%,40.0%,86.7%,-7
2005 Madrid F,L vs Nadal,40.7%,52.9%,50.6%,47.9%,53.8%,62.6%,50.0%,64.8%,34.9%,60.4%,100.0%,18.6%,39.5%,51.4%,61
2005 Madrid SF,W vs Nalbandian,41.8%,50.5%,49.0%,47.0%,64.4%,77.8%,68.8%,75.1%,50.0%,47.8%,60.0%,21.4%,26.2%,39.4%,53
2005 Dubai F,L vs Federer,31.5%,39.3%,39.3%,37.5%,44.9%,57.1%,59.3%,55.9%,42.9%,64.3%,50.0%,15.0%,17.5%,23.5%,-79
2005 Rotterdam F,L vs Federer,35.1%,45.0%,50.0%,41.7%,45.5%,56.8%,54.2%,55.2%,61.4%,34.1%,50.0%,15.0%,22.5%,44.1%,27
2005 Doha F,L vs Federer,19.6%,29.4%,37.5%,24.5%,18.8%,34.4%,30.8%,26.6%,33.3%,42.9%,100.0%,22.2%,22.2%,50.0%,1
2004 Madrid SF,L vs Nalbandian,49.1%,58.5%,41.7%,52.8%,63.9%,75.0%,61.5%,69.4%,47.1%,47.4%,100.0%,21.4%,28.6%,18.2%,76
2004 Hamburg SF,L vs Coria,25.4%,43.7%,51.0%,35.1%,34.0%,53.2%,54.8%,48.7%,61.1%,48.3%,100.0%,9.1%,27.3%,45.0%,-26
2003 US Open R64,L vs Roddick,29.9%,40.3%,50.6%,36.7%,48.6%,60.8%,60.5%,62.0%,55.2%,40.0%,75.0%,12.1%,22.4%,43.1%,2
Career (18 matches),,34.3%,46.4%,51.9%,41.3%,47.5%,61.1%,57.4%,59.1%,49.6%,48.4%,52.6%,15.2%,25.9%,46.2%,31
