Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2011,30,1270,24,1913,22,1854,17,1876,30,1753,94,810,65,1656
2010,17,1965,21,1921,15,1882,19,1877,26,1736,128,630,86,1600
2009,24,1405,26,1906,24,1853,21,1866,26,1760,121,540,,
2008,44,790,40,1843,32,1818,27,1828,41,1708,167,340,92,1588
2007,18,1580,21,1904,17,1871,22,1843,16,1789,91,625,72,1598
2006,5,2495,5,2021,5,1983,7,1928,18,1774,126,425,46,1662
2005,9,2180,5,2030,5,1996,14,1899,27,1738,90,620,38,1703
2004,22,1235,15,1912,14,1868,17,1866,49,1677,116,460,22,1772
2003,42,870,29,1870,34,1793,31,1814,43,1681,93,605,41,1645
2002,49,735,49,1830,47,1780,45,1782,69,1630,177,260,78,1554
2001,37,982,21,1922,21,1859,40,1813,64,1631,216,252,,
2000,91,484,68,1777,69,1712,64,1726,93,1577,138,440,,
1999,77,581,144,1643,142,1586,122,1638,,,205,295,,
1998,293,124,287,1419,299,1249,233,1460,,,277,200,,
1997,289,128,,,,,,,,,334,160,,
1996,576,30,,,,,,,,,1105,9,,
1995,,,,,,,,,,,688,36,,
