Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,411,248,163,60.3%,589-438,57.4%,5470-5039,52.1%,137-114,54.6%,390,86.2%,17.2%,15.5%,3.1%,58.7%,77.9%,52.4%,67.4%,34.5%,50.9%,1.06
Clay,188,105,83,55.9%,274-224,55.0%,2581-2381,52.0%,44-51,46.3%,174,80.8%,23.0%,10.9%,2.6%,55.8%,74.9%,50.1%,63.9%,37.6%,50.9%,1.04
Grass,50,24,26,48.0%,73-74,49.7%,765-767,49.9%,15-17,46.9%,50,86.5%,13.4%,16.4%,3.9%,62.3%,77.2%,51.8%,67.6%,32.3%,49.9%,1.00
Carpet,79,53,26,67.1%,134-78,63.2%,1197-1023,53.9%,31-27,53.4%,63,90.4%,15.6%,19.1%,3.2%,60.3%,81.7%,53.1%,70.4%,32.7%,51.5%,1.10
Grand Slams,96,48,48,50.0%,192-169,53.2%,1883-1804,51.1%,37-40,48.1%,96,84.3%,17.9%,13.0%,2.8%,58.6%,76.1%,51.3%,65.8%,35.0%,50.4%,1.03
Masters,202,116,86,57.4%,261-209,55.5%,2470-2267,52.1%,52-52,50.0%,200,84.1%,19.8%,14.0%,2.9%,57.9%,76.7%,51.6%,66.2%,35.7%,51.0%,1.06
Other Tours,388,241,147,62.1%,535-378,58.6%,4914-4461,52.4%,122-101,54.7%,375,86.3%,17.6%,15.7%,3.2%,58.5%,78.4%,52.1%,67.5%,34.6%,51.0%,1.06
Best of 5,135,72,63,53.3%,276-225,55.1%,2641-2473,51.6%,51-58,46.8%,101,84.7%,17.8%,13.4%,2.8%,58.8%,76.4%,51.6%,66.2%,35.0%,50.5%,1.03
Best of 3,593,358,235,60.4%,794-589,57.4%,7372-6737,52.3%,176-151,53.8%,576,85.4%,18.4%,15.1%,3.1%,58.3%,77.8%,51.8%,66.9%,35.0%,51.0%,1.06
Finals,25,11,14,44.0%,33-32,50.8%,332-338,49.6%,9-7,56.3%,24,84.6%,13.0%,15.6%,2.5%,61.7%,77.7%,52.2%,68.0%,32.5%,50.0%,1.01
Semi-finals,46,24,22,52.2%,55-56,49.5%,564-579,49.3%,18-11,62.1%,46,85.2%,12.1%,15.8%,2.6%,59.7%,77.3%,52.4%,67.2%,32.0%,49.7%,0.98
Quarter-finals,87,46,41,52.9%,112-108,50.9%,1156-1089,51.5%,20-33,37.7%,87,85.5%,17.3%,15.4%,2.8%,59.1%,77.1%,51.1%,66.5%,34.2%,50.5%,1.02
vs Righties,655,394,261,60.2%,972-720,57.4%,9009-8232,52.3%,205-185,52.6%,610,85.3%,18.5%,14.7%,3.0%,58.1%,77.4%,52.0%,66.8%,35.1%,51.0%,1.06
vs Lefties,72,35,37,48.6%,96-94,50.5%,992-971,50.5%,22-24,47.8%,66,84.6%,15.5%,15.2%,3.2%,60.9%,77.3%,49.8%,66.6%,33.4%,50.1%,1.00
vs Top 10,110,40,70,36.4%,113-169,40.1%,1379-1520,47.6%,33-41,44.6%,101,81.2%,13.8%,14.4%,3.1%,57.5%,75.9%,49.6%,64.8%,32.5%,48.9%,0.92
