Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2012 Monte Carlo R64,L vs Dodig,29% (2/7),25% (1/4),0/0,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2012 Dubai R32,L vs Cipolla,50% (6/12),25% (1/4),0/0,0/0,33% (2/6),4/6,3/4,- (0/0),- (0/0)
2012 Marseille QF,L vs Tipsarevic,53% (8/15),- (0/0),0/0,0/0,75% (6/8),1/3,0/1,- (0/0),- (0/0)
2012 Marseille R16,W vs Beck,61% (11/18),100% (1/1),2/2,1/1,100% (1/1),0/0,0/0,75% (3/4),100% (4/4)
2012 Marseille R32,W vs Serra,57% (16/28),100% (2/2),2/4,1/2,100% (3/3),0/1,0/0,20% (1/5),40% (2/5)
2012 Rotterdam R32,L vs Huta Galung,80% (8/10),17% (1/6),0/0,0/0,67% (4/6),1/3,0/1,71% (5/7),14% (1/7)
2012 Zagreb R16,L vs Berrer,58% (7/12),50% (1/2),0/0,0/0,50% (3/6),1/3,0/1,- (0/0),- (0/0)
2012 Zagreb R32,W vs Beck,61% (14/23),50% (1/2),2/4,1/1,83% (5/6),1/2,0/0,100% (6/6),17% (1/6)
2011 Basel R16,L vs Mayer,50% (3/6),25% (1/4),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2011 Shanghai R64,L vs Melzer,83% (5/6),33% (1/3),0/0,0/0,50% (4/8),2/4,0/1,- (0/0),- (0/0)
2011 Beijing SF,L vs Cilic,78% (7/9),0% (0/7),0/0,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2011 Beijing QF,W vs Youzhny,62% (13/21),25% (5/20),2/5,1/4,50% (3/6),0/1,0/0,73% (8/11),27% (3/11)
2011 Beijing R16,W vs Mayer,83% (10/12),50% (4/8),2/4,1/2,50% (2/4),0/1,0/0,- (0/0),- (0/0)
2011 Beijing R32,W vs Gabashvili,100% (9/9),63% (5/8),2/2,1/1,0% (0/3),0/0,0/0,- (0/0),- (0/0)
2011 Metz F,L vs Tsonga,67% (10/15),50% (2/4),1/1,0/0,54% (7/13),3/5,1/2,83% (5/6),40% (2/5)
2011 Metz SF,W vs Muller,71% (12/17),- (0/0),2/2,1/1,100% (1/1),0/0,0/0,82% (9/11),45% (5/11)
2011 Metz QF,W vs Sijsling,53% (10/19),29% (2/7),2/6,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2011 Metz R16,W vs Renavand,80% (12/15),100% (2/2),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2011 US Open R64,L vs Nalbandian,69% (11/16),67% (4/6),1/1,0/0,63% (10/16),1/4,1/2,- (0/0),- (0/0)
2011 Wimbledon R32,L vs Murray,64% (14/22),50% (3/6),1/1,0/0,58% (7/12),2/5,1/2,40% (2/5),33% (2/6)
2012 (8 matches),,57.6%,38.1%,60.0%,75.0%,60.9%,40.0%,37.5%,68.2%,36.4%
2011 (20 matches),,68.5%,39.4%,55.0%,57.1%,58.0%,27.3%,27.3%,69.3%,42.3%
2010 (2 matches),,56.8%,22.2%,57.1%,40.0%,81.3%,50.0%,-,93.3%,46.7%
2007 (2 matches),,72.7%,18.8%,40.0%,25.0%,66.7%,0.0%,0.0%,-,-
2006 (4 matches),,72.0%,25.7%,80.0%,100.0%,67.7%,35.7%,40.0%,61.5%,22.2%
Career (45 matches),,66.7%,34.1%,58.3%,52.5%,61.4%,35.0%,35.1%,70.5%,35.3%
