Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2010 Indian Wells F,W vs Roddick,59.7%,37.2%,0.0%,0/0,2.26,19.2%,52.8%,32.1%,0.0%,2.24,43.8%,75.0%,46.7%,0.0%,2.28,8.3%
2010 Indian Wells SF,W vs Nadal,73.9%,38.5%,4.5%,3/1,2.22,13.6%,74.5%,36.6%,1.8%,2.31,25.9%,77.4%,41.7%,9.7%,2.14,3.1%
2007 Miami SF,L vs Canas,72.2%,40.4%,0.0%,0/0,2.48,16.7%,70.8%,38.2%,0.0%,2.56,25.0%,85.7%,44.4%,0.0%,2.39,7.1%
2007 Doha F,W vs Murray,76.5%,53.8%,0.0%,0/0,2.17,23.6%,71.7%,57.6%,0.0%,1.88,41.4%,86.4%,47.4%,0.0%,2.50,3.8%
2006 Roland Garros SF,L vs Nadal,83.2%,34.2%,1.1%,1/0,2.07,27.3%,80.0%,26.9%,1.5%,2.17,44.2%,90.0%,48.1%,0.0%,1.94,5.9%
2006 Miami F,L vs Federer,66.9%,41.0%,3.2%,1/3,1.82,54.9%,64.1%,40.0%,2.6%,1.81,59.4%,76.7%,42.4%,4.7%,1.83,51.3%
2006 Miami SF,W vs Nalbandian,78.8%,65.4%,1.5%,0/1,1.85,41.2%,88.9%,67.5%,0.0%,1.88,62.5%,57.1%,58.3%,4.8%,1.83,22.2%
2006 Australian Open QF,L vs Baghdatis,68.7%,38.9%,2.3%,1/2,2.21,0.8%,57.1%,37.5%,1.4%,2.18,1.4%,87.7%,40.0%,3.5%,2.26,0.0%
2005 Paris F,L vs Berdych,64.0%,42.5%,2.9%,0/4,2.04,7.6%,51.9%,33.3%,1.2%,1.97,11.4%,84.9%,51.1%,5.7%,2.11,3.2%
2005 Paris SF,W vs Roddick,62.1%,52.8%,0.0%,0/0,1.92,8.0%,44.4%,50.0%,0.0%,1.85,20.0%,95.2%,55.0%,0.0%,1.97,0.0%
2005 Madrid F,L vs Nadal,78.5%,45.2%,2.5%,0/4,1.74,18.2%,76.9%,37.6%,2.5%,1.71,33.3%,88.9%,68.8%,2.8%,1.77,0.0%
2005 Madrid SF,W vs Nalbandian,69.2%,52.4%,1.1%,1/0,1.68,10.2%,71.9%,53.7%,1.8%,1.56,18.8%,71.0%,50.0%,0.0%,1.74,6.1%
2005 Dubai F,L vs Federer,62.7%,50.0%,2.0%,2/0,1.90,60.7%,57.8%,54.1%,3.1%,1.78,40.7%,75.0%,44.4%,0.0%,2.00,76.5%
2005 Rotterdam F,L vs Federer,61.9%,33.3%,6.2%,4/2,1.91,40.2%,51.5%,28.6%,7.4%,1.91,41.7%,92.6%,40.0%,3.7%,1.93,38.2%
2005 Doha F,L vs Federer,63.6%,39.3%,2.3%,0/1,2.00,32.5%,64.5%,35.0%,0.0%,1.96,19.2%,61.5%,50.0%,7.7%,2.07,57.1%
2004 Madrid SF,L vs Nalbandian,76.7%,32.6%,0.0%,0/0,1.65,16.7%,67.7%,38.1%,0.0%,1.65,30.8%,86.2%,28.0%,0.0%,1.64,0.0%
2004 Hamburg SF,L vs Coria,79.8%,42.3%,1.1%,1/0,2.09,15.7%,85.0%,33.3%,1.7%,2.23,25.8%,83.3%,65.0%,0.0%,1.88,0.0%
2003 US Open R64,L vs Roddick,58.0%,42.2%,2.8%,4/0,1.84,18.0%,54.0%,44.7%,2.3%,1.83,36.8%,81.8%,38.9%,4.5%,1.84,3.9%
Career (18 matches),,69.5%,43.1%,2.1%,50.0%,2.00,23.0%,65.8%,40.8%,1.8%,1.99,30.0%,81.9%,46.9%,2.9%,2.01,15.9%
