Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,26,13,13,50.0%,26,14,12,53.8%,2000,2012,QF,26,1.02,12.0%,2.4%,58.8%,75.0%,53.0%,66.0%,34.8%,63.6%,34.0%
Roland Garros,12,Clay,30,18,12,60.0%,18,8,10,44.4%,2000,2011,SF,30,1.08,11.2%,2.2%,57.4%,75.7%,50.5%,65.0%,37.8%,61.6%,43.7%
Wimbledon,11,Grass,19,8,11,42.1%,11,3,8,27.3%,2000,2011,R32,19,0.97,15.0%,3.4%,62.5%,76.6%,49.8%,66.6%,32.4%,64.4%,30.0%
US Open,12,Hard,21,9,12,42.9%,22,12,10,54.5%,1999,2011,R32,21,1.00,15.2%,3.7%,56.3%,77.6%,51.8%,66.3%,33.7%,67.4%,31.7%
Olympics,2,,6,4,2,66.7%,2,1,1,50.0%,2000,2004,R16,0,,,,,,,,,,
Davis Cup,11,,36,23,13,63.9%,28,14,14,50.0%,1998,2010,,0,,,,,,,,,,
Monte Carlo Masters,13,Clay,31,18,13,58.1%,11,8,3,72.7%,1999,2012,QF,31,1.02,9.0%,2.4%,55.3%,72.3%,48.0%,61.4%,39.5%,56.3%,39.7%
Miami Masters,12,Hard,29,17,12,58.6%,18,8,10,44.4%,2000,2011,F,29,1.09,15.0%,3.3%,59.0%,77.4%,51.4%,66.7%,36.3%,67.6%,36.2%
Umag,12,Clay,26,14,12,53.8%,12,5,7,41.7%,1996,2011,SF,25,1.02,9.5%,3.4%,51.2%,73.6%,47.9%,61.1%,39.6%,65.9%,49.0%
Rotterdam,10,Hard,27,17,10,63.0%,16,11,5,68.8%,2001,2012,F,27,0.98,17.3%,3.2%,60.2%,79.0%,50.1%,67.5%,32.0%,62.8%,37.0%
Cincinnati Masters,10,Hard,24,14,10,58.3%,15,9,6,60.0%,1999,2010,QF,22,1.01,16.4%,4.0%,56.9%,77.7%,53.3%,67.2%,33.2%,58.6%,37.5%
Marseille,10,Hard,21,11,10,52.4%,13,5,8,38.5%,2000,2012,F,21,1.02,17.3%,3.8%,60.7%,78.2%,52.1%,68.0%,32.7%,67.9%,40.2%
Rome Masters,10,Clay,21,11,10,52.4%,9,3,6,33.3%,2001,2011,QF,20,1.06,11.7%,3.0%,55.9%,74.2%,50.3%,63.6%,38.6%,62.9%,40.6%
