Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,223,120,103,53.8%,276-235,54.0%,2355-2214,51.5%,20-16,55.6%,1,37.5%,0.0%,2.2%,2.2%,63.0%,44.8%,41.2%,43.5%,24.3%,34.9%,0.43
Clay,93,38,55,40.9%,97-119,44.9%,933-989,48.5%,7-11,38.9%,0,,,,,,,,,,,
Grass,7,3,4,42.9%,7-8,46.7%,70-67,51.1%,1-1,50.0%,0,,,,,,,,,,,
Carpet,22,13,9,59.1%,30-22,57.7%,252-242,51.0%,3-0,100.0%,0,,,,,,,,,,,
Finals,11,6,5,54.5%,13-11,54.2%,110-111,49.8%,2-1,66.7%,0,,,,,,,,,,,
Semi-finals,19,11,8,57.9%,25-21,54.3%,219-199,52.4%,2-1,66.7%,0,,,,,,,,,,,
Quarter-finals,48,19,29,39.6%,49-62,44.1%,453-510,47.0%,3-1,75.0%,0,,,,,,,,,,,
vs Righties,221,104,117,47.1%,246-262,48.4%,2246-2320,49.2%,18-17,51.4%,1,37.5%,0.0%,2.2%,2.2%,63.0%,44.8%,41.2%,43.5%,24.3%,34.9%,0.43
vs Lefties,28,11,17,39.3%,29-35,45.3%,284-303,48.4%,2-3,40.0%,0,,,,,,,,,,,
