Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Las Palmas de Gran Canaria QF,L vs Ibbou,100% (2/2),14% (1/7),0/0,0/0,50% (5/10),5/7,1/2,- (0/0),- (0/0)
2019 W25 Las Palmas de Gran Canaria R32,W vs Hoste Ferrer,86% (6/7),67% (6/9),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W25 Palmela R16,L vs Terziyska,0% (0/3),50% (2/4),0/0,0/0,22% (2/9),0/2,0/1,- (0/0),- (0/0)
2019 W25 Tarvisio R32,L vs Colmegna,50% (2/4),50% (5/10),0/1,0/0,20% (2/10),1/3,1/2,- (0/0),- (0/0)
2019 W25 Tunis R32,L vs Hogenkamp,20% (2/10),18% (2/11),0/0,0/0,14% (1/7),7/9,6/7,- (0/0),- (0/0)
2019 W25 Canberra R16,L vs Hozumi,67% (4/6),50% (3/6),1/2,0/0,50% (7/14),2/4,1/2,- (0/0),- (0/0)
2019 W25 Canberra R32,W vs Myers,69% (11/16),40% (4/10),2/3,1/2,69% (9/13),1/2,0/0,50% (3/6),67% (4/6)
2019 W60 Shenzhen QF,L vs Kuwata,38% (5/13),25% (5/20),1/2,0/0,42% (5/12),0/2,0/1,- (0/0),- (0/0)
2019 W60 Shenzhen R32,W vs Ma,89% (8/9),36% (5/14),2/4,1/3,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Petit Bourg Guadeloupe R32,L vs Le Bihan,33% (5/15),14% (1/7),0/0,0/0,67% (8/12),5/7,5/6,- (0/0),- (0/0)
2017 Shrewsbury $25K R32,L vs Zimmermann,31% (5/16),60% (6/10),0/0,0/0,13% (1/8),1/3,0/1,60% (3/5),17% (1/6)
2017 Saguenay $60K R32,L vs Arn,43% (3/7),0% (0/1),0/0,0/0,64% (7/11),1/3,1/2,- (0/0),- (0/0)
2017 Sumter SC $25K R16,L vs Townsend,40% (4/10),50% (2/4),0/0,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2017 Sumter SC $25K R32,W vs Simmonds,55% (6/11),100% (6/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Tsukuba $25K R32,L vs Zhang,56% (5/9),33% (2/6),0/2,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2017 Granby $60K R32,W vs Stollar,75% (12/16),55% (6/11),2/6,1/2,62% (8/13),2/3,0/0,46% (6/13),54% (7/13)
2017 Gatineau $25K SF,L vs Perez,40% (4/10),44% (4/9),0/0,0/0,54% (7/13),2/4,2/3,- (0/0),- (0/0)
2017 Gatineau $25K QF,W vs Murray,70% (7/10),45% (5/11),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2017 Gatineau $25K R16,W vs Branstine,71% (10/14),45% (5/11),2/4,1/1,33% (3/9),1/2,0/0,100% (5/5),40% (2/5)
2017 Winnipeg $25K R32,L vs Kuwata,- (0/0),60% (3/5),0/0,0/0,22% (2/9),1/3,0/1,- (0/0),- (0/0)
2019 (10 matches),,52.9%,34.7%,53.3%,42.9%,43.8%,58.3%,66.7%,50.0%,66.7%
2017 (44 matches),,60.4%,52.3%,50.8%,45.6%,49.8%,44.3%,38.1%,56.6%,49.1%
2016 (23 matches),,64.4%,52.4%,52.6%,51.3%,66.4%,60.0%,50.0%,52.6%,60.0%
2015 (5 matches),,68.4%,42.9%,50.0%,40.0%,65.9%,46.2%,62.5%,52.9%,40.0%
2014 (1 matches),,41.2%,60.0%,100.0%,-,40.0%,0.0%,0.0%,-,-
Career (88 matches),,61.1%,50.1%,52.3%,48.0%,53.3%,49.6%,51.7%,54.7%,51.1%
