Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Las Palmas de Gran Canaria QF,L vs Ibbou,0.80,0.55,31.4,2.0,-,29.2%,-,59.1%,40.0%,38.2%
2019 W25 Las Palmas de Gran Canaria R32,W vs Hoste Ferrer,1.01,6.87,25.6,2.0,-,93.3%,-,83.3%,84.2%,64.3%
2019 W25 Palmela R16,L vs Terziyska,0.89,0.50,28.2,2.5,-,31.8%,-,25.0%,40.9%,38.9%
2019 W25 Tarvisio R32,L vs Colmegna,1.01,0.81,58.3,2.6,-,43.8%,-,31.0%,47.2%,52.9%
2019 W25 Tunis R32,L vs Hogenkamp,0.81,0.59,31.5,2.3,0.0%,44.8%,0.0%,38.5%,39.5%,45.7%
2019 W25 Canberra R16,L vs Hozumi,1.00,0.73,53.2,4.1,5.6%,52.8%,0.0%,40.6%,38.9%,38.7%
2019 W25 Canberra R32,W vs Myers,1.18,1.12,88.5,13.1,3.5%,57.9%,1.9%,59.6%,35.8%,42.6%
2019 W60 Shenzhen QF,L vs Kuwata,0.91,0.83,58.5,9.3,4.5%,38.6%,0.0%,57.1%,45.8%,50.0%
2019 W60 Shenzhen R32,W vs Ma,0.93,1.90,44.7,2.7,-,81.0%,-,71.4%,50.0%,47.1%
2019 W25 Petit Bourg Guadeloupe R32,L vs Le Bihan,0.84,0.69,45.1,2.1,0.0%,42.9%,3.0%,66.7%,46.9%,26.7%
2017 Shrewsbury $25K R32,L vs Zimmermann,0.84,0.83,64.1,3.3,0.0%,54.5%,0.0%,45.0%,39.5%,60.5%
2017 Saguenay $60K R32,L vs Arn,1.02,0.55,39.9,2.1,0.0%,44.8%,0.0%,44.0%,28.6%,30.8%
2017 Sumter SC $25K R16,L vs Townsend,1.08,0.66,53.9,2.5,0.0%,43.8%,3.4%,51.7%,19.2%,45.8%
2017 Sumter SC $25K R32,W vs Simmonds,1.15,2.78,29.4,2.4,5.3%,84.2%,0.0%,55.6%,80.0%,62.5%
2017 Tsukuba $25K R32,L vs Zhang,1.02,0.70,55.4,3.7,0.0%,36.7%,7.4%,63.0%,35.5%,34.5%
2017 Granby $60K R32,W vs Stollar,1.03,1.12,83.6,11.1,0.0%,58.3%,5.8%,57.7%,43.8%,47.5%
2017 Gatineau $25K SF,L vs Perez,0.96,0.82,57.6,2.7,0.0%,48.7%,0.0%,48.6%,50.0%,37.5%
2017 Gatineau $25K QF,W vs Murray,0.91,1.66,50.2,2.1,0.0%,70.8%,0.0%,68.4%,61.3%,48.1%
2017 Gatineau $25K R16,W vs Branstine,1.09,1.17,74.4,2.7,0.0%,54.9%,2.2%,62.2%,45.9%,43.9%
2017 Winnipeg $25K R32,L vs Kuwata,1.08,0.64,49.9,2.6,0.0%,30.0%,0.0%,25.0%,35.7%,50.0%
2019 (10 matches),,0.95,0.86,51.8,2.9,1.9%,49.5%,0.7%,52.6%,44.8%,44.1%
2017 (44 matches),,1.04,1.20,56.4,2.7,1.4%,57.5%,2.0%,58.2%,46.9%,50.3%
2016 (23 matches),,1.05,1.49,46.8,2.5,1.8%,61.4%,1.5%,66.1%,51.5%,51.1%
2015 (5 matches),,1.01,0.90,60.9,2.5,1.6%,57.1%,1.2%,63.9%,37.1%,33.1%
2014 (1 matches),,0.98,0.84,64.6,2.4,2.2%,53.3%,0.0%,43.9%,42.9%,45.7%
Career (88 matches),,1.03,1.17,53.5,2.6,1.5%,57.2%,1.6%,59.4%,46.7%,48.4%
