Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,2.2%,2.2%,63.0%,44.8%,41.2%,43.5%,24.3%,34.9%,0.43,R32 (W15 Oslo)
2024,21,9,12,42.9%,26-26,50.0%,226-240,48.5%,3-2,60.0%,0,,,,,,,,,,,,QF (3x)
2023,15,4,11,26.7%,15-24,38.5%,176-195,47.4%,0-3,0.0%,0,,,,,,,,,,,,QF (W15 Gurugram)
2022,18,7,11,38.9%,19-24,44.2%,183-207,46.9%,0-3,0.0%,0,,,,,,,,,,,,R16 (5x)
2021,8,0,8,0.0%,2-16,11.1%,42-104,28.8%,0-0,-,0,,,,,,,,,,,,R32 (7x)
2020,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (W15 Porto)
2019,30,14,16,46.7%,32-37,46.4%,284-315,47.4%,2-0,100.0%,0,,,,,,,,,,,,SF (2x)
2018,35,17,18,48.6%,37-42,46.8%,335-361,48.1%,4-0,100.0%,0,,,,,,,,,,,,QF (6x)
2017,56,38,18,67.9%,81-45,64.3%,644-494,56.6%,7-6,53.8%,0,,,,,,,,,,,,W (3x)
2016,35,27,8,77.1%,59-21,73.8%,416-264,61.2%,4-1,80.0%,0,,,,,,,,,,,,W (3x)
2015,17,10,7,58.8%,22-17,56.4%,187-184,50.4%,2-2,50.0%,0,,,,,,,,,,,,SF (2x)
2014,6,3,3,50.0%,8-7,53.3%,71-63,53.0%,2-1,66.7%,0,,,,,,,,,,,,SF (Torino 10K)
2013,5,2,3,40.0%,5-6,45.5%,42-50,45.7%,0-0,-,0,,,,,,,,,,,,QF (Sharm El Sheikh 10K)
2012,18,11,7,61.1%,25-16,61.0%,209-179,53.9%,2-1,66.7%,0,,,,,,,,,,,,F (Fallanden 10K)
2011,19,7,12,36.8%,18-24,42.9%,186-203,47.8%,2-3,40.0%,0,,,,,,,,,,,,QF (2x)
2010,24,10,14,41.7%,23-31,42.6%,225-251,47.3%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
2009,28,14,14,50.0%,33-30,52.4%,302-276,52.2%,1-3,25.0%,0,,,,,,,,,,,,F (Bangkok 10K)
2008,8,1,7,12.5%,5-14,26.3%,71-102,41.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (Versmold 10K)
Career,345,174,171,50.4%,410-384,51.6%,3610-3512,50.7%,31-28,52.5%,1,37.5%,0.0%,2.2%,2.2%,63.0%,44.8%,41.2%,43.5%,24.3%,34.9%,0.43,
