Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Dubai R32,L vs Medvedev,2.1%,0.0%,4.1%,50.0%,9.1%,26.1%,0.0%,3.1%,6.3%,0.0%,-,-64,-106
2024 NextGen Finals RR,L vs Basavareddy,0.0%,-,5.6%,75.0%,18.3%,46.2%,7.7%,5.4%,11.1%,1.0%,50.0%,2,-17
2024 NextGen Finals RR,L vs Van Assche,2.8%,50.0%,7.1%,72.7%,19.2%,23.3%,11.8%,5.6%,9.1%,0.8%,0.0%,22,20
2024 Shanghai R64,L vs Alcaraz,0.0%,-,9.1%,55.6%,12.3%,13.3%,0.0%,0.0%,0.0%,0.0%,-,-44,-77
2024 Chengdu F,W vs Musetti,1.5%,100.0%,9.0%,83.3%,9.6%,11.8%,0.0%,13.2%,11.1%,1.1%,33.3%,-3,-3
2024 Atlanta R16,W vs Shelton,1.6%,100.0%,8.4%,72.7%,14.1%,22.6%,0.0%,13.3%,33.3%,0.6%,0.0%,-64,-60
2024 Bordeaux CH QF,W vs Evans,1.0%,0.0%,10.1%,61.1%,14.4%,12.7%,7.1%,10.0%,12.9%,2.4%,60.0%,-28,-59
2024 Bordeaux CH R16,W vs Carballes Baena,0.0%,-,10.4%,64.7%,15.4%,11.6%,33.3%,7.6%,10.3%,1.5%,33.3%,-33,-52
2024 Madrid R128,W vs Moutet,1.5%,50.0%,18.6%,64.8%,15.0%,19.4%,11.8%,11.1%,18.5%,3.6%,47.6%,0,-4
2024 Barcelona R64,L vs Machac,0.0%,-,6.8%,75.0%,14.4%,12.5%,25.0%,10.4%,5.0%,0.8%,100.0%,-29,-37
2024 Australian Open R128,W vs Mcdonald,0.7%,0.0%,10.8%,60.7%,16.4%,22.8%,13.6%,5.2%,10.7%,1.1%,0.0%,42,26
2024 Hong Kong QF,W vs Tiafoe,0.0%,-,9.1%,70.0%,20.2%,32.1%,15.0%,11.3%,7.1%,0.9%,50.0%,-33,-59
2023 US Open Q2,W vs Kypson,0.0%,-,7.7%,100.0%,19.5%,34.1%,10.0%,8.3%,12.5%,2.0%,60.0%,33,25
Career (13 matches),,0.9%,44.4%,9.9%,68.3%,15.4%,20.6%,10.6%,8.4%,11.2%,1.5%,44.1%,-10,-24
