Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai R32,L vs Medvedev,13,19,0.7,13.4%,19.6%,13,19,0.7,15.5%,22.6%,6.0%,1.2%,1.7,33.0%,19.6%
2024 Next Gen Finals RR,L vs Van Assche,31,28,1.1,20.1%,18.2%,24,25,1.0,17.8%,18.5%,12.6%,4.4%,1.7,12.3%,7.1%
2024 Next Gen Finals RR,L vs Basavareddy,26,21,1.2,18.3%,14.8%,20,18,1.1,16.8%,15.1%,12.6%,4.2%,1.0,16.2%,15.5%
2024 Shanghai Masters R64,L vs Alcaraz,17,19,0.9,17.2%,19.2%,16,17,0.9,17.2%,18.3%,8.6%,1.1%,2.2,31.3%,14.1%
2024 Chengdu F,W vs Musetti,22,24,0.9,16.5%,18.0%,16,24,0.7,12.8%,19.2%,8.0%,4.0%,0.6,9.0%,15.8%
2024 US Open R32,L vs Ruud,39,34,1.1,12.8%,11.2%,35,29,1.2,12.6%,10.4%,10.4%,2.2%,1.0,16.1%,15.5%
2024 US Open R64,W vs Carballes Baena,53,31,1.7,26.1%,15.3%,48,29,1.7,25.9%,15.7%,19.5%,5.4%,0.9,12.8%,14.8%
2024 US Open R128,W vs Bublik,44,51,0.9,14.9%,17.3%,40,43,0.9,15.9%,17.1%,11.2%,4.0%,0.9,18.3%,19.7%
2024 Atlanta R16,W vs Shelton,14,12,1.2,10.7%,9.2%,11,11,1.0,9.8%,9.8%,5.4%,2.7%,0.9,22.9%,25.2%
2024 Wimbledon R64,L vs Dimitrov,44,51,0.9,14.6%,16.9%,26,42,0.6,10.5%,17.0%,7.7%,2.0%,1.4,18.9%,13.9%
2024 Wimbledon R128,W vs Garin,38,28,1.4,20.3%,15.0%,25,26,1.0,16.0%,16.7%,9.0%,4.5%,1.0,12.8%,12.3%
2024 Bordeaux CH QF,W vs Evans,28,28,1.0,15.6%,15.6%,26,28,0.9,15.6%,16.8%,12.0%,3.6%,1.1,20.1%,18.4%
2024 Bordeaux CH R16,W vs Carballes Baena,38,29,1.3,23.2%,17.7%,36,27,1.3,24.3%,18.2%,19.6%,4.1%,1.0,17.1%,16.5%
2024 Madrid Masters R128,W vs Moutet,53,60,0.9,18.3%,20.7%,51,56,0.9,18.0%,19.8%,13.1%,4.9%,0.6,11.0%,17.2%
2024 Barcelona R64,L vs Machac,21,22,1.0,17.8%,18.6%,21,21,1.0,18.9%,18.9%,11.7%,7.2%,1.1,15.3%,14.4%
2024 Australian Open R128,W vs Mcdonald,34,65,0.5,13.1%,25.0%,30,61,0.5,12.4%,25.2%,8.7%,1.7%,0.5,10.0%,20.0%
2024 Hong Kong QF,W vs Tiafoe,24,12,2.0,21.8%,10.9%,21,11,1.9,22.8%,12.0%,20.7%,2.2%,1.1,18.2%,16.4%
2023 US Open Q2,W vs Kypson,41,22,1.9,26.3%,14.1%,31,20,1.6,24.2%,15.6%,21.1%,3.1%,1.2,14.1%,12.2%
Career (18 matches),,580,556,1.0,17.4%,16.7%,490,507,1.0,16.6%,17.2%,11.9%,3.5%,1.0,16.2%,16.1%
