Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,16,6,10,37.5%,17-24,41.5%,202-210,49.0%,2-8,20.0%,16,82.2%,16.3%,5.9%,2.9%,64.7%,72.5%,49.5%,64.4%,32.7%,48.8%,0.92
Grand Slams,3,1,2,33.3%,4-6,40.0%,50-48,51.0%,0-3,0.0%,3,79.6%,20.4%,4.7%,4.7%,59.3%,72.5%,46.7%,62.0%,34.9%,49.1%,0.92
Masters,5,2,3,40.0%,6-7,46.2%,69-71,49.3%,2-3,40.0%,5,83.6%,16.2%,5.9%,2.2%,67.8%,76.3%,43.9%,65.9%,33.7%,49.3%,0.99
Other Tours,8,3,5,37.5%,7-11,38.9%,83-91,47.7%,0-2,0.0%,8,82.6%,14.0%,6.6%,2.2%,65.7%,69.7%,55.4%,64.8%,30.7%,48.2%,0.87
Best of 5,3,1,2,33.3%,4-6,40.0%,50-48,51.0%,0-3,0.0%,3,79.6%,20.4%,4.7%,4.7%,59.3%,72.5%,46.7%,62.0%,34.9%,49.1%,0.92
Best of 3,13,5,8,38.5%,13-18,41.9%,152-162,48.4%,2-5,28.6%,13,83.0%,14.9%,6.3%,2.2%,66.6%,72.6%,50.6%,65.2%,32.1%,48.7%,0.92
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,77.8%,0.0%,4.4%,4.4%,57.4%,61.5%,58.6%,60.3%,19.0%,41.3%,0.48
vs Righties,15,6,9,40.0%,16-22,42.1%,187-196,48.8%,2-7,22.2%,15,83.3%,15.4%,6.3%,2.6%,65.6%,73.5%,50.4%,65.5%,32.2%,49.0%,0.93
vs Lefties,1,0,1,0.0%,1-2,33.3%,15-14,51.7%,0-1,0.0%,1,68.8%,26.7%,2.4%,5.7%,56.1%,62.3%,42.6%,53.7%,38.7%,46.7%,0.83
vs Top 10,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,1-0,100.0%,1,81.8%,30.0%,7.7%,3.1%,69.2%,86.7%,30.0%,69.2%,38.7%,54.3%,1.26
