Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2001 Masters Cup RR,W vs Kuerten,45.5%,56.3%,46.2%,50.4%,65.6%,75.0%,54.5%,74.1%,39.3%,63.9%,71.4%,23.1%,38.5%,40.0%,88
2001 Davis Cup World Group PO RR,L vs Volandri,32.8%,44.5%,52.6%,38.5%,50.0%,64.9%,62.2%,59.9%,44.4%,57.9%,60.0%,11.4%,20.5%,43.6%,-16
2001 Cincinnati R16,L vs Kuerten,35.4%,41.7%,25.0%,41.0%,50.0%,63.6%,45.5%,62.3%,64.3%,37.5%,50.0%,31.6%,31.6%,7.7%,136
2001 Wimbledon F,W vs Rafter,45.1%,55.5%,50.0%,50.3%,59.3%,71.4%,54.1%,68.7%,34.1%,56.0%,75.0%,35.1%,45.6%,45.9%,183
2001 Wimbledon SF,W vs Henman,45.9%,57.6%,45.0%,51.4%,58.9%,72.0%,52.3%,67.7%,42.9%,49.2%,40.0%,30.8%,42.3%,36.1%,153
2001 Wimbledon R64,W vs Moya,55.4%,66.1%,53.3%,59.7%,70.4%,81.7%,57.1%,77.7%,52.0%,41.3%,0.0%,41.5%,53.7%,50.0%,194
1998 Moscow F,L vs Kafelnikov,40.0%,47.7%,37.5%,44.8%,63.3%,80.0%,63.6%,73.7%,41.7%,55.6%,-,35.0%,35.0%,15.4%,-7
1998 Wimbledon F,L vs Sampras,46.6%,59.6%,45.3%,51.9%,62.4%,76.2%,52.6%,71.7%,43.2%,61.4%,62.5%,35.1%,50.9%,37.8%,168
1998 Wimbledon SF,W vs Krajicek,39.2%,62.8%,65.7%,47.0%,51.5%,75.7%,66.0%,66.5%,35.5%,63.9%,100.0%,33.8%,63.5%,65.3%,176
1997 Vienna F,W vs Rusedski,48.1%,60.1%,45.7%,51.1%,70.0%,75.0%,36.7%,75.5%,40.5%,44.8%,50.0%,26.1%,50.7%,51.0%,120
1997 Rome SF,L vs Corretja,32.5%,48.2%,53.6%,43.5%,40.0%,62.0%,63.3%,58.2%,28.6%,37.9%,0.0%,21.2%,27.3%,42.3%,-79
1996 Grand Slam Cup F,L vs Becker,49.3%,57.7%,40.6%,54.5%,60.5%,73.7%,60.0%,70.3%,35.7%,66.7%,100.0%,41.4%,44.8%,23.5%,105
1996 Tour Finals SF,L vs Sampras,53.2%,61.5%,59.0%,56.7%,77.2%,84.2%,76.9%,83.9%,47.4%,44.7%,-,35.0%,47.5%,50.0%,178
1996 Moscow F,W vs Kafelnikov,54.5%,59.1%,52.4%,57.1%,81.8%,84.8%,66.7%,87.0%,33.3%,44.4%,100.0%,37.5%,45.8%,46.7%,191
1996 US Open SF,L vs Sampras,37.1%,50.9%,56.3%,41.0%,63.9%,77.0%,59.1%,71.5%,21.4%,48.5%,33.3%,8.7%,26.1%,54.8%,-32
1996 US Open QF,W vs Edberg,35.4%,46.0%,46.0%,39.0%,60.3%,72.4%,47.8%,67.4%,26.3%,35.9%,40.0%,11.1%,22.2%,45.0%,-6
1996 Indianapolis F,L vs Sampras,38.0%,46.5%,48.7%,38.7%,63.9%,66.7%,30.8%,65.3%,29.4%,68.4%,100.0%,13.3%,30.0%,57.7%,8
1996 Miami F,L vs Agassi,14.3%,14.3%,20.0%,14.3%,25.0%,25.0%,16.7%,25.0%,20.0%,33.3%,50.0%,0.0%,0.0%,25.0%,-118
1996 Miami SF,W vs Sampras,36.9%,44.0%,50.0%,42.9%,56.1%,65.9%,55.6%,68.3%,30.0%,52.4%,50.0%,19.0%,23.8%,47.1%,-44
1996 Indian Wells SF,L vs Haarhuis,23.2%,42.0%,52.0%,32.3%,38.2%,64.7%,66.7%,56.8%,28.6%,60.0%,66.7%,9.4%,21.9%,41.4%,-24
Career (64 matches),,41.4%,52.7%,49.3%,46.4%,59.4%,72.1%,54.6%,68.8%,39.5%,53.9%,56.2%,25.2%,37.3%,45.3%,122
