Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2001 Masters Cup RR,W vs Kuerten,1.07,1.07,72.7,2.9,13.8%,56.9%,37.0%,77.8%,24.5%,42.9%
2001 Davis Cup RR,L vs Volandri,0.71,0.88,47.3,20.1,17.6%,63.2%,15.0%,65.0%,45.1%,43.7%
2001 Cincinnati R16,L vs Kuerten,0.94,0.23,31.2,2.1,12.0%,48.0%,4.3%,47.8%,5.6%,21.4%
2001 Wimbledon F,W vs Rafter,1.16,1.10,57.3,4.6,19.8%,68.6%,12.8%,66.7%,34.2%,26.6%
2001 Wimbledon SF,W vs Henman,1.25,1.05,59.8,8.1,14.4%,65.6%,29.3%,68.3%,20.3%,36.0%
2001 Wimbledon R64,W vs Moya,1.05,1.38,37.3,3.7,29.2%,73.8%,30.4%,76.8%,30.8%,34.4%
1998 Wimbledon F,L vs Sampras,0.95,0.77,52.4,4.1,12.9%,60.2%,23.5%,71.8%,28.0%,27.4%
1997 Vienna F,W vs Rusedski,1.13,1.13,48.1,19.6,20.8%,65.6%,18.4%,71.3%,29.1%,34.3%
1996 Grand Slam Cup F,L vs Becker,0.71,0.44,24.6,2.0,9.8%,63.4%,26.7%,73.3%,21.4%,18.2%
1996 Tour Finals SF,L vs Sampras,0.90,0.66,69.6,6.2,27.1%,71.2%,38.0%,78.0%,26.4%,10.4%
1996 Moscow F,W vs Kafelnikov,1.16,1.50,48.5,4.4,26.5%,67.6%,40.6%,75.0%,40.5%,33.3%
1996 US Open SF,L vs Sampras,0.87,0.73,37.1,2.0,25.8%,64.5%,25.9%,74.1%,17.1%,35.9%
1996 Indianapolis F,L vs Sampras,0.91,0.71,47.2,2.0,18.9%,67.6%,23.5%,61.8%,26.5%,28.6%
1996 Miami SF,W vs Sampras,1.44,1.21,53.7,8.2,10.9%,60.9%,15.8%,76.3%,32.5%,20.6%
1996 Indian Wells SF,L vs Haarhuis,0.85,0.72,47.4,2.1,8.1%,51.4%,6.3%,71.9%,25.0%,41.2%
1996 Antwerp F,L vs Stich,0.88,0.58,30.1,2.1,20.0%,62.5%,13.9%,69.4%,16.7%,28.9%
1995 Grand Slam Cup F,W vs Martin,1.26,1.69,31.5,2.3,25.0%,76.9%,33.3%,80.0%,26.5%,31.8%
1995 Rome SF,L vs Bruguera,0.85,0.71,49.0,3.0,6.7%,73.3%,7.1%,39.3%,40.6%,31.0%
1995 Hamburg F,L vs Medvedev,0.82,0.39,19.2,2.1,5.4%,54.1%,2.9%,41.2%,23.5%,26.7%
1995 Hamburg SF,W vs Bruguera,1.22,1.13,67.6,2.6,8.9%,55.6%,9.5%,76.2%,32.6%,31.0%
2001 (6 matches),,1.05,1.05,53.1,4.1,18.4%,64.8%,22.9%,68.8%,30.7%,36.2%
1998 (1 matches),,0.95,0.77,52.4,4.1,12.9%,60.2%,23.5%,71.8%,28.0%,27.4%
1997 (1 matches),,1.13,1.13,48.1,19.6,20.8%,65.6%,18.4%,71.3%,29.1%,34.3%
1996 (8 matches),,0.95,0.78,45.3,2.7,19.1%,64.0%,24.5%,72.9%,24.9%,27.2%
1995 (5 matches),,1.02,0.90,48.8,2.6,12.6%,65.4%,14.5%,63.2%,30.7%,32.2%
Career (44 matches),,1.00,0.93,51.1,3.0,17.1%,65.4%,21.0%,68.7%,29.4%,32.3%
