Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,14,4,10,28.6%,14-24,36.8%,172-214,44.6%,7-2,77.8%,14,79.1%,8.9%,16.3%,8.3%,59.1%,77.3%,47.9%,65.3%,28.5%,47.4%,0.82,R16 (Milan)
2003,3,0,3,0.0%,1-4,20.0%,16-30,34.8%,0-0,-,3,52.2%,17.4%,7.8%,9.2%,51.8%,69.9%,32.4%,51.8%,29.4%,41.5%,0.61,R32 (Dubai)
2002,11,5,6,45.5%,16-12,57.1%,153-144,51.5%,5-3,62.5%,9,81.2%,17.6%,17.9%,6.7%,52.8%,79.8%,49.3%,65.4%,34.8%,50.0%,1.00,QF (Auckland)
2001,54,31,23,57.4%,79-63,55.6%,743-708,51.2%,16-15,51.6%,50,87.3%,13.4%,20.2%,6.0%,56.7%,81.0%,51.1%,68.0%,31.2%,50.0%,0.98,W (Wimbledon)
2000,36,14,22,38.9%,44-54,44.9%,462-496,48.2%,4-9,30.8%,32,76.2%,17.1%,16.6%,8.4%,51.9%,78.4%,46.3%,63.0%,33.0%,48.3%,0.89,QF (Marseille)
1999,48,22,26,45.8%,60-69,46.5%,625-659,48.7%,11-11,50.0%,47,80.2%,16.7%,17.8%,9.3%,54.1%,81.1%,46.2%,65.1%,33.1%,49.2%,0.95,SF (Basel)
1998,72,44,28,61.1%,112-74,60.2%,1017-927,52.3%,30-23,56.6%,71,85.7%,17.7%,16.7%,7.0%,54.3%,83.5%,46.9%,66.8%,34.3%,51.0%,1.03,W (Split)
1997,78,56,22,71.8%,123-73,62.8%,1084-932,53.8%,26-23,53.1%,68,87.5%,18.8%,18.0%,6.9%,54.4%,83.5%,50.1%,68.3%,35.3%,51.9%,1.11,W (3x)
1996,103,77,26,74.8%,181-79,69.6%,1429-1168,55.0%,35-21,62.5%,95,89.2%,20.6%,19.7%,5.9%,54.9%,85.5%,51.8%,70.3%,35.9%,52.9%,1.21,W (5x)
1995,71,47,24,66.2%,115-64,64.2%,952-845,53.0%,22-15,59.5%,62,86.1%,19.8%,17.9%,5.0%,53.5%,82.9%,51.1%,68.1%,35.4%,51.8%,1.11,W (2x)
1994,92,65,27,70.7%,157-86,64.6%,1310-1092,54.5%,25-19,56.8%,84,86.5%,21.6%,16.2%,5.1%,56.5%,82.6%,49.4%,68.2%,36.7%,52.4%,1.15,W (2x)
1993,75,54,21,72.0%,127-59,68.3%,1017-840,54.8%,24-14,63.2%,69,86.4%,21.9%,15.2%,5.6%,52.4%,82.1%,52.7%,68.1%,36.7%,52.1%,1.15,W (3x)
1992,75,56,19,74.7%,138-64,68.3%,1099-918,54.5%,26-12,68.4%,67,88.7%,20.0%,16.3%,4.3%,56.9%,84.8%,52.7%,71.0%,36.3%,53.4%,1.25,W (3x)
1991,69,46,23,66.7%,110-62,64.0%,913-793,53.5%,21-14,60.0%,60,84.3%,22.0%,13.6%,4.0%,55.8%,78.4%,51.5%,66.5%,36.5%,51.2%,1.09,W (2x)
1990,74,51,23,68.9%,109-55,66.5%,828-651,56.0%,17-17,50.0%,0,,,,,,,,,,,,W (2x)
1989,57,31,26,54.4%,74-71,51.0%,691-653,51.4%,7-7,50.0%,0,,,,,,,,,,,,F (Florence)
1988,5,1,4,20.0%,3-8,27.3%,41-56,42.3%,0-2,0.0%,0,,,,,,,,,,,,R16 (Frankfurt)
Career,937,604,333,64.5%,1463-921,61.4%,12552-11126,53.0%,276-207,57.1%,731,85.7%,19.2%,17.1%,6.0%,54.9%,82.5%,50.1%,67.9%,35.1%,51.5%,1.09,
