Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2001 Masters Cup RR,W vs Kuerten,2.4,2.0,3.0,53.5%,51.4%,20.0%,66.7%,46.0%,42.6%,-2.5,-4.4,0.5,1.3
2001 Davis Cup World Group PO RR,L vs Volandri,3.5,2.8,4.0,50.7%,62.5%,34.5%,70.0%,54.1%,51.0%,14.5,6.3,-1.5,-1.5
2001 Cincinnati R16,L vs Kuerten,2.2,2.3,2.1,36.5%,30.8%,0.0%,0.0%,55.1%,13.6%,-10.0,-38.5,-5.5,-28.9
2001 Wimbledon F,W vs Rafter,2.1,2.0,2.2,49.8%,55.6%,33.3%,-,44.4%,24.3%,15.5,27.7,3.5,6.5
2001 Wimbledon SF,W vs Henman,2.2,2.0,2.4,51.2%,40.0%,16.7%,-,40.0%,17.8%,9.5,17.6,-7.0,-10.1
2001 Wimbledon R64,W vs Moya,2.3,1.8,2.7,53.8%,45.7%,66.7%,75.0%,36.2%,43.3%,11.5,22.5,7.0,13.7
1998 Moscow F,L vs Kafelnikov,2.7,1.8,3.6,49.5%,37.5%,50.0%,28.6%,32.1%,34.7%,3.0,9.1,2.0,4.3
1998 Wimbledon F,L vs Sampras,1.9,1.8,2.1,49.3%,42.6%,0.0%,-,25.0%,24.7%,9.5,35.2,7.0,10.0
1998 Wimbledon SF,W vs Krajicek,2.1,2.1,2.0,53.1%,44.4%,80.0%,-,48.8%,48.8%,9.0,11.7,9.5,22.6
1997 Vienna F,W vs Rusedski,2.0,2.0,1.9,54.8%,33.3%,40.0%,100.0%,53.8%,43.8%,20.0,36.4,2.5,9.6
1997 Rome SF,L vs Corretja,4.7,3.4,5.9,50.5%,44.8%,42.1%,42.9%,47.0%,20.5%,4.0,2.8,-14.5,-11.2
1996 Grand Slam Cup F,L vs Becker,2.1,2.1,2.1,45.5%,33.3%,-,0.0%,47.3%,20.5%,-5.5,-17.2,-8.0,-25.8
1996 Tour Finals SF,L vs Sampras,2.3,2.2,2.3,47.7%,42.3%,60.0%,50.0%,43.8%,25.9%,5.0,7.9,-9.0,-15.3
1996 Moscow F,W vs Kafelnikov,2.4,1.8,2.9,51.9%,77.8%,14.3%,60.0%,49.0%,34.0%,-2.5,-4.9,-0.5,-1.5
1996 US Open SF,L vs Sampras,2.6,3.1,2.2,44.2%,45.7%,70.0%,62.5%,44.0%,23.8%,6.5,6.6,-4.0,-4.4
1996 US Open QF,W vs Edberg,2.9,2.9,2.9,55.4%,52.1%,35.7%,42.9%,50.4%,17.5%,-0.5,-0.4,1.5,1.5
1996 Indianapolis F,L vs Sampras,2.4,2.8,2.0,51.4%,38.1%,33.3%,0.0%,41.1%,20.6%,10.5,24.4,-10.0,-20.0
1996 Miami F,L vs Agassi,3.7,4.0,3.1,30.8%,20.0%,0.0%,0.0%,39.4%,85.0%,-1.0,-8.3,-0.5,-16.7
1996 Miami SF,W vs Sampras,2.9,3.5,2.1,49.6%,46.7%,62.5%,20.0%,43.1%,21.8%,1.0,1.5,2.0,3.0
1996 Indian Wells SF,L vs Haarhuis,3.7,3.6,3.7,48.3%,42.9%,40.0%,57.1%,50.5%,23.4%,-0.5,-0.5,4.5,6.6
Career (64 matches),,2.8,2.6,3.0,50.7%,46.1%,43.6%,50.6%,47.2%,27.7%,3.9,4.6,-0.8,-1.2
