Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),204,340,89,1744,46,1773,66,1704,57,1654,202,400,,
2025,132,555,27,1875,24,1839,33,1769,29,1720,211,400
2024,20,2127,13,1934,9,1899,22,1804,28,1729,547,108
2023,22,1905,29,1857,27,1825,49,1725,36,1683,,
2022,26,1597,20,1912,22,1867,20,1816,,,,
2021,27,2166,8,2018,6,1975,17,1848,14,1790,,
2020,13,3426,15,1948,14,1913,20,1790,,,21,3546
2019,50,1115,18,1936,17,1894,19,1833,22,1762,18,3731
2018,51,1051,20,1964,13,1943,22,1817,25,1772,275,261
2017,205,270,,,,,,,,,,
2016,13,3061,2,2186,2,2138,2,2054,,,,
2015,22,2276,3,2127,3,2068,3,2028,3,1928,439,100
2014,31,1492,8,2065,8,2022,,,11,1855,,
2013,2,8046,3,2182,3,2128,3,2058,3,1968,,
2012,1,10595,1,2280,1,2226,2,2120,2,2064,363,140
2011,3,6520,3,2157,2,2095,2,2045,2,1963,12,5159
2010,10,4235,5,2121,5,2079,9,1983,6,1889,44,1940
2009,7,4820,8,2081,6,2029,7,1991,14,1822,,
2008,15,1494,12,2053,12,1981,11,1957,22,1748,,
2007,30,928,18,2002,19,1943,23,1873,43,1675,,
2006,92,309,42,1832,40,1779,37,1753,91,1560,,
2005,152,234,92,1711,120,1592,65,1701,,,,
2004,454,35,,,,,,,,,,
