Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Wang,88.1,90.8,7.1,94.2,90.1,105,74,83.4,4.9,83.3,85.0,94,72
2024 US Open R64,W vs Burel,91.9,96.2,8.0,100.0,94.2,108,72,86.6,4.7,87.5,91.5,95,77
2024 US Open R128,W vs Starodubtseva,90.1,91.1,5.6,93.0,90.9,107,80,86.5,6.3,89.3,88.0,98,77
2023 US Open R64,L vs Zhu,96.6,100.4,5.5,104.5,97.4,111,89,86.6,4.6,90.0,87.7,93,77
2023 US Open R128,W vs Ferro,91.5,96.0,6.0,99.8,92.6,106,84,79.2,5.8,92.0,,92,72
2023 Wimbledon R16,L vs Svitolina,93.8,99.1,5.9,101.6,99.0,111,82,80.5,5.9,80.8,,94,65
2023 Wimbledon R32,W vs Kasatkina,94.2,98.0,5.7,100.1,96.2,109,79,79.6,4.7,,,86,71
2022 US Open R16,L vs Pliskova,90.9,94.8,7.2,100.8,92.8,112,77,82.2,5.6,86.8,,92,70
2022 US Open R32,W vs Martic,92.0,95.8,7.0,101.9,92.3,109,81,83.5,3.2,81.8,,88,76
2022 US Open R64,W vs Kostyuk,90.9,96.5,6.1,100.7,96.4,107,81,81.4,5.9,81.5,,89,66
2022 US Open R128,W vs Krueger,86.7,88.8,7.5,93.9,89.2,104,65,78.7,6.5,85.0,,89,67
2021 US Open R32,L vs Muguruza,91.8,97.2,7.4,97.5,94.0,110,65,82.1,3.9,82.0,81.5,90,71
2021 US Open R64,W vs Paolini,89.0,95.1,6.9,97.5,92.4,112,79,74.4,4.8,,73.0,80,67
2021 US Open R128,W vs Martincova,91.2,96.0,6.6,100.8,94.3,111,80,79.5,5.1,81.3,,91,73
2021 Wimbledon R64,L vs Cirstea,98.7,104.1,5.2,107.8,99.6,112,93,89.6,4.5,94.0,90.7,100,78
2021 Wimbledon R128,W vs Baindl,95.8,103.7,4.9,107.0,100.7,110,92,85.1,3.9,83.5,84.0,93,79
2019 US Open R128,L vs Sabalenka,90.5,93.9,7.7,99.1,91.0,110,76,83.4,4.3,,78.0,92,75
2019 Wimbledon R32,L vs Halep,99.6,105.5,4.6,108.0,102.7,114,95,85.9,4.6,87.3,81.0,93,75
2019 Wimbledon R64,W vs Tomljanovic,100.3,103.8,3.9,105.3,103.5,112,96,83.0,4.3,,77.0,88,77
2019 Wimbledon R128,W vs Cornet,100.1,104.5,4.3,107.0,102.8,111,93,87.6,3.7,85.0,,94,82
Career (128 matches),,92.2,96.3,5.3,100.1,95.2,114,65,83.1,4.4,84.3,84.0,100,63
