Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,68,53,15,77.9%,10,4,6,40.0%,2006,2025,W,58,1.20,3.4%,5.6%,66.2%,66.0%,45.0%,58.9%,49.2%,59.7%,50.0%
Roland Garros,18,Clay,51,33,18,64.7%,11,6,5,54.5%,2006,2025,SF,47,1.14,2.1%,4.9%,70.8%,62.3%,43.6%,56.8%,49.3%,51.5%,48.9%
Wimbledon,16,Grass,52,36,16,69.2%,10,4,6,40.0%,2013,2025,SF,49,1.20,4.6%,6.4%,65.8%,70.7%,46.5%,62.4%,45.2%,63.4%,44.5%
US Open,18,Hard,68,50,18,73.5%,8,5,3,62.5%,2006,2025,F,53,1.17,3.6%,5.8%,67.1%,64.7%,45.3%,58.3%,48.7%,59.1%,48.9%
Olympics,2,,9,7,2,77.8%,1,1,0,100.0%,2008,2012,W,5,1.21,4.7%,7.2%,72.2%,66.2%,55.1%,63.1%,44.5%,55.2%,50.0%
Fed Cup,8,,21,16,5,76.2%,4,1,3,25.0%,2005,2019,,4,1.17,3.8%,8.7%,70.7%,65.1%,37.7%,57.0%,50.4%,53.6%,52.4%
Bad Homburg,2,Grass,7,5,2,71.4%,2,1,1,50.0%,2021,2025,QF,6,1.17,5.1%,6.4%,62.0%,70.9%,43.6%,60.5%,46.4%,63.8%,47.5%
Rome,16,Clay,47,31,16,66.0%,7,4,3,57.1%,2012,2025,F,43,1.12,2.0%,5.8%,69.3%,61.4%,41.0%,55.1%,50.4%,49.7%,53.9%
Madrid,14,Clay,36,22,14,61.1%,10,5,5,50.0%,2016,2025,F,33,1.12,4.0%,7.0%,64.5%,68.8%,45.1%,60.4%,44.6%,56.9%,43.4%
Miami,16,Hard,59,46,13,78.0%,11,7,4,63.6%,2006,2025,W,55,1.15,3.2%,6.2%,66.1%,64.8%,42.5%,57.3%,49.2%,58.6%,51.3%
Indian Wells,17,Hard,53,38,15,71.7%,12,5,7,41.7%,2013,2025,W,48,1.15,2.9%,7.8%,62.6%,66.8%,42.6%,57.7%,48.6%,53.6%,48.7%
Dubai,6,Hard,15,9,6,60.0%,4,4,0,100.0%,2010,2025,F,15,1.02,1.9%,6.8%,68.3%,63.4%,41.5%,56.5%,44.6%,51.3%,51.4%
