Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R64,W vs Pavlyuchenkova,2.6,2.5,2.8,55.9%,61.9%,40.0%,66.7%,50.4%,18.6%,12.0,21.1,8.0,16.7
2025 Bad Homburg R16,L vs Swiatek,3.3,2.9,3.8,44.0%,37.0%,75.0%,50.0%,48.6%,17.8%,-7.0,-12.5,0.5,0.8
2025 Madrid R128,L vs Danilovic,4.3,4.2,4.4,39.7%,45.5%,42.9%,50.0%,62.5%,6.9%,4.5,4.0,3.0,4.5
2025 Indian Wells R64,L vs Zheng,4.4,4.9,4.0,40.0%,54.5%,35.7%,30.0%,49.7%,14.1%,1.5,1.6,3.0,3.5
2025 Doha R64,L vs Anisimova,3.1,2.9,3.4,46.5%,42.3%,36.4%,57.1%,44.1%,29.5%,1.5,2.1,1.5,2.2
2024 Toronto R64,W vs Pavlyuchenkova,2.4,2.2,2.5,56.3%,75.0%,62.5%,-,41.1%,17.0%,10.5,31.8,9.0,20.9
2024 Washington QF,L vs Sabalenka,2.7,3.1,2.3,47.6%,48.3%,40.0%,0.0%,54.4%,9.7%,-4.0,-6.5,6.5,11.8
2024 Berlin R16,W vs Sonmez,4.1,3.9,4.4,56.2%,60.0%,54.5%,50.0%,45.5%,14.7%,6.5,7.0,9.5,9.6
2024 Roland Garros R64,L vs Andreeva,5.6,6.0,5.2,45.6%,45.5%,55.8%,51.9%,51.3%,11.8%,6.0,2.8,9.0,4.6
2024 Rome QF,L vs Collins,3.1,3.1,3.1,54.7%,20.0%,50.0%,50.0%,45.8%,16.9%,7.5,11.2,-2.5,-3.6
2024 Madrid R32,L vs Sorribes Tormo,8.1,7.8,8.4,38.5%,52.8%,40.0%,49.2%,49.5%,9.9%,-11.0,-3.8,3.0,1.2
2024 Charleston QF,L vs Pegula,4.1,4.0,4.2,47.1%,49.0%,73.7%,45.8%,62.2%,11.4%,13.0,6.3,15.0,12.8
2024 Miami SF,L vs Rybakina,3.7,3.9,3.5,49.1%,54.5%,57.9%,58.3%,50.2%,8.3%,9.0,6.8,6.0,5.2
2024 Doha QF,L vs Swiatek,4.5,4.8,4.1,43.2%,35.0%,45.5%,20.0%,64.1%,12.5%,1.0,1.0,3.5,7.1
2024 Australian Open R16,L vs Yastremska,3.8,4.3,3.3,51.6%,44.2%,41.2%,44.4%,62.6%,15.9%,13.0,9.3,3.5,4.8
2024 Australian Open R32,W vs Ostapenko,2.7,2.5,2.8,64.0%,40.0%,33.3%,0.0%,42.1%,21.0%,9.5,23.2,0.0,0.0
2024 Brisbane SF,L vs Sabalenka,3.5,4.2,2.9,42.1%,38.1%,76.9%,33.3%,53.7%,20.3%,2.0,2.6,8.0,14.5
2023 Wimbledon R16,L vs Svitolina,5.0,5.2,4.8,47.2%,60.0%,48.5%,39.3%,53.2%,33.0%,0.0,0.0,-1.5,-1.1
2023 Roland Garros R128,L vs Andreescu,4.4,4.2,4.6,54.4%,43.9%,35.7%,53.3%,50.9%,10.1%,9.0,5.6,14.0,9.9
2023 Madrid R64,L vs Parks,2.7,3.3,2.1,45.2%,48.1%,36.4%,50.0%,44.1%,14.1%,-2.5,-5.0,-1.0,-1.6
Last 52 Weeks (3 matches),,3.4,3.2,3.6,47.8%,47.1%,47.8%,52.4%,55.0%,14.2%,3.2,4.2,3.8,6.6
Career (159 matches),,4.2,4.2,4.1,50.2%,52.5%,51.0%,50.0%,52.3%,12.3%,6.4,5.3,5.7,5.8
