Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R64,W vs Pavlyuchenkova,66.7%,64.6%,5.6%,3/1,2.16,7.4%,66.7%,71.4%,4.8%,1.92,12.5%,80.0%,55.0%,8.0%,2.50,0.0%
2025 Bad Homburg R16,L vs Swiatek,65.5%,41.7%,9.1%,3/2,2.91,12.1%,65.8%,32.0%,0.0%,2.92,21.1%,78.6%,63.6%,35.7%,2.90,0.0%
2025 Madrid R128,L vs Danilovic,68.5%,48.6%,11.1%,3/3,2.79,9.8%,70.0%,47.6%,13.3%,2.77,15.4%,72.7%,50.0%,9.1%,2.82,0.0%
2025 Indian Wells R64,L vs Zheng,69.5%,43.9%,8.5%,5/0,2.38,0.0%,69.7%,43.5%,6.1%,2.30,0.0%,81.8%,44.4%,13.6%,2.49,0.0%
2025 Doha R64,L vs Anisimova,73.8%,45.8%,10.8%,4/3,2.92,0.0%,73.5%,38.9%,6.1%,2.71,0.0%,85.7%,66.7%,28.6%,3.25,0.0%
2024 Toronto R64,W vs Pavlyuchenkova,55.6%,74.3%,3.2%,1/1,2.39,0.0%,47.4%,72.2%,0.0%,2.23,0.0%,81.0%,76.5%,9.5%,2.48,0.0%
2024 Washington QF,L vs Sabalenka,54.2%,59.0%,4.2%,3/0,2.42,5.9%,50.0%,45.0%,2.5%,2.22,9.1%,70.4%,73.7%,7.4%,2.78,0.0%
2024 Berlin R16,W vs Sonmez,75.8%,66.0%,8.1%,3/2,2.40,0.0%,83.8%,64.5%,10.8%,2.45,0.0%,69.6%,68.8%,4.3%,2.29,0.0%
2024 Roland Garros R64,L vs Andreeva,79.6%,61.5%,3.1%,0/3,2.18,9.6%,72.9%,54.3%,2.1%,2.21,14.0%,91.5%,67.4%,4.3%,2.10,0.0%
2024 Rome QF,L vs Collins,59.7%,52.5%,6.0%,2/2,2.49,5.7%,57.9%,54.5%,5.3%,2.43,7.1%,85.7%,50.0%,9.5%,2.73,0.0%
2024 Madrid R32,L vs Sorribes Tormo,91.4%,48.2%,0.0%,0/0,2.27,2.9%,90.5%,44.8%,0.0%,2.32,4.3%,94.7%,61.1%,0.0%,2.13,0.0%
2024 Charleston QF,L vs Pegula,74.0%,57.7%,8.3%,4/4,2.39,6.5%,73.2%,51.9%,1.4%,2.44,9.6%,76.0%,73.7%,28.0%,2.29,0.0%
2024 Miami SF,L vs Rybakina,58.3%,57.1%,4.8%,1/3,2.36,1.5%,46.9%,39.1%,4.1%,2.36,2.6%,81.3%,73.1%,6.3%,2.36,0.0%
2024 Doha QF,L vs Swiatek,71.4%,40.0%,7.1%,2/1,2.68,0.0%,66.7%,33.3%,3.7%,2.68,0.0%,85.7%,50.0%,14.3%,2.68,0.0%
2024 Australian Open R16,L vs Yastremska,71.4%,53.3%,7.1%,4/2,2.73,1.8%,70.2%,48.5%,4.3%,2.78,3.4%,87.1%,59.3%,12.9%,2.68,0.0%
2024 Australian Open R32,W vs Ostapenko,70.8%,58.8%,6.3%,0/3,2.37,13.9%,69.0%,45.0%,0.0%,2.15,19.0%,82.4%,78.6%,17.6%,2.68,6.7%
2024 Brisbane SF,L vs Sabalenka,61.7%,43.2%,6.7%,2/2,2.68,12.5%,56.4%,40.9%,0.0%,2.71,18.5%,83.3%,46.7%,22.2%,2.63,0.0%
2023 Wimbledon R16,L vs Svitolina,77.9%,45.9%,3.2%,3/0,2.14,4.8%,74.6%,35.8%,1.4%,2.04,6.8%,87.5%,71.4%,8.3%,2.38,0.0%
2023 Roland Garros R128,L vs Andreescu,78.8%,48.8%,4.8%,3/2,2.75,7.6%,74.2%,42.9%,6.1%,2.82,9.1%,97.1%,57.6%,2.9%,2.60,4.5%
2023 Madrid R64,L vs Parks,35.6%,42.9%,3.4%,2/0,2.47,10.6%,40.0%,41.7%,3.3%,2.63,13.3%,45.0%,44.4%,5.0%,2.21,5.9%
Last 52 Weeks (3 matches),,66.9%,52.9%,8.3%,60.0%,2.66,9.9%,67.3%,51.4%,5.5%,2.59,16.4%,77.0%,55.3%,14.8%,2.76,0.0%
Career (159 matches),,72.8%,54.6%,5.6%,52.8%,2.43,7.3%,72.3%,50.7%,4.1%,2.41,10.2%,85.5%,61.1%,9.3%,2.49,1.3%
