Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 US Open R64,W vs Pavlyuchenkova,40.0%,58.0%,48.1%,44.8%,62.1%,43.8%,69.2%,56.3%,50.0%,38.9%,61.1%,54.5%,37.5%,40.0%,-,68
2025 Bad Homburg R16,L vs Swiatek,33.9%,39.0%,35.3%,42.9%,51.4%,40.0%,58.8%,38.9%,50.0%,26.3%,26.3%,28.6%,33.3%,40.0%,25.0%,121
2025 Madrid R128,L vs Danilovic,10.0%,26.0%,46.3%,10.3%,31.0%,46.2%,61.5%,31.3%,0.0%,11.8%,23.5%,46.7%,60.0%,0.0%,0.0%,-9
2025 Indian Wells R64,L vs Zheng,13.2%,18.9%,45.2%,14.3%,17.9%,50.0%,57.1%,35.7%,0.0%,14.3%,23.8%,38.9%,30.0%,27.3%,0.0%,19
2025 Doha R64,L vs Anisimova,29.5%,34.6%,37.5%,34.1%,40.9%,44.8%,26.3%,32.0%,20.0%,29.6%,33.3%,26.3%,33.3%,60.0%,0.0%,144
2024 Toronto R64,W vs Pavlyuchenkova,53.7%,63.4%,62.5%,66.7%,77.8%,83.3%,50.0%,70.0%,-,50.0%,60.0%,50.0%,33.3%,50.0%,-,53
2024 Washington QF,L vs Sabalenka,23.9%,33.8%,43.1%,32.7%,42.9%,57.6%,34.6%,73.9%,80.0%,5.3%,15.8%,16.7%,37.5%,36.4%,0.0%,-66
2024 Berlin R16,W vs Sonmez,24.2%,31.8%,50.0%,30.4%,39.1%,46.9%,65.2%,52.2%,100.0%,12.5%,18.8%,57.1%,40.0%,9.1%,0.0%,-4
2024 Roland Garros R64,L vs Andreeva,11.6%,14.7%,38.6%,13.6%,16.7%,42.1%,77.4%,14.3%,0.0%,7.1%,10.7%,30.8%,7.7%,40.0%,0.0%,-62
2024 Rome QF,L vs Collins,32.3%,38.5%,31.4%,33.3%,42.9%,39.3%,50.0%,45.8%,50.0%,50.0%,50.0%,0.0%,11.1%,20.0%,0.0%,231
2024 Madrid R32,L vs Sorribes Tormo,5.1%,12.8%,45.8%,7.3%,18.2%,51.0%,69.2%,34.5%,50.0%,0.0%,0.0%,33.3%,0.0%,7.1%,0.0%,-119
2024 Charleston QF,L vs Pegula,23.9%,30.8%,48.1%,27.8%,33.3%,48.1%,43.3%,45.2%,45.5%,24.2%,36.4%,48.0%,33.3%,38.9%,66.7%,86
2024 Miami SF,L vs Rybakina,26.3%,33.3%,56.7%,39.4%,48.5%,60.0%,46.4%,26.3%,12.5%,0.0%,3.7%,51.9%,0.0%,6.3%,0.0%,-119
2024 Doha QF,L vs Swiatek,18.6%,23.3%,36.4%,23.3%,26.7%,34.8%,64.3%,37.5%,0.0%,9.1%,18.2%,40.0%,57.1%,50.0%,0.0%,-30
2024 Australian Open R16,L vs Yastremska,22.4%,27.6%,39.3%,31.0%,38.1%,31.0%,73.7%,34.8%,50.0%,12.9%,16.1%,48.1%,83.3%,63.2%,40.0%,3
2024 Australian Open R32,W vs Ostapenko,44.3%,50.0%,38.9%,53.3%,62.2%,57.1%,42.9%,37.5%,60.0%,31.8%,31.8%,13.3%,12.5%,42.9%,100.0%,41
2024 Brisbane SF,L vs Sabalenka,23.2%,35.7%,50.0%,27.0%,43.2%,55.6%,63.2%,33.3%,50.0%,18.8%,25.0%,38.5%,14.3%,66.7%,-,63
2023 Wimbledon R16,L vs Svitolina,24.6%,30.3%,51.2%,28.0%,36.6%,52.5%,45.7%,25.5%,50.0%,21.9%,21.9%,48.0%,6.7%,11.8%,0.0%,83
2023 Roland Garros R128,L vs Andreescu,19.8%,32.6%,47.0%,24.1%,36.2%,45.5%,28.6%,26.7%,0.0%,12.0%,28.0%,50.0%,0.0%,27.8%,50.0%,5
2023 Madrid R64,L vs Parks,27.0%,31.1%,46.8%,38.8%,44.9%,50.0%,84.2%,46.7%,50.0%,5.6%,5.6%,41.2%,0.0%,42.9%,100.0%,-73
Last 52 Weeks (3 matches),,28.3%,40.9%,43.1%,33.3%,48.4%,43.5%,62.8%,42.0%,33.3%,25.9%,37.0%,42.5%,44.4%,29.6%,20.0%,115
Career (159 matches),,21.6%,29.3%,48.5%,25.4%,35.0%,51.3%,42.8%,38.4%,42.4%,17.4%,22.2%,42.4%,16.4%,23.9%,25.5%,48
