Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,587,414,173,70.5%,879-386,69.5%,6699-4763,58.4%,61-45,57.5%,500,69.1%,43.6%,3.3%,6.2%,66.0%,65.3%,44.7%,58.3%,48.6%,53.4%,1.17
Clay,189,122,67,64.6%,262-138,65.5%,2088-1576,57.0%,21-21,50.0%,173,65.4%,44.2%,2.6%,5.7%,68.0%,64.1%,43.2%,57.4%,48.6%,52.9%,1.14
Grass,92,60,32,65.2%,126-66,65.6%,996-784,56.0%,15-8,65.2%,85,72.6%,32.2%,4.9%,6.3%,65.7%,70.0%,45.9%,61.7%,44.2%,52.8%,1.16
Carpet,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,1,-,-,7.1%,7.1%,52.5%,59.6%,44.7%,52.5%,47.9%,50.3%,1.01
Grand Slams,233,166,67,71.2%,358-160,69.1%,2728-1867,59.4%,18-20,47.4%,207,70.4%,43.4%,3.4%,5.7%,67.4%,65.8%,45.2%,59.1%,48.2%,53.5%,1.18
Premiers,363,245,118,67.5%,514-246,67.6%,3988-3003,57.0%,50-29,63.3%,341,70.5%,42.4%,3.5%,6.1%,65.9%,65.3%,44.3%,58.2%,48.0%,53.0%,1.15
Internationals,94,66,28,70.2%,139-56,71.3%,1033-712,59.2%,9-3,75.0%,68,65.9%,38.7%,3.9%,5.3%,65.2%,67.4%,46.2%,60.0%,49.2%,54.5%,1.23
Finals,40,20,20,50.0%,47-43,52.2%,429-397,51.9%,3-6,33.3%,38,64.1%,37.2%,2.4%,5.5%,67.1%,63.1%,43.8%,56.7%,45.4%,51.0%,1.05
Semi-finals,68,41,27,60.3%,90-62,59.2%,726-635,53.3%,4-5,44.4%,58,69.2%,31.9%,3.0%,5.6%,68.3%,63.6%,44.3%,57.5%,45.6%,51.4%,1.07
Quarter-finals,108,66,42,61.1%,144-79,64.6%,1151-903,56.0%,17-11,60.7%,95,65.3%,39.2%,3.1%,5.8%,67.2%,63.6%,45.2%,57.5%,47.6%,52.5%,1.12
vs Righties,791,538,253,68.0%,1145-551,67.5%,8899-6550,57.6%,93-66,58.5%,695,68.4%,42.4%,3.3%,6.1%,66.3%,65.4%,44.3%,58.3%,48.1%,53.1%,1.15
vs Lefties,74,54,20,73.0%,115-41,73.7%,848-569,59.8%,3-8,27.3%,60,70.7%,43.7%,4.1%,5.5%,67.2%,67.1%,47.7%,60.7%,48.1%,54.2%,1.22
vs Top 10,178,81,97,45.5%,197-201,49.5%,1844-1841,50.0%,22-17,56.4%,158,63.1%,34.2%,2.8%,5.9%,67.4%,62.2%,43.4%,56.1%,44.1%,50.0%,1.00
