Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 US Open R64,W vs Pavlyuchenkova,0.0%,-,3.3%,100.0%,28.2%,42.9%,100.0%,16.0%,20.0%,1.7%,50.0%,45,89
2025 Bad Homburg R16,L vs Swiatek,0.0%,-,5.3%,33.3%,6.3%,0.0%,0.0%,4.9%,20.0%,1.4%,0.0%,-79,-9
2025 Madrid R128,L vs Danilovic,0.0%,-,8.7%,100.0%,12.4%,25.0%,5.0%,17.3%,42.9%,1.0%,100.0%,25,16
2025 Indian Wells R64,L vs Zheng,0.0%,-,6.3%,42.9%,7.5%,6.9%,0.0%,6.6%,12.5%,1.0%,100.0%,-99,-85
2025 Doha R64,L vs Anisimova,0.0%,-,2.1%,66.7%,9.4%,22.2%,0.0%,13.0%,10.0%,0.0%,-,-31,40
2024 Toronto R64,W vs Pavlyuchenkova,0.0%,-,2.9%,100.0%,15.8%,42.9%,0.0%,24.1%,60.0%,0.0%,-,130,169
2024 Washington QF,L vs Sabalenka,0.0%,-,5.6%,87.5%,5.9%,13.3%,0.0%,20.0%,50.0%,0.0%,-,57,32
2024 Berlin R16,W vs Sonmez,0.0%,-,6.3%,87.5%,7.5%,5.6%,0.0%,8.6%,27.3%,0.9%,50.0%,-31,-5
2024 Roland Garros R64,L vs Andreeva,0.0%,-,26.9%,67.3%,8.7%,13.4%,0.0%,10.1%,29.4%,3.3%,13.3%,-3,-26
2024 Rome QF,L vs Collins,0.0%,-,6.1%,62.5%,18.4%,11.8%,0.0%,2.1%,0.0%,1.3%,50.0%,-56,31
2024 Madrid R32,L vs Sorribes Tormo,1.3%,100.0%,27.5%,59.6%,4.7%,5.1%,0.0%,6.7%,29.0%,3.7%,52.2%,-34,-43
2024 Charleston QF,L vs Pegula,0.0%,-,8.5%,88.9%,12.6%,20.9%,0.0%,10.1%,20.8%,1.4%,40.0%,-31,10
2024 Miami SF,L vs Rybakina,0.0%,-,5.5%,70.0%,10.4%,28.6%,0.0%,11.9%,30.0%,1.1%,33.3%,-79,-31
2024 Doha QF,L vs Swiatek,0.0%,-,4.7%,50.0%,7.3%,10.3%,0.0%,14.3%,33.3%,0.6%,0.0%,-49,-42
2024 Australian Open R16,L vs Yastremska,0.0%,-,5.0%,50.0%,12.6%,26.5%,0.0%,9.8%,0.0%,0.9%,0.0%,-59,-30
2024 Australian Open R32,W vs Ostapenko,0.0%,-,4.2%,60.0%,22.2%,21.4%,0.0%,6.7%,16.7%,0.9%,0.0%,-5,106
2024 Brisbane SF,L vs Sabalenka,0.0%,-,7.8%,88.9%,12.7%,22.2%,0.0%,17.1%,0.0%,2.0%,66.7%,-46,-28
2023 Wimbledon R16,L vs Svitolina,0.0%,-,12.0%,88.5%,8.0%,14.5%,0.0%,5.1%,12.0%,1.8%,37.5%,-63,-37
2023 Roland Garros R128,L vs Andreescu,0.0%,-,4.7%,55.6%,14.6%,24.3%,0.0%,13.1%,36.0%,0.0%,-,-23,-26
2023 Madrid R64,L vs Parks,0.0%,-,6.8%,100.0%,8.3%,7.7%,0.0%,10.9%,27.3%,1.6%,50.0%,22,47
Last 52 Weeks (3 matches),,0.0%,-,5.6%,78.9%,14.2%,23.9%,9.5%,12.7%,27.3%,1.3%,50.0%,-3,28
Career (159 matches),,0.0%,100.0%,8.7%,71.8%,11.0%,15.8%,7.3%,10.6%,23.8%,0.8%,39.2%,-25,-12
