Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 US Open R64,W vs Pavlyuchenkova,15,10,1.5,12.3%,8.2%,13,7,1.9,12.3%,6.6%,9.4%,2.8%,1.1,20.5%,18.9%
2025 Bad Homburg R16,L vs Swiatek,11,19,0.6,9.6%,16.7%,5,14,0.4,5.3%,14.9%,2.1%,3.2%,1.0,21.9%,21.1%
2025 Madrid R128,L vs Danilovic,9,23,0.4,8.7%,22.1%,7,19,0.4,7.4%,20.2%,6.4%,1.1%,1.2,13.5%,11.5%
2025 Indian Wells R64,L vs Zheng,9,14,0.6,8.0%,12.5%,8,10,0.8,8.1%,10.1%,4.0%,4.0%,1.1,22.3%,19.6%
2025 Doha R64,L vs Anisimova,6,24,0.3,4.2%,16.8%,5,17,0.3,3.9%,13.4%,1.6%,2.4%,1.6,26.6%,16.8%
2024 US Open R32,L vs Wang,26,32,0.8,16.1%,19.9%,25,31,0.8,16.2%,20.1%,8.4%,7.8%,1.2,13.0%,10.6%
2024 US Open R64,W vs Burel,13,18,0.7,11.7%,16.2%,10,15,0.7,10.0%,15.0%,4.0%,6.0%,0.6,16.2%,27.9%
2024 US Open R128,W vs Starodubtseva,27,25,1.1,16.0%,14.8%,26,15,1.7,16.9%,9.7%,9.7%,7.1%,0.9,16.0%,17.8%
2024 Toronto R64,W vs Pavlyuchenkova,10,9,1.1,9.6%,8.7%,8,6,1.3,9.1%,6.8%,2.3%,6.8%,0.7,12.5%,17.3%
2024 Washington QF,L vs Sabalenka,8,21,0.4,5.6%,14.7%,7,18,0.4,5.6%,14.3%,1.6%,3.2%,1.1,23.8%,21.7%
2024 Berlin R16,W vs Sonmez,17,17,1.0,13.3%,13.3%,16,13,1.2,13.3%,10.8%,5.0%,8.3%,0.6,12.5%,21.1%
2024 Roland Garros R64,L vs Andreeva,40,39,1.0,20.7%,20.2%,40,38,1.1,21.4%,20.3%,9.1%,12.3%,1.1,14.0%,12.4%
2024 Rome QF,L vs Collins,10,19,0.5,7.6%,14.4%,10,10,1.0,9.2%,9.2%,6.4%,2.8%,1.2,20.5%,16.7%
2024 Madrid R32,L vs Sorribes Tormo,44,55,0.8,25.7%,32.2%,43,53,0.8,25.6%,31.5%,10.7%,14.9%,2.1,14.6%,7.0%
2024 Charleston QF,L vs Pegula,27,33,0.8,12.7%,15.5%,26,21,1.2,13.1%,10.6%,7.6%,5.6%,1.2,17.4%,14.1%
2024 Miami SF,L vs Rybakina,34,25,1.4,18.6%,13.7%,26,19,1.4,16.8%,12.3%,7.1%,6.5%,1.1,25.1%,23.0%
2024 Doha QF,L vs Swiatek,5,14,0.4,5.9%,16.5%,5,12,0.4,6.1%,14.6%,2.4%,3.7%,1.9,20.0%,10.6%
2024 Australian Open R16,L vs Yastremska,14,16,0.9,8.8%,10.0%,10,13,0.8,7.0%,9.2%,5.6%,1.4%,1.3,21.9%,16.9%
2024 Australian Open R32,W vs Ostapenko,21,13,1.6,17.8%,11.0%,10,10,1.0,10.1%,10.1%,4.0%,6.1%,1.0,16.9%,17.8%
2024 Brisbane SF,L vs Sabalenka,16,9,1.8,13.8%,7.8%,13,6,2.2,13.4%,6.2%,5.2%,8.2%,2.3,27.6%,12.1%
Career (252 matches),,5133,5372,1.0,15.0%,15.7%,4589,4419,1.0,14.9%,14.3%,5.8%,4.9%,0.9,17.3%,19.6%
