Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,0,,,,,,,,,,,,R32 (W15 Jakarta)
2022,27,13,14,48.1%,26-27,49.1%,238-222,51.7%,0-2,0.0%,0,,,,,,,,,,,,SF (2x)
2021,8,1,7,12.5%,5-14,26.3%,57-98,36.8%,0-0,-,1,25.0%,14.3%,0.0%,7.0%,65.1%,46.4%,20.0%,37.2%,36.6%,36.9%,0.58,R16 (W25 Porto)
2020,10,4,6,40.0%,8-16,33.3%,90-127,41.5%,0-1,0.0%,1,25.0%,25.0%,0.0%,5.8%,65.4%,47.1%,27.8%,40.4%,38.1%,39.4%,0.64,R16 (4x)
2019,41,20,21,48.8%,44-45,49.4%,400-418,48.9%,1-3,25.0%,0,,,,,,,,,,,,F (2x)
2018,41,25,16,61.0%,53-38,58.2%,428-368,53.8%,5-4,55.6%,0,,,,,,,,,,,,SF (4x)
2017,11,1,10,9.1%,5-20,20.0%,83-138,37.6%,1-1,50.0%,0,,,,,,,,,,,,R16 (Baton Rouge LA $25K)
2016,51,32,19,62.7%,66-43,60.6%,538-436,55.2%,8-7,53.3%,0,,,,,,,,,,,,W (2x)
2015,37,15,22,40.5%,34-36,48.6%,299-319,48.4%,3-0,100.0%,0,,,,,,,,,,,,F (Palic $10K)
2014,43,26,17,60.5%,56-39,58.9%,448-412,52.1%,4-3,57.1%,0,,,,,,,,,,,,W (Melbourne 15K)
2013,73,42,31,57.5%,92-67,57.9%,721-590,55.0%,3-4,42.9%,0,,,,,,,,,,,,W (2x)
2012,68,45,23,66.2%,94-49,65.7%,701-545,56.3%,4-2,66.7%,0,,,,,,,,,,,,W (Metepec 10K)
2011,67,44,23,65.7%,93-50,65.0%,713-561,56.0%,5-4,55.6%,0,,,,,,,,,,,,W (3x)
2010,72,49,23,68.1%,99-48,67.3%,718-556,56.4%,6-1,85.7%,0,,,,,,,,,,,,W (4x)
2009,53,33,20,62.3%,66-47,58.4%,547-452,54.8%,10-2,83.3%,0,,,,,,,,,,,,W (Sarajevo 10K)
2008,24,10,14,41.7%,25-29,46.3%,232-254,47.7%,1-1,50.0%,0,,,,,,,,,,,,SF (Prokuplje 10K)
2007,9,3,6,33.3%,11-13,45.8%,96-117,45.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
Career,636,363,273,57.1%,778-583,57.2%,6322-5628,52.9%,51-36,58.6%,2,25.0%,20.0%,0.0%,6.3%,65.3%,46.8%,24.2%,38.9%,37.3%,38.2%,0.61,
