Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 US Open R64,L vs Mmoh,94,63,1.5,29.2%,19.6%,46,58,0.8,18.8%,23.7%,13.1%,4.1%,1.7,14.9%,9.0%
2023 US Open R128,W vs Diaz Acosta,40,27,1.5,20.4%,13.8%,29,27,1.1,16.7%,15.5%,12.1%,2.9%,1.2,13.3%,10.7%
2023 Wimbledon R128,L vs Munar,51,37,1.4,20.7%,15.0%,34,31,1.1,16.3%,14.8%,12.0%,3.3%,1.6,18.3%,11.4%
2023 Houston R16,L vs Brouwer,26,20,1.3,21.7%,16.7%,18,17,1.1,17.3%,16.3%,11.5%,3.8%,1.8,13.3%,7.5%
2023 Dallas F,L vs Wu,60,30,2.0,24.4%,12.2%,16,29,0.6,8.3%,15.1%,5.7%,0.5%,2.0,19.1%,9.3%
2023 Australian Open R128,L vs Mannarino,51,38,1.3,20.6%,15.4%,29,36,0.8,14.1%,17.6%,7.8%,1.5%,2.3,20.2%,8.9%
2022 Paris Masters R32,L vs Rublev,29,30,1.0,27.9%,28.8%,18,30,0.6,20.7%,34.5%,3.4%,5.7%,5.0,28.8%,5.8%
2022 US Open R128,W vs Delbonis,5,2,2.5,27.8%,11.1%,2,2,1.0,14.3%,14.3%,14.3%,0.0%,,11.1%,0.0%
2022 Cincinnati Masters QF,L vs Tsitsipas,48,33,1.5,24.7%,17.0%,30,31,1.0,18.1%,18.7%,13.9%,3.0%,3.2,21.1%,6.7%
2022 Cincinnati Masters R32,W vs Hurkacz,35,46,0.8,16.2%,21.3%,17,42,0.4,9.6%,23.7%,6.8%,2.8%,1.4,12.5%,9.3%
2022 Newport SF,L vs Cressy,31,19,1.6,21.1%,12.9%,17,14,1.2,17.0%,14.0%,9.0%,5.0%,2.7,25.9%,9.5%
2022 Wimbledon R32,L vs Sinner,44,33,1.3,22.7%,17.0%,19,31,0.6,11.7%,19.1%,6.8%,3.7%,1.6,14.9%,9.3%
2022 Wimbledon R64,W vs Murray,82,32,2.6,32.0%,12.5%,44,30,1.5,21.6%,14.7%,15.2%,6.4%,3.0,15.2%,5.1%
2022 Wimbledon R128,W vs Couacaud,97,57,1.7,29.8%,17.5%,43,51,0.8,17.5%,20.7%,9.3%,4.9%,2.2,12.6%,5.8%
2022 Madrid Masters R64,W vs Krajinovic,50,35,1.4,34.2%,24.0%,21,33,0.6,19.4%,30.6%,8.3%,1.9%,1.4,18.5%,13.0%
2022 Houston F,L vs Opelka,19,27,0.7,12.5%,17.8%,11,25,0.4,8.3%,18.9%,3.0%,5.3%,1.4,22.4%,15.8%
2022 Indian Wells Masters R16,L vs Dimitrov,31,31,1.0,24.6%,24.6%,18,29,0.6,18.0%,29.0%,4.0%,2.0%,1.3,20.6%,15.9%
2022 Indian Wells Masters R32,W vs Schwartzman,27,19,1.4,24.3%,17.1%,13,18,0.7,14.3%,19.8%,7.7%,6.6%,0.7,12.6%,18.9%
2022 Indian Wells Masters R64,W vs Querrey,28,17,1.6,19.4%,11.8%,7,16,0.4,7.1%,16.2%,5.1%,2.0%,1.2,22.2%,18.1%
2022 Dallas SF,L vs Opelka,72,17,4.2,40.4%,9.6%,49,16,3.1,43.0%,14.0%,12.3%,6.1%,5.9,39.9%,6.7%
Career (204 matches),,9899,6739,1.5,23.4%,15.9%,5579,6265,0.9,16.2%,18.2%,8.7%,2.6%,1.8,16.7%,9.1%
