Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 US Open R64,L vs Mmoh,19.1%,68.2%,17.1%,65.5%,14.6%,19.2%,8.3%,8.1%,33.3%,0.6%,0.0%,76,136
2023 US Open R128,W vs Diaz Acosta,47.2%,85.3%,27.6%,83.3%,23.4%,30.3%,50.0%,16.0%,33.3%,1.8%,50.0%,136,127
2023 Houston R16,L vs Brouwer,0.0%,-,11.7%,85.7%,31.3%,53.8%,75.0%,9.1%,0.0%,0.7%,100.0%,59,106
2023 Dallas F,L vs Wu,6.8%,80.0%,8.5%,61.9%,12.9%,11.5%,16.7%,3.4%,14.3%,0.0%,-,-40,67
2023 Australian Open R128,L vs Mannarino,0.9%,0.0%,7.7%,57.9%,16.0%,20.5%,10.0%,10.2%,22.2%,0.0%,-,16,45
2022 Paris R32,L vs Rublev,17.8%,50.0%,9.6%,50.0%,8.1%,17.6%,0.0%,3.0%,0.0%,0.0%,-,107,87
2022 US Open R128,W vs Delbonis,9.4%,80.0%,5.4%,87.5%,26.5%,50.0%,0.0%,2.5%,20.0%,0.7%,0.0%,86,70
2022 Cincinnati QF,L vs Tsitsipas,8.8%,71.4%,12.9%,76.0%,20.0%,20.8%,7.7%,4.8%,25.0%,2.0%,50.0%,82,116
2022 Cincinnati R32,W vs Hurkacz,7.8%,71.4%,13.9%,76.7%,24.7%,31.6%,0.0%,10.7%,11.1%,0.5%,100.0%,215,226
2022 Newport SF,L vs Cressy,1.6%,0.0%,6.1%,77.8%,19.1%,11.1%,16.7%,27.8%,33.3%,0.0%,-,126,96
2022 Wimbledon R64,W vs Murray,12.9%,91.7%,19.5%,74.0%,14.3%,14.3%,20.0%,7.9%,28.6%,1.1%,33.3%,111,160
2022 Madrid R64,W vs Krajinovic,44.7%,66.7%,20.5%,56.7%,10.6%,19.0%,0.0%,0.0%,0.0%,2.3%,33.3%,120,158
2022 Houston F,L vs Opelka,32.8%,65.0%,18.4%,64.3%,5.1%,7.1%,0.0%,12.9%,66.7%,1.3%,0.0%,30,83
2022 Indian Wells R16,L vs Dimitrov,6.8%,66.7%,12.7%,43.8%,11.9%,14.8%,0.0%,10.3%,33.3%,0.0%,-,62,64
2022 Indian Wells R32,W vs Schwartzman,38.5%,80.0%,21.6%,70.8%,6.0%,5.0%,50.0%,4.8%,25.0%,1.6%,50.0%,39,111
2022 Indian Wells R64,W vs Querrey,10.2%,80.0%,6.9%,80.0%,13.6%,17.6%,0.0%,5.6%,33.3%,0.9%,0.0%,-3,91
2022 Dallas SF,L vs Opelka,20.0%,84.6%,12.9%,73.9%,21.6%,25.0%,0.0%,17.1%,80.0%,1.4%,100.0%,47,5
2021 Indian Wells R64,W vs Nishioka,42.1%,87.5%,24.5%,76.0%,18.2%,17.6%,50.0%,5.9%,0.0%,0.9%,0.0%,139,146
2021 Canada SF,L vs Medvedev,17.4%,37.5%,19.8%,55.6%,8.8%,0.0%,20.0%,4.2%,0.0%,0.9%,0.0%,96,49
2021 Canada QF,W vs Monfils,14.8%,75.0%,13.6%,73.7%,20.8%,20.8%,0.0%,7.1%,40.0%,4.0%,40.0%,94,128
Career (106 matches),,17.9%,68.0%,15.7%,66.6%,18.4%,20.7%,15.6%,8.0%,23.3%,1.0%,29.8%,70,105
