Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2023,172,355,53,1788,52,1737,40,1744,30,1729,,,,
2022,41,1005,28,1882,30,1823,25,1816,17,1787,,,,
2021,24,1991,27,1882,28,1830,24,1805,14,1785,,,,
2020,25,1850,36,1810,35,1769,44,1725,,,164,450,,
2019,19,1770,31,1849,37,1792,,,15,1788,182,380,,
2018,10,3155,23,1902,23,1849,21,1839,12,1842,59,1360,58,1697
2017,17,2265,16,1951,18,1904,18,1870,16,1848,100,870,28,1771
2016,19,1850,19,1970,14,1933,23,1867,12,1848,54,1360,52,1706
2015,11,2495,12,1981,11,1944,17,1885,16,1834,122,630,72,1639
2014,19,1890,18,1937,15,1904,30,1825,16,1824,170,450,,
2013,14,2150,14,1970,11,1924,26,1841,13,1858,193,360,85,1617
2012,14,2215,13,1964,12,1918,27,1824,9,1864,94,825,53,1687
2011,18,1800,20,1923,18,1885,51,1756,22,1787,36,2030,17,1797
2010,19,1850,26,1897,23,1858,47,1779,59,1637,31,2275,16,1791
2009,34,1067,36,1855,33,1804,85,1681,,,97,733,61,1654
2008,144,304,120,1667,98,1640,181,1525,147,1494,106,592,77,1626
2007,106,407,135,1629,107,1610,,,154,1487,226,258,,
2006,844,14,,,,,,,,,669,47,,
2005,954,9,,,,,,,,,722,39,,
2003,,,,,,,,,,,1383,5,,
