Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,23,9,14,39.1%,29-35,45.3%,349-358,49.4%,11-17,39.3%,23,91.8%,7.4%,22.9%,3.2%,67.3%,79.2%,55.7%,71.5%,28.2%,49.7%,0.99,F (Dallas)
2022,41,23,18,56.1%,62-52,54.4%,629-627,50.1%,30-19,61.2%,40,91.7%,7.6%,24.1%,2.9%,68.4%,80.6%,53.7%,72.1%,27.5%,49.8%,0.99,F (Houston)
2021,37,23,14,62.2%,57-38,60.0%,515-502,50.6%,22-11,66.7%,35,91.1%,8.8%,24.1%,2.6%,68.3%,78.7%,55.1%,71.2%,28.3%,49.9%,0.98,W (Atlanta)
2020,20,10,10,50.0%,29-25,53.7%,301-293,50.7%,15-9,62.5%,20,92.0%,8.2%,23.6%,3.6%,71.9%,78.1%,54.7%,71.5%,27.6%,49.7%,0.97,SF (2x)
2019,48,30,18,62.5%,72-48,60.0%,694-641,52.0%,29-25,53.7%,46,94.1%,9.7%,27.0%,2.2%,71.6%,81.1%,57.3%,74.4%,29.5%,51.4%,1.15,W (Newport)
2018,58,34,24,58.6%,98-73,57.3%,1000-925,51.9%,40-36,52.6%,56,93.8%,9.4%,23.4%,2.5%,69.3%,81.1%,56.9%,73.7%,29.4%,51.1%,1.12,W (2x)
2017,62,39,23,62.9%,98-65,60.1%,941-868,52.0%,44-27,62.0%,60,92.9%,9.6%,22.6%,2.5%,70.5%,79.6%,56.2%,72.7%,28.8%,50.8%,1.05,W (2x)
2016,54,33,21,61.1%,87-61,58.8%,854-777,52.4%,33-31,51.6%,54,93.4%,10.9%,25.6%,2.9%,69.4%,82.0%,55.1%,73.8%,30.2%,51.6%,1.15,F (2x)
2015,70,45,25,64.3%,110-69,61.5%,1032-939,52.4%,40-28,58.8%,68,93.3%,10.8%,22.9%,2.2%,70.3%,79.2%,57.6%,72.8%,29.3%,51.1%,1.08,W (Atlanta)
2014,60,39,21,65.0%,94-57,62.3%,868-794,52.2%,42-22,65.6%,57,93.1%,9.3%,20.4%,2.1%,68.2%,78.8%,57.4%,72.0%,30.0%,50.7%,1.07,W (2x)
2013,63,39,24,61.9%,99-70,58.6%,942-887,51.5%,38-18,67.9%,60,90.0%,12.2%,19.2%,2.0%,67.8%,78.4%,56.2%,71.3%,31.5%,51.1%,1.10,W (2x)
2012,66,45,21,68.2%,115-68,62.8%,1041-955,52.2%,41-18,69.5%,60,91.6%,10.8%,18.6%,2.4%,68.7%,77.8%,56.6%,71.1%,31.0%,51.1%,1.07,W (2x)
2011,57,36,21,63.2%,96-62,60.8%,891-811,52.4%,34-24,58.6%,55,90.7%,12.9%,16.6%,3.1%,69.1%,77.0%,55.4%,70.3%,31.1%,50.8%,1.05,W (2x)
2010,62,38,24,61.3%,98-76,56.3%,1000-959,51.0%,34-18,65.4%,60,89.8%,11.4%,18.2%,2.4%,69.3%,75.7%,54.9%,69.4%,29.4%,50.0%,0.96,W (Auckland)
2009,45,27,18,60.0%,66-50,56.9%,635-611,51.0%,27-12,69.2%,45,89.2%,10.8%,16.6%,2.9%,66.8%,75.1%,56.3%,68.8%,29.9%,49.9%,0.96,SF (2x)
2008,30,11,19,36.7%,32-46,41.0%,396-436,47.6%,13-12,52.0%,29,88.2%,7.4%,17.5%,4.0%,66.6%,77.1%,51.8%,68.6%,27.8%,48.5%,0.89,QF (2x)
2007,13,8,5,61.5%,20-17,54.1%,204-211,49.2%,12-7,63.2%,13,91.4%,5.6%,20.6%,3.2%,67.9%,78.0%,59.3%,72.0%,26.8%,49.7%,0.96,F (Washington)
Career,809,489,320,60.4%,1262-912,58.0%,12292-11594,51.5%,505-334,60.2%,781,91.8%,10.1%,21.2%,2.6%,69.0%,78.8%,56.0%,71.7%,29.6%,50.6%,1.04,
