Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 US Open R64,L vs Mmoh,48.1%,63.0%,55.7%,55.6%,62.2%,77.5%,64.3%,73.1%,57.1%,40.3%,0.0%,19.6%,34.8%,45.9%,69
2023 US Open R128,W vs Diaz Acosta,44.6%,65.1%,65.2%,56.3%,43.4%,64.2%,63.3%,61.7%,70.8%,51.7%,-,46.7%,66.7%,68.8%,-79
2023 Houston R16,L vs Brouwer,50.9%,66.7%,60.0%,58.2%,59.4%,78.1%,69.2%,72.5%,53.8%,52.6%,0.0%,45.5%,59.1%,50.0%,103
2023 Dallas F,L vs Wu,64.4%,71.2%,41.5%,67.0%,71.9%,77.5%,32.0%,75.4%,40.0%,48.1%,50.0%,42.9%,53.6%,56.3%,-27
2023 Australian Open R128,L vs Mannarino,43.0%,56.3%,43.7%,49.1%,53.3%,65.6%,45.2%,62.1%,61.0%,61.2%,0.0%,19.4%,36.1%,41.4%,1
2022 Paris R32,L vs Rublev,37.5%,50.0%,20.0%,42.0%,47.7%,59.1%,21.7%,53.4%,60.0%,42.1%,33.3%,0.0%,16.7%,16.7%,-118
2022 US Open R128,W vs Delbonis,61.1%,72.2%,42.9%,65.6%,72.5%,80.4%,50.0%,78.8%,47.4%,46.9%,-,33.3%,52.4%,35.7%,-79
2022 Cincinnati QF,L vs Tsitsipas,41.8%,61.2%,50.9%,50.9%,55.1%,73.9%,54.8%,68.0%,50.0%,65.7%,100.0%,11.1%,33.3%,45.8%,-4
2022 Cincinnati R32,W vs Hurkacz,46.3%,60.2%,50.0%,52.7%,58.5%,72.3%,59.3%,69.1%,55.6%,52.6%,0.0%,30.8%,46.2%,40.7%,62
2022 Newport SF,L vs Cressy,37.2%,46.2%,47.7%,43.5%,50.0%,60.0%,52.0%,59.8%,32.0%,56.0%,50.0%,17.4%,26.1%,42.1%,39
2022 Wimbledon R64,W vs Murray,46.5%,62.0%,56.7%,54.7%,59.6%,75.5%,60.5%,70.7%,59.0%,52.7%,0.0%,12.1%,27.3%,51.7%,7
2022 Madrid R64,W vs Krajinovic,55.3%,63.2%,37.5%,57.4%,68.6%,72.5%,31.3%,71.8%,56.0%,57.7%,100.0%,30.4%,47.8%,43.8%,42
2022 Houston F,L vs Opelka,49.3%,55.1%,39.4%,53.9%,52.1%,60.4%,47.8%,58.8%,76.9%,59.1%,66.7%,47.4%,47.4%,20.0%,65
2022 Indian Wells R16,L vs Dimitrov,50.9%,61.4%,46.2%,55.4%,69.2%,79.5%,58.3%,75.9%,43.8%,47.8%,-,12.5%,25.0%,35.7%,4
2022 Indian Wells R32,W vs Schwartzman,49.1%,64.2%,69.2%,56.8%,59.0%,76.9%,75.0%,69.5%,66.7%,47.6%,-,23.1%,30.8%,60.0%,29
2022 Indian Wells R64,W vs Querrey,54.3%,64.3%,51.6%,56.4%,64.0%,70.0%,44.4%,67.0%,65.0%,33.3%,-,31.6%,52.6%,61.5%,-3
2022 Dallas SF,L vs Opelka,58.0%,73.9%,63.9%,66.1%,62.1%,80.3%,72.0%,73.0%,55.0%,69.6%,-,47.6%,57.1%,45.5%,-10
2021 Indian Wells R64,W vs Nishioka,47.1%,66.7%,64.0%,54.1%,62.1%,82.8%,63.6%,74.5%,33.3%,52.9%,-,30.0%,50.0%,64.3%,59
2021 Canada SF,L vs Medvedev,22.0%,34.0%,36.8%,32.8%,26.3%,42.1%,46.4%,40.5%,58.8%,38.1%,100.0%,9.1%,9.1%,10.0%,-26
2021 Canada QF,W vs Monfils,41.8%,58.2%,59.5%,47.2%,54.3%,67.4%,52.4%,62.2%,57.9%,29.6%,100.0%,15.8%,42.1%,68.8%,39
Career (106 matches),,45.1%,59.1%,48.9%,51.8%,54.0%,67.6%,51.6%,63.7%,50.5%,46.3%,57.3%,26.4%,42.9%,44.7%,38
