Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 US Open R64,L vs Mmoh,53.1%,42.4%,1.9%,3/0,2.11,31.6%,54.8%,38.1%,0.0%,2.14,52.4%,55.0%,54.5%,7.5%,2.08,8.1%
2023 US Open R128,W vs Diaz Acosta,66.4%,52.0%,1.8%,1/1,2.00,30.0%,64.0%,47.9%,0.0%,1.85,37.5%,84.4%,59.3%,6.3%,2.35,18.8%
2023 Houston R16,L vs Brouwer,65.1%,36.6%,4.8%,0/3,2.30,40.0%,63.0%,41.2%,0.0%,2.23,53.8%,77.8%,14.3%,33.3%,2.38,25.0%
2023 Dallas F,L vs Wu,67.2%,33.7%,1.6%,2/0,2.18,12.2%,64.4%,32.1%,1.1%,2.12,12.0%,76.9%,36.7%,2.6%,2.28,12.5%
2023 Australian Open R128,L vs Mannarino,59.7%,29.6%,3.4%,2/2,2.19,2.9%,53.9%,14.6%,2.6%,2.16,2.4%,76.9%,50.0%,5.1%,2.22,3.4%
2022 Paris R32,L vs Rublev,52.1%,40.0%,2.1%,1/0,-,2.9%,51.6%,31.3%,3.2%,-,4.3%,60.0%,55.6%,0.0%,-,0.0%
2022 US Open R128,W vs Delbonis,65.8%,48.0%,2.6%,0/2,-,35.7%,70.7%,41.4%,2.4%,-,42.9%,75.0%,57.1%,3.6%,-,28.6%
2022 Cincinnati QF,L vs Tsitsipas,55.2%,43.4%,1.0%,1/0,1.93,29.6%,53.3%,40.6%,0.0%,2.12,36.7%,60.0%,47.6%,2.9%,1.68,20.8%
2022 Cincinnati R32,W vs Hurkacz,59.3%,48.4%,3.7%,2/2,2.14,32.1%,54.3%,47.4%,0.0%,2.16,61.5%,74.3%,50.0%,11.4%,2.12,3.7%
2022 Newport SF,L vs Cressy,31.9%,36.4%,5.8%,2/2,2.34,2.3%,37.8%,35.7%,2.7%,2.10,0.0%,30.8%,37.5%,11.5%,2.66,5.3%
2022 Wimbledon R64,W vs Murray,57.5%,43.8%,0.8%,1/0,1.58,40.3%,52.6%,37.5%,0.0%,1.53,68.4%,67.3%,51.5%,2.0%,1.66,3.4%
2022 Madrid R64,W vs Krajinovic,62.9%,40.9%,1.4%,1/0,-,9.4%,62.0%,41.9%,2.0%,-,18.8%,72.2%,38.5%,0.0%,-,0.0%
2022 Houston F,L vs Opelka,68.7%,43.9%,4.8%,2/2,-,15.2%,66.1%,38.5%,6.8%,-,17.4%,75.0%,55.6%,0.0%,-,10.0%
2022 Indian Wells R16,L vs Dimitrov,59.4%,39.0%,0.0%,0/0,-,34.6%,59.2%,34.5%,0.0%,-,50.0%,70.6%,50.0%,0.0%,-,21.4%
2022 Indian Wells R32,W vs Schwartzman,69.0%,42.5%,1.7%,1/0,-,7.7%,71.8%,46.4%,0.0%,-,12.5%,75.0%,33.3%,6.3%,-,0.0%
2022 Indian Wells R64,W vs Querrey,45.9%,35.3%,4.1%,3/0,-,9.7%,34.1%,26.7%,4.5%,-,16.7%,86.4%,42.1%,4.5%,-,0.0%
2022 Dallas SF,L vs Opelka,40.0%,41.7%,2.2%,2/0,-,38.9%,30.4%,42.9%,2.9%,-,28.0%,71.4%,40.0%,0.0%,-,63.6%
2021 Indian Wells R64,W vs Nishioka,72.5%,45.9%,3.9%,0/2,-,44.0%,78.8%,38.5%,3.0%,-,72.7%,68.8%,63.6%,6.3%,-,21.4%
2021 Canada SF,L vs Medvedev,36.6%,26.7%,4.9%,1/1,-,5.3%,36.7%,27.3%,0.0%,-,7.1%,50.0%,25.0%,25.0%,-,0.0%
2021 Canada QF,W vs Monfils,43.8%,43.8%,0.0%,0/0,-,21.6%,45.7%,37.5%,0.0%,-,19.0%,59.3%,50.0%,0.0%,-,25.0%
Career (106 matches),,58.2%,40.2%,4.4%,48.1%,2.03,25.4%,54.8%,35.6%,4.1%,2.00,31.6%,71.7%,47.5%,5.6%,2.08,15.6%
