Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R128,W vs Diaz Acosta,80% (16/20),22% (2/9),3/4,1/1,- (0/0),0/0,0/0,75% (3/4),100% (4/4)
2023 Wimbledon R128,L vs Munar,61% (14/23),25% (3/12),1/1,0/0,44% (4/9),8/11,3/4,- (0/0),- (0/0)
2023 Houston R16,L vs Brouwer,83% (10/12),- (0/0),0/0,0/0,0% (0/1),0/2,0/1,40% (2/5),33% (2/6)
2023 Dallas F,L vs Wu,82% (18/22),0% (0/3),1/5,0/4,100% (2/2),6/8,4/5,79% (19/24),13% (3/23)
2023 Australian Open R128,L vs Mannarino,70% (16/23),0% (0/3),1/3,0/0,56% (5/9),1/4,0/1,80% (12/15),20% (3/15)
2022 Paris R32,L vs Rublev,56% (5/9),- (0/0),0/0,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2022 US Open R128,W vs Delbonis,67% (14/21),63% (5/8),3/7,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Cincinnati QF,L vs Tsitsipas,68% (15/22),33% (1/3),1/1,0/0,0% (0/1),0/2,0/1,67% (4/6),17% (1/6)
2022 Cincinnati R32,W vs Hurkacz,67% (16/24),50% (2/4),2/5,1/1,100% (1/1),2/3,0/0,75% (9/12),25% (3/12)
2022 Newport SF,L vs Cressy,71% (10/14),33% (1/3),1/1,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R32,L vs Sinner,81% (13/16),0% (0/2),1/1,0/0,50% (2/4),0/3,0/1,80% (4/5),0% (0/6)
2022 Wimbledon R64,W vs Murray,73% (22/30),67% (2/3),3/3,1/1,100% (2/2),0/1,0/0,73% (8/11),20% (2/10)
2022 Wimbledon R128,W vs Couacaud,79% (27/34),29% (2/7),3/5,1/2,67% (2/3),1/3,0/0,83% (10/12),25% (3/12)
2022 Madrid R64,W vs Krajinovic,67% (10/15),50% (2/4),2/3,1/1,50% (1/2),2/2,0/0,89% (8/9),22% (2/9)
2022 Houston F,L vs Opelka,64% (9/14),0% (0/8),0/3,0/0,80% (4/5),0/2,0/1,63% (5/8),25% (2/8)
2022 Indian Wells R16,L vs Dimitrov,100% (9/9),0% (0/1),0/0,0/0,0% (0/1),1/3,1/2,57% (4/7),29% (2/7)
2022 Indian Wells R32,W vs Schwartzman,100% (11/11),67% (2/3),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2022 Indian Wells R64,W vs Querrey,79% (11/14),17% (1/6),2/3,1/1,0% (0/1),0/0,0/0,83% (10/12),45% (5/11)
2022 Dallas SF,L vs Opelka,71% (12/17),- (0/0),0/11,0/0,- (0/0),8/10,7/8,81% (25/31),13% (4/31)
2021 Indian Wells R64,W vs Nishioka,67% (10/15),67% (2/3),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2023 (5 matches),,74.0%,18.5%,46.2%,20.0%,52.4%,60.0%,63.6%,75.0%,25.0%
2022 (14 matches),,73.6%,34.6%,43.5%,77.8%,56.3%,42.4%,53.3%,77.0%,21.4%
2021 (15 matches),,71.8%,27.6%,54.5%,52.9%,66.0%,48.4%,50.0%,75.0%,31.1%
2020 (6 matches),,76.1%,41.7%,60.9%,66.7%,76.5%,42.9%,33.3%,79.2%,29.8%
2019 (37 matches),,76.2%,29.1%,53.2%,47.1%,64.6%,46.0%,38.1%,78.0%,30.3%
Career (489 matches),,73.7%,30.6%,51.8%,53.0%,71.8%,51.1%,54.8%,77.0%,29.5%
