Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 US Open R128,W vs Diaz Acosta,33% (5/15),40% (2/5),0/0,0% (0/16),- (0/0),1/1,1/1,2/2,0/0,0/0
2023 Wimbledon R128,L vs Munar,30% (6/20),50% (3/6),1/5,32% (6/19),17% (1/6),3/3,1/1,4/4,0/0,2/2
2023 Houston R16,L vs Brouwer,0% (0/11),- (0/0),0/1,9% (1/11),0% (0/1),0/0,0/0,1/1,0/0,0/0
2023 Dallas F,L vs Wu,11% (2/18),0% (0/2),0/0,11% (2/18),100% (2/2),0/0,0/0,4/4,0/0,2/2
2023 Australian Open R128,L vs Mannarino,5% (1/20),0% (0/1),0/4,25% (5/20),20% (1/5),0/0,0/0,2/2,0/0,0/0
2022 Paris R32,L vs Rublev,0% (0/9),- (0/0),0/2,50% (4/8),25% (1/4),0/0,0/0,1/2,0/0,1/1
2022 US Open R128,W vs Delbonis,43% (6/14),83% (5/6),0/0,0% (0/14),- (0/0),3/3,1/1,0/0,0/0,0/0
2022 Cincinnati QF,L vs Tsitsipas,6% (1/17),100% (1/1),0/1,6% (1/16),0% (0/1),1/1,1/1,1/1,0/0,1/1
2022 Cincinnati R32,W vs Hurkacz,19% (3/16),67% (2/3),0/0,6% (1/16),100% (1/1),1/1,0/0,2/2,0/0,0/0
2022 Newport SF,L vs Cressy,14% (2/14),50% (1/2),0/2,31% (4/13),25% (1/4),1/1,1/1,0/1,0/0,0/0
2022 Wimbledon R32,L vs Sinner,6% (1/18),0% (0/1),0/2,18% (3/17),33% (1/3),0/0,1/1,1/1,0/0,0/0
2022 Wimbledon R64,W vs Murray,9% (2/22),100% (2/2),0/0,5% (1/22),100% (1/1),2/2,2/2,2/2,1/1,0/0
2022 Wimbledon R128,W vs Couacaud,19% (5/27),40% (2/5),0/1,7% (2/28),50% (1/2),2/2,2/2,4/4,1/1,1/1
2022 Madrid R64,W vs Krajinovic,18% (2/11),100% (2/2),1/1,18% (2/11),50% (1/2),2/2,1/1,0/0,1/1,0/0
2022 Houston F,L vs Opelka,45% (5/11),0% (0/5),0/1,20% (2/10),50% (1/2),0/0,0/0,0/0,0/0,0/0
2022 Indian Wells R16,L vs Dimitrov,9% (1/11),0% (0/1),0/1,10% (1/10),0% (0/1),0/0,0/0,1/1,0/0,0/0
2022 Indian Wells R32,W vs Schwartzman,20% (2/10),100% (2/2),0/0,0% (0/11),- (0/0),1/1,1/1,0/0,1/1,0/0
2022 Indian Wells R64,W vs Querrey,17% (2/12),50% (1/2),0/1,8% (1/12),0% (0/1),1/1,0/0,3/3,0/0,0/0
2022 Dallas SF,L vs Opelka,0% (0/12),- (0/0),0/0,0% (0/12),- (0/0),0/0,0/0,2/2,0/0,2/2
2021 Indian Wells R64,W vs Nishioka,33% (3/9),67% (2/3),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2023 (5 matches),,16.7%,35.7%,10.0%,16.7%,28.6%,100.0%,100.0%,100.0%,-,100.0%
2022 (14 matches),,15.7%,56.3%,8.3%,11.0%,36.4%,100.0%,100.0%,89.5%,100.0%,100.0%
2021 (15 matches),,21.4%,47.7%,0.0%,15.3%,45.2%,93.3%,100.0%,93.3%,100.0%,80.0%
2020 (6 matches),,20.4%,65.2%,12.5%,16.4%,55.6%,90.9%,100.0%,100.0%,100.0%,100.0%
2019 (37 matches),,21.3%,50.5%,10.0%,13.8%,41.2%,97.4%,88.5%,88.0%,100.0%,90.9%
Career (489 matches),,20.5%,51.5%,9.4%,16.0%,52.9%,95.3%,95.9%,90.6%,98.3%,88.4%
