Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Harris,101.8,112.2,8.6,115.7,106.7,126,93,90.9,7.3,94.9,88.7,112,65
2021 US Open R64,L vs Tiafoe,103.0,108.2,8.9,111.5,100.0,125,89,89.3,4.3,89.6,90.0,97,80
2021 US Open R128,W vs Krajinovic,108.2,115.8,7.4,119.6,107.5,130,100,91.0,5.1,90.9,,103,80
2021 Wimbledon R128,L vs Berrettini,108.5,113.7,6.5,117.0,106.4,126,95,96.7,4.3,93.0,,104,89
2019 Wimbledon QF,L vs Bautista Agut,107.4,113.2,6.3,117.9,108.0,124,97,95.6,4.0,96.8,94.6,104,86
2019 Wimbledon R16,W vs Raonic,106.1,110.4,5.5,114.2,106.1,125,97,93.7,3.8,96.8,93.8,101,83
2019 Wimbledon R32,W vs Anderson,107.1,111.9,5.6,115.5,107.3,124,97,94.6,4.2,97.3,,102,85
2019 Wimbledon R64,W vs Seppi,104.4,109.6,6.2,113.1,105.4,122,90,93.1,5.2,98.2,93.0,104,82
2019 Roland Garros R64,L vs Moutet,102.2,108.1,6.2,,,125,93,89.1,4.5,,,99,82
2018 US Open R32,L vs Basilashvili,102.5,109.8,10.1,116.6,103.0,127,84,87.4,5.9,85.6,85.0,109,78
2018 US Open R64,W vs Lorenzi,103.4,111.5,8.5,118.2,105.5,129,93,88.0,5.0,94.5,87.7,98,78
2018 Wimbledon R32,L vs Mcdonald,104.9,110.9,10.4,117.2,104.7,129,88,92.5,4.0,93.3,94.3,101,83
2018 Wimbledon R64,W vs Cilic,105.6,111.6,9.9,119.1,105.7,131,92,93.3,4.8,96.3,94.5,102,79
2017 US Open R64,L vs Goffin,100.5,109.7,9.6,114.6,103.1,125,88,85.4,5.1,88.3,85.6,105,76
2017 Roland Garros R128,L vs Del Potro,103.7,110.4,4.8,,,118,100,91.7,4.5,,,101,83
2017 Australian Open R128,L vs Bautista Agut,103.6,111.4,6.7,114.9,107.5,123,97,89.3,6.2,91.7,93.5,100,75
2016 Wimbledon R128,L vs Federer,107.7,116.1,6.3,119.9,108.9,127,99,93.3,4.5,94.1,94.3,102,83
2016 Roland Garros R64,L vs Simon,107.5,113.5,7.4,,,126,94,92.2,5.3,,,103,82
2016 Australian Open R64,L vs Lopez,103.6,108.4,6.9,,,120,88,90.4,4.9,,,99,79
2015 US Open R128,L vs Cilic,107.1,114.0,6.4,,,127,99,86.7,5.6,,,96,75
Career (22 matches),,105.0,111.4,7.3,116.3,105.7,131,84,91.3,4.9,93.0,91.4,112,65
