Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,121,50,71,41.3%,134-179,42.8%,1487-1608,48.0%,25-40,38.5%,119,77.0%,19.4%,6.7%,3.1%,64.7%,68.2%,52.0%,62.5%,35.8%,49.2%,0.95
Clay,133,68,65,51.1%,173-174,49.9%,1731-1713,50.3%,35-32,52.2%,133,76.8%,23.8%,4.9%,2.8%,65.3%,68.7%,50.8%,62.5%,38.6%,50.3%,1.03
Grass,27,11,16,40.7%,39-49,44.3%,422-460,47.8%,9-6,60.0%,27,79.2%,15.4%,6.7%,2.3%,68.6%,68.4%,50.9%,62.9%,32.7%,48.5%,0.88
Grand Slams,55,23,32,41.8%,87-115,43.1%,957-1038,48.0%,15-25,37.5%,55,77.4%,18.7%,5.9%,2.8%,66.9%,68.4%,52.1%,63.0%,35.4%,49.3%,0.96
Masters,51,20,31,39.2%,43-74,36.8%,522-615,45.9%,6-11,35.3%,51,73.5%,19.0%,5.1%,3.5%,66.1%,65.3%,51.4%,60.6%,36.2%,48.4%,0.92
Other Tours,162,78,84,48.1%,195-195,50.0%,1967-1949,50.2%,44-39,53.0%,161,78.0%,22.4%,6.0%,2.8%,64.5%,69.2%,51.2%,62.8%,37.5%,50.1%,1.01
Best of 5,60,25,35,41.7%,96-127,43.0%,1054-1142,48.0%,16-27,37.2%,60,77.3%,18.8%,5.9%,2.7%,66.6%,68.4%,51.9%,62.9%,35.6%,49.3%,0.96
Best of 3,221,104,117,47.1%,250-275,47.6%,2586-2639,49.5%,53-51,51.0%,219,77.2%,21.9%,5.9%,3.0%,64.9%,68.5%,51.1%,62.4%,37.3%,49.8%,0.99
Finals,5,1,4,20.0%,4-8,33.3%,55-67,45.1%,1-1,50.0%,5,76.3%,14.8%,5.1%,1.9%,67.9%,71.4%,43.7%,62.5%,34.4%,48.2%,0.92
Semi-finals,10,5,5,50.0%,13-13,50.0%,124-127,49.4%,2-2,50.0%,10,76.4%,22.6%,5.7%,2.0%,66.2%,67.2%,53.6%,62.6%,38.7%,50.1%,1.03
Quarter-finals,24,10,14,41.7%,27-33,45.0%,312-309,50.2%,5-9,35.7%,24,76.2%,25.0%,5.4%,3.0%,64.8%,66.4%,50.3%,60.7%,38.4%,49.6%,0.98
vs Righties,242,111,131,45.9%,295-351,45.7%,3129-3279,48.8%,57-65,46.7%,240,77.2%,20.6%,5.9%,2.9%,65.3%,68.5%,51.2%,62.5%,36.6%,49.5%,0.98
vs Lefties,39,18,21,46.2%,51-51,50.0%,511-502,50.4%,12-13,48.0%,39,77.4%,23.3%,6.0%,2.6%,66.3%,68.2%,52.0%,62.8%,38.1%,50.4%,1.02
vs Top 10,20,4,16,20.0%,11-41,21.2%,202-301,40.2%,4-6,40.0%,20,70.4%,10.5%,4.7%,2.4%,64.8%,64.5%,49.3%,59.2%,30.6%,45.5%,0.75
