Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2021 ATP Cup RR,L vs Rublev,24.4%,31.1%,35.5%,30.4%,28.6%,39.3%,45.0%,38.2%,43.8%,58.3%,33.3%,21.4%,21.4%,18.2%,76
2020 Australian Open R32,L vs Fognini,16.1%,25.3%,50.0%,22.1%,19.7%,32.8%,53.1%,28.2%,32.3%,53.3%,100.0%,8.0%,8.0%,43.5%,-33
2019 Antwerp R16,W vs Kwon,35.8%,41.8%,63.4%,41.6%,48.8%,56.1%,81.0%,58.3%,45.0%,52.4%,100.0%,16.7%,20.8%,45.0%,37
2019 Los Cabos QF,W vs Kwon,31.4%,39.5%,44.2%,36.4%,41.5%,50.9%,41.9%,49.6%,28.0%,64.3%,60.0%,19.2%,26.9%,47.6%,29
2019 Wimbledon QF,L vs Bautista Agut,28.8%,38.8%,46.8%,36.6%,34.4%,46.7%,52.5%,46.6%,39.0%,51.0%,66.7%,20.5%,27.3%,37.1%,75
2019 Wimbledon R16,W vs Raonic,17.3%,28.6%,61.8%,26.0%,22.1%,35.2%,64.2%,34.1%,24.6%,50.8%,55.6%,4.7%,11.6%,56.1%,-70
2019 Wimbledon R32,W vs Anderson,31.4%,38.0%,53.8%,38.2%,40.0%,49.4%,60.8%,49.6%,25.0%,30.6%,42.9%,12.1%,12.1%,41.4%,4
2019 Barcelona QF,L vs Thiem,18.8%,23.4%,46.9%,20.3%,22.2%,26.7%,45.7%,24.4%,26.1%,68.2%,100.0%,12.5%,18.8%,50.0%,-2
2019 Monte Carlo QF,L vs Nadal,5.6%,9.0%,43.8%,10.2%,5.2%,6.9%,43.6%,12.2%,51.9%,54.8%,75.0%,7.4%,14.8%,44.0%,-47
2019 Monte Carlo R64,W vs Djere,22.3%,33.0%,62.3%,28.5%,23.4%,35.9%,63.3%,32.5%,23.1%,60.5%,0.0%,23.1%,30.8%,60.0%,102
2019 Indian Wells R64,W vs Bolt,34.5%,45.2%,60.4%,42.3%,38.7%,50.0%,60.5%,49.2%,51.9%,37.1%,50.0%,25.0%,35.0%,60.0%,59
2019 Sao Paulo F,W vs Garin,36.9%,44.6%,53.8%,40.9%,40.8%,49.0%,55.2%,46.1%,24.0%,50.0%,60.0%,28.6%,35.7%,50.0%,110
2019 Sao Paulo SF,W vs Djere,28.9%,38.2%,62.3%,33.4%,33.3%,37.5%,62.5%,40.4%,50.0%,42.3%,-,22.2%,40.7%,61.9%,-25
2019 Buenos Aires SF,L vs Cecchinato,25.5%,31.9%,50.0%,32.6%,34.3%,42.9%,56.5%,43.7%,18.8%,63.2%,100.0%,0.0%,0.0%,36.4%,-118
2019 Buenos Aires QF,W vs Munar,15.2%,22.3%,52.2%,22.5%,15.6%,26.0%,53.8%,26.2%,43.3%,63.8%,100.0%,15.6%,15.6%,48.1%,39
2019 Cordoba F,L vs Londero,19.8%,27.1%,46.7%,25.9%,28.8%,40.7%,59.5%,38.8%,11.1%,56.3%,50.0%,5.7%,5.7%,30.3%,-59
2019 Cordoba R16,W vs Ramos,24.2%,33.9%,63.8%,26.8%,36.1%,41.7%,56.5%,40.6%,41.2%,63.2%,50.0%,7.7%,23.1%,70.8%,-79
2018 Montevideo CH F,W vs Berlocq,13.8%,17.2%,50.0%,16.9%,22.2%,28.9%,60.0%,28.2%,41.7%,81.0%,66.7%,10.5%,10.5%,29.4%,-8
2018 Umag F,L vs Cecchinato,20.6%,36.8%,51.9%,29.9%,30.4%,50.0%,62.5%,44.1%,15.8%,59.3%,66.7%,0.0%,10.0%,35.0%,-118
2018 Buenos Aires QF,L vs Thiem,21.3%,31.3%,47.6%,27.9%,27.3%,40.0%,50.0%,36.9%,41.7%,48.4%,71.4%,8.0%,12.0%,43.5%,-79
Career (32 matches),,22.9%,31.2%,52.6%,28.8%,28.0%,38.0%,55.8%,36.6%,28.9%,55.0%,68.5%,13.7%,18.9%,46.2%,20
