Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2023,192,315,97,1696,91,1661,86,1663,68,1621,,,,
2021,74,866,77,1727,70,1701,60,1706,77,1608,,,,
2020,43,1310,73,1732,71,1683,40,1737,,,68,1395,,
2019,25,1530,42,1825,64,1726,19,1822,31,1719,58,1440,75,1659
2018,58,860,67,1750,97,1649,40,1757,71,1626,136,565,91,1602
2017,64,774,70,1754,73,1692,56,1733,,,816,45,,
2016,80,685,96,1693,110,1617,76,1689,128,1524,209,360,120,1505
2015,74,693,75,1740,103,1632,55,1733,115,1557,201,358,,
2014,155,333,149,1606,164,1538,117,1597,,,155,491,,
2013,118,478,120,1653,110,1611,99,1632,169,1463,396,155,,
2012,97,564,110,1678,107,1618,106,1613,,,186,350,,
2011,346,122,,,,,,,,,503,102,,
2010,420,91,381,1250,367,1199,356,1254,,,348,171,,
2009,318,132,,,,,,,,,335,176,,
2008,516,50,,,,,,,,,617,68,,
2007,586,36,,,,,,,,,1086,14,,
2006,1374,2,,,,,,,,,,,,
