Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 ATP Cup RR,L vs Rublev,0.0%,-,4.2%,100.0%,7.7%,10.0%,0.0%,7.7%,25.0%,0.0%,-,-20,-50
2020 Australian Open R32,L vs Fognini,1.3%,100.0%,12.6%,56.5%,4.7%,6.1%,0.0%,8.0%,8.3%,0.5%,0.0%,-75,-80
2019 Antwerp R16,W vs Kwon,3.6%,100.0%,10.5%,86.7%,9.7%,17.4%,4.5%,5.2%,0.0%,0.3%,0.0%,-91,-51
2019 Los Cabos QF,W vs Kwon,0.0%,-,10.3%,64.7%,8.6%,17.1%,7.4%,7.9%,0.0%,1.7%,20.0%,-58,-27
2019 Wimbledon QF,L vs Bautista Agut,1.6%,100.0%,11.4%,77.4%,11.8%,14.3%,6.5%,7.0%,7.1%,1.8%,22.2%,-21,0
2019 Wimbledon R16,W vs Raonic,0.0%,-,8.7%,82.1%,17.9%,39.0%,27.3%,8.8%,36.4%,2.1%,77.8%,-11,-38
2019 Wimbledon R32,W vs Anderson,0.0%,-,10.7%,73.9%,11.4%,9.1%,3.7%,16.7%,28.6%,1.8%,20.0%,-81,-44
2019 Barcelona QF,L vs Thiem,0.0%,-,7.4%,70.0%,4.7%,2.2%,0.0%,4.0%,0.0%,1.5%,20.0%,-104,-86
2019 Monte Carlo QF,L vs Nadal,0.0%,-,9.9%,50.0%,11.5%,17.9%,0.0%,2.5%,17.6%,0.4%,50.0%,-97,-104
2019 Monte Carlo R64,W vs Djere,0.0%,-,7.7%,86.7%,10.4%,24.4%,0.0%,4.1%,5.9%,2.1%,30.0%,-77,-66
2019 Indian Wells R64,W vs Bolt,0.0%,-,5.7%,54.5%,11.0%,4.3%,0.0%,3.6%,20.0%,0.6%,50.0%,-67,-34
2019 Sao Paulo F,W vs Garin,0.0%,-,3.1%,75.0%,15.1%,23.8%,18.2%,3.9%,0.0%,1.0%,50.0%,-66,-12
2019 Sao Paulo SF,W vs Djere,0.0%,-,6.4%,80.0%,11.0%,16.7%,0.0%,4.7%,0.0%,3.6%,55.6%,-42,-27
2019 Buenos Aires SF,L vs Cecchinato,0.0%,-,7.1%,57.1%,11.7%,33.3%,7.7%,6.4%,0.0%,2.1%,25.0%,-42,-35
2019 Buenos Aires QF,W vs Munar,0.0%,-,20.0%,66.7%,10.0%,15.4%,7.3%,9.2%,15.4%,3.0%,41.2%,-12,-23
2019 Cordoba F,L vs Londero,0.0%,-,8.6%,60.0%,9.5%,14.3%,4.0%,4.1%,0.0%,1.3%,0.0%,-74,-53
2019 Cordoba R16,W vs Ramos,0.0%,-,7.3%,81.8%,7.4%,0.0%,0.0%,2.7%,0.0%,1.8%,71.4%,-113,-107
2018 Montevideo CH F,W vs Berlocq,0.0%,-,11.6%,68.4%,8.9%,17.4%,3.4%,3.5%,20.0%,1.1%,0.0%,-77,-80
2018 Umag F,L vs Cecchinato,0.0%,-,13.6%,57.1%,14.1%,13.0%,10.0%,4.3%,10.0%,1.9%,60.0%,-61,-60
2018 Buenos Aires QF,L vs Thiem,2.6%,50.0%,10.5%,62.5%,9.3%,15.6%,0.0%,8.0%,12.5%,2.1%,33.3%,-47,-56
Career (32 matches),,0.5%,66.7%,9.5%,70.0%,9.7%,14.6%,5.1%,5.9%,13.0%,1.3%,36.5%,-64,-55
