Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 US Open R128,L vs Harris,74% (14/19),0% (0/2),0/0,0/0,50% (2/4),2/5,0/1,67% (4/6),17% (1/6)
2023 Wimbledon R32,L vs Safiullin,75% (9/12),33% (1/3),0/0,0/0,38% (3/8),1/4,0/1,25% (1/4),0% (0/4)
2023 Wimbledon R64,W vs Mayot,68% (17/25),80% (4/5),3/4,1/1,67% (8/12),1/2,0/0,80% (4/5),60% (3/5)
2023 Wimbledon R128,W vs Coric,64% (21/33),63% (5/8),3/3,1/1,82% (14/17),5/7,0/0,- (0/0),- (0/0)
2021 US Open R64,L vs Tiafoe,60% (6/10),100% (2/2),0/0,0/0,43% (6/14),1/4,1/2,- (0/0),- (0/0)
2021 US Open R128,W vs Krajinovic,74% (17/23),41% (7/17),3/3,1/1,78% (7/9),1/2,0/0,25% (1/4),20% (1/5)
2021 Wimbledon R128,L vs Berrettini,59% (13/22),100% (1/1),1/2,0/0,38% (3/8),3/6,1/2,- (0/0),- (0/0)
2021 Roland Garros R64,L vs Giron,62% (13/21),44% (4/9),1/3,0/0,60% (12/20),0/3,0/1,67% (6/9),30% (3/10)
2021 Roland Garros R128,W vs Galan,73% (11/15),38% (8/21),3/3,1/1,38% (3/8),0/0,0/0,80% (4/5),50% (3/6)
2021 Australian Open R128,L vs Coric,67% (12/18),67% (2/3),0/0,0/0,64% (7/11),1/4,0/1,50% (3/6),33% (2/6)
2021 Atp Cup RR,L vs Rublev,50% (3/6),0% (0/2),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2020 Roland Garros R64,L vs Carreno Busta,67% (6/9),0% (0/1),0/0,0/0,45% (5/11),2/5,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,W vs Caruso,64% (18/28),64% (7/11),3/4,1/2,55% (6/11),2/3,0/0,69% (9/13),25% (3/12)
2020 US Open R128,L vs Wolf,61% (11/18),50% (3/6),1/3,0/0,29% (2/7),0/3,0/1,- (0/0),- (0/0)
2020 Australian Open R32,L vs Fognini,69% (9/13),25% (2/8),0/0,0/0,17% (1/6),1/4,1/2,0% (0/3),0% (0/4)
2020 Australian Open R64,W vs Barrere,70% (16/23),45% (5/11),3/6,1/1,78% (7/9),0/1,0/0,- (0/0),- (0/0)
2020 Australian Open R128,W vs Smith,88% (15/17),40% (4/10),3/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Antwerp R16,W vs Kwon,67% (12/18),29% (2/7),2/4,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 US Open R128,L vs Carreno Busta,75% (15/20),30% (3/10),1/1,0/0,57% (8/14),4/7,1/2,50% (2/4),0% (0/5)
2019 Cincinnati R64,W vs Ruud,60% (9/15),23% (3/13),2/5,1/1,60% (6/10),3/3,0/0,100% (6/6),20% (1/5)
2023 (4 matches),,68.5%,55.6%,85.7%,100.0%,65.9%,50.0%,0.0%,60.0%,26.7%
2021 (7 matches),,65.2%,43.6%,72.7%,100.0%,52.6%,31.8%,37.5%,58.3%,33.3%
2020 (6 matches),,69.4%,44.7%,62.5%,75.0%,48.9%,31.3%,25.0%,56.3%,18.8%
2019 (47 matches),,69.3%,38.4%,62.4%,58.5%,61.6%,52.3%,52.9%,69.7%,38.8%
2018 (54 matches),,66.6%,39.1%,51.8%,50.9%,59.4%,46.1%,39.0%,63.4%,35.5%
Career (356 matches),,65.8%,41.5%,57.4%,57.6%,61.4%,48.5%,48.9%,61.4%,35.9%
