Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),82,850,108,1705,104,1658,120,1602,98,1574,,,,
2025,86,833,69,1773,54,1743,102,1636,84,1608,1135,29
2024,140,530,205,1522,208,1486,160,1523,222,1368,219,360
2023,179,417,149,1604,126,1594,204,1460,168,1450,,
2022,573,61,,,,,,,,,,
