Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,31,14,17,45.2%,35-38,47.9%,298-348,46.1%,4-3,57.1%,31,65.1%,27.1%,4.0%,6.2%,57.6%,64.3%,44.8%,56.0%,40.0%,48.1%,0.91
Clay,10,5,5,50.0%,10-12,45.5%,94-107,46.8%,1-1,50.0%,10,59.6%,34.7%,2.6%,6.4%,56.1%,63.8%,41.9%,54.2%,42.6%,48.4%,0.93
Grass,1,0,1,0.0%,0-1,0.0%,3-6,33.3%,0-0,-,1,71.4%,0.0%,4.3%,8.7%,50.0%,78.3%,39.1%,58.7%,29.8%,44.1%,0.72
Grand Slams,3,0,3,0.0%,1-5,16.7%,13-33,28.3%,0-0,-,3,48.0%,11.5%,3.0%,4.8%,53.6%,59.6%,36.4%,48.8%,34.8%,41.8%,0.68
Premiers,7,4,3,57.1%,8-9,47.1%,80-87,47.9%,2-1,66.7%,7,66.7%,28.9%,2.7%,6.3%,59.1%,63.2%,48.2%,57.1%,40.5%,48.9%,0.94
Internationals,21,10,11,47.6%,24-23,51.1%,202-211,48.9%,1-3,25.0%,21,65.2%,33.5%,4.2%,5.8%,57.3%,65.4%,43.7%,56.1%,43.0%,49.5%,0.98
Quarter-finals,5,0,5,0.0%,1-10,9.1%,30-64,31.9%,0-0,-,5,45.7%,18.8%,5.2%,7.0%,56.1%,59.0%,35.7%,48.8%,35.0%,41.6%,0.68
vs Righties,35,16,19,45.7%,37-42,46.8%,316-375,45.7%,3-3,50.0%,35,63.0%,28.7%,3.9%,6.2%,57.8%,63.3%,44.3%,55.3%,40.3%,47.8%,0.90
vs Lefties,6,3,3,50.0%,7-7,50.0%,63-67,48.5%,1-1,50.0%,6,67.2%,29.7%,2.9%,7.0%,52.2%,69.6%,43.7%,57.2%,41.8%,49.6%,0.98
vs Top 10,2,0,2,0.0%,0-4,0.0%,3-24,11.1%,0-0,-,2,23.1%,0.0%,1.3%,3.8%,56.4%,34.1%,41.2%,37.2%,29.1%,32.9%,0.46
