Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,11,12,47.8%,28-28,50.0%,229-267,46.2%,3-2,60.0%,23,64.5%,27.6%,4.1%,6.4%,57.6%,64.3%,44.4%,55.8%,40.1%,48.2%,0.91
Clay,3,1,2,33.3%,2-5,28.6%,22-40,35.5%,1-0,100.0%,3,50.0%,19.4%,2.3%,4.6%,56.6%,59.7%,40.0%,51.1%,37.6%,44.6%,0.77
Grass,1,0,1,0.0%,0-1,0.0%,3-6,33.3%,0-0,-,1,71.4%,0.0%,4.3%,8.7%,50.0%,78.3%,39.1%,58.7%,29.8%,44.1%,0.72
Grand Slams,2,0,2,0.0%,1-3,25.0%,12-21,36.4%,0-0,-,2,57.9%,15.8%,3.9%,4.7%,52.3%,68.7%,36.1%,53.1%,36.7%,45.2%,0.78
Premiers,5,3,2,60.0%,6-7,46.2%,60-71,45.8%,2-1,66.7%,5,65.1%,26.2%,2.3%,5.8%,58.2%,61.9%,48.6%,56.4%,40.1%,48.2%,0.92
Internationals,9,4,5,44.4%,11-10,52.4%,82-91,47.4%,0-1,0.0%,9,62.8%,32.6%,5.4%,5.4%,59.2%,64.4%,42.3%,55.4%,43.3%,49.4%,0.97
Quarter-finals,2,0,2,0.0%,1-4,20.0%,15-28,34.9%,0-0,-,2,42.9%,27.3%,8.0%,6.4%,64.0%,57.5%,31.1%,48.0%,40.0%,43.6%,0.77
vs Righties,21,9,12,42.9%,22-27,44.9%,181-239,43.1%,2-1,66.7%,21,61.0%,25.0%,4.4%,6.1%,57.9%,62.0%,44.5%,54.6%,38.5%,46.8%,0.85
vs Lefties,5,3,2,60.0%,7-5,58.3%,57-55,50.9%,1-1,50.0%,5,69.1%,32.7%,2.7%,7.1%,52.9%,71.5%,42.4%,57.8%,43.6%,50.8%,1.03
vs Top 10,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,2.5%,2.5%,55.0%,36.4%,44.4%,40.0%,28.6%,34.1%,0.48
