Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,207,105,102,50.7%,232-229,50.3%,2037-2063,49.7%,20-16,55.6%,12,-,-,0.1%,7.2%,67.1%,53.8%,44.3%,50.7%,45.5%,48.0%,0.92
Clay,265,163,102,61.5%,350-235,59.8%,2798-2308,54.8%,17-14,54.8%,10,-,-,0.4%,6.2%,70.4%,54.3%,38.1%,49.5%,44.7%,47.1%,0.89
Grass,27,6,21,22.2%,14-42,25.0%,209-310,40.3%,6-4,60.0%,3,-,-,0.6%,6.3%,62.3%,50.5%,35.0%,44.7%,35.6%,40.1%,0.64
Carpet,28,6,22,21.4%,16-41,28.1%,192-297,39.3%,1-0,100.0%,1,-,-,0.0%,6.1%,67.3%,78.8%,56.3%,71.4%,51.0%,61.2%,1.79
Grand Slams,79,30,49,38.0%,69-104,39.9%,718-809,47.0%,4-9,30.8%,16,-,-,0.3%,7.0%,66.0%,52.8%,41.6%,49.0%,43.8%,46.3%,0.86
Premiers,153,74,79,48.4%,169-177,48.8%,1503-1582,48.7%,16-9,64.0%,10,-,-,0.3%,6.3%,70.9%,56.5%,40.4%,51.8%,45.2%,48.5%,0.94
Internationals,120,89,31,74.2%,182-82,68.9%,1359-938,59.2%,5-9,35.7%,0,,,,,,,,,,,
Finals,13,12,1,92.3%,23-4,85.2%,152-81,65.2%,1-0,100.0%,0,,,,,,,,,,,
Semi-finals,21,13,8,61.9%,28-17,62.2%,216-181,54.4%,0-2,0.0%,0,,,,,,,,,,,
Quarter-finals,42,21,21,50.0%,47-47,50.0%,406-394,50.7%,2-2,50.0%,0,,,,,,,,,,,
vs Righties,435,225,210,51.7%,496-463,51.7%,4290-4178,50.7%,35-29,54.7%,22,-,-,0.3%,6.6%,68.1%,54.1%,40.8%,49.9%,44.8%,47.3%,0.89
vs Lefties,51,29,22,56.9%,62-51,54.9%,525-472,52.7%,5-3,62.5%,3,-,-,0.0%,7.1%,69.6%,51.6%,41.1%,48.4%,38.8%,43.3%,0.75
vs Top 10,47,5,42,10.6%,17-86,16.5%,286-578,33.1%,0-5,0.0%,6,-,-,0.3%,6.4%,63.7%,42.0%,36.4%,40.0%,35.2%,37.5%,0.59
