Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,29,14,15,48.3%,4,2,2,50.0%,1993,2007,R32,5,1.04,0.3%,7.0%,67.5%,55.4%,40.9%,50.7%,51.2%,41.9%,66.7%
Roland Garros,13,Clay,26,13,13,50.0%,1,0,1,0.0%,1994,2007,R16,4,0.89,0.4%,5.8%,67.5%,56.8%,43.6%,52.5%,42.5%,58.3%,38.5%
Wimbledon,14,Grass,18,4,14,22.2%,6,2,4,33.3%,1992,2007,R32,3,0.64,0.6%,6.3%,62.3%,50.5%,35.0%,44.7%,35.6%,25.0%,23.5%
US Open,14,Hard,19,5,14,26.3%,5,2,3,40.0%,1992,2006,R32,4,0.79,0.0%,8.3%,65.2%,47.8%,44.8%,46.7%,41.9%,46.5%,33.3%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2004,2004,R64,0,,,,,,,,,,
Fed Cup,15,,62,38,24,61.3%,4,4,0,100.0%,1992,2006,,0,,,,,,,,,,
Auckland,8,Hard,29,20,9,69.0%,8,5,3,62.5%,1992,2004,W,0,,,,,,,,,,
Berlin,8,Clay,21,13,8,61.9%,3,1,2,33.3%,1994,2006,SF,3,0.93,0.0%,7.7%,75.0%,53.9%,32.4%,48.5%,47.9%,48.7%,43.2%
Indian Wells,8,Hard,17,8,9,47.1%,4,2,2,50.0%,1996,2006,QF,2,1.06,0.0%,6.2%,69.8%,60.0%,46.2%,55.8%,46.8%,63.2%,56.3%
Tokyo,7,Carpet,10,2,8,20.0%,0,0,0,-,1995,2003,R16,0,,,,,,,,,,
Rome,7,Clay,17,10,7,58.8%,1,1,0,100.0%,1996,2006,QF,2,0.91,0.7%,4.6%,70.9%,53.3%,40.9%,49.7%,45.6%,37.5%,36.0%
Miami,7,Hard,13,6,7,46.2%,1,0,1,0.0%,2000,2006,R16,0,,,,,,,,,,
