Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Istanbul Q1,L vs Jorovic,0.99,0.82,54.7,2.3,0.0%,32.6%,0.0%,53.8%,41.5%,54.1%
2019 W15 Sharm El Sheikh SF,W vs Rushiti,0.97,1.92,36.7,2.1,8.7%,65.2%,5.6%,66.7%,61.9%,73.7%
2019 W15 Sharm El Sheikh R16,W vs Kulambayeva,1.15,2.60,29.7,2.2,0.0%,77.3%,0.0%,63.6%,63.2%,70.6%
2019 W15 Sharm El Sheikh R32,W vs Nirundorn,1.32,3.43,27.9,2.0,0.0%,81.0%,0.0%,72.2%,55.6%,64.7%
2019 W15 Sharm El Sheikh F,W vs Gilchrist,1.06,1.44,51.4,2.9,0.0%,55.6%,6.3%,62.5%,48.1%,64.0%
2019 W15 Sharm El Sheikh SF,W vs Ainitdinova,1.10,1.13,93.2,6.0,5.3%,64.9%,0.0%,46.3%,37.0%,53.8%
2019 W15 Sharm El Sheikh QF,W vs Lene,1.04,1.73,43.6,2.2,4.2%,62.5%,0.0%,72.7%,57.1%,51.9%
2019 W15 Sharm El Sheikh R16,W vs Siskova,1.00,1.40,46.6,2.2,7.1%,60.7%,3.8%,57.7%,63.6%,50.0%
2019 W15 Sharm El Sheikh R32,W vs Visscher,0.98,1.62,48.4,2.8,0.0%,73.1%,0.0%,60.0%,44.8%,63.0%
2019 W15 Monastir R16,W vs Lazareva,1.08,1.86,34.1,2.0,0.0%,66.7%,0.0%,61.9%,67.9%,53.8%
2019 W15 Monastir R32,W vs Brouleau,0.96,1.26,54.8,4.3,2.3%,55.8%,2.6%,68.4%,50.0%,50.0%
2019 Fed Cup RR,L vs Papamichail,0.83,0.78,47.3,4.5,0.0%,50.0%,0.0%,46.2%,55.0%,41.2%
2019 W15 Monastir SF,L vs Bjorklund,0.88,0.68,49.9,2.6,0.0%,29.6%,0.0%,43.5%,45.9%,52.8%
2019 W15 Monastir QF,W vs Orlova,1.12,1.58,44.2,2.1,0.0%,60.0%,3.6%,64.3%,53.6%,53.8%
2019 W15 Monastir QF,L vs Bronzetti,0.94,0.81,49.8,2.3,0.0%,40.4%,0.0%,47.6%,55.8%,41.0%
2019 W15 Monastir R16,W vs Vukovic,1.15,1.30,48.2,4.0,0.0%,61.0%,5.1%,51.3%,52.3%,46.2%
2019 W15 Monastir R32,W vs Szlavikovics,0.95,1.42,53.1,2.1,0.0%,60.0%,4.2%,62.5%,48.3%,67.9%
2018 Bucharest Q1,L vs Dascalu,0.98,0.79,65.3,2.5,2.9%,54.3%,0.0%,42.9%,44.7%,38.2%
2018 Nurnberg Q1,L vs Rueffer,0.89,0.87,64.3,2.0,0.0%,49.0%,0.0%,65.1%,43.6%,40.8%
2018 Rabat Q1,W vs Cabrera,1.07,1.41,54.8,2.2,0.0%,66.7%,0.0%,57.7%,60.0%,37.5%
2019 (17 matches),,1.02,1.25,51.4,2.6,1.6%,56.7%,1.8%,57.0%,51.7%,54.1%
2018 (4 matches),,0.94,0.89,58.7,2.2,2.2%,55.4%,0.8%,53.9%,46.3%,39.2%
2017 (43 matches),,0.99,1.02,56.2,2.7,3.1%,54.5%,1.3%,52.7%,47.4%,48.0%
2016 (46 matches),,1.00,1.00,54.7,2.7,1.1%,53.1%,1.2%,50.3%,49.5%,46.7%
2015 (20 matches),,1.01,1.04,57.3,2.9,2.0%,57.1%,1.5%,50.7%,49.0%,45.3%
Career (173 matches),,1.00,1.07,55.8,2.7,2.1%,55.4%,1.4%,53.3%,49.2%,48.3%
