Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2016 ITF Bad Saulgau R32,W vs Khazaniuk,4.2,3.7,4.6,59.7%,51.6%,72.7%,63.6%,47.7%,3.5%,11.0,11.6,0.0,0.0
2016 Istanbul R32,L vs Voegele,6.2,6.7,5.7,45.5%,50.0%,40.9%,30.4%,52.6%,4.2%,3.0,1.8,3.0,2.0
Career (2 matches),,5.2,5.3,5.2,53.8%,50.7%,51.5%,41.2%,50.7%,4.0%,7.0,5.3,1.5,1.2
