Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,3,0,3,0.0%,0,0,0,-,2016,2018,Q1,1,0.78,8.2%,10.2%,61.2%,66.7%,26.3%,51.0%,38.3%,28.6%,40.0%
Roland Garros,2,Clay,6,4,2,66.7%,4,3,1,75.0%,2016,2017,R128,1,0.75,0.0%,6.8%,74.0%,48.1%,36.8%,45.2%,41.0%,36.4%,60.0%
Wimbledon,2,Grass,3,1,2,33.3%,0,0,0,-,2016,2017,Q2,0,,,,,,,,,,
US Open,3,Hard,8,5,3,62.5%,1,0,1,0.0%,2015,2017,R128,1,0.67,0.0%,6.7%,60.0%,47.2%,29.2%,40.0%,40.4%,45.5%,60.0%
Fed Cup,5,,10,7,3,70.0%,2,1,1,50.0%,2014,2019,,4,1.02,3.2%,3.9%,61.8%,62.4%,38.3%,53.2%,47.6%,46.2%,48.7%
Istanbul,5,Clay,6,1,5,16.7%,0,0,0,-,2014,2019,R16,6,0.79,1.1%,10.7%,62.8%,50.4%,31.6%,43.4%,44.8%,35.5%,47.8%
Nurnberg,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2016,2018,Q2,3,1.00,0.5%,6.9%,69.6%,64.8%,33.9%,55.4%,44.8%,52.0%,52.0%
Taipei,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2016,2017,R16,3,0.88,4.0%,6.0%,60.9%,58.9%,44.3%,53.2%,41.0%,55.2%,55.0%
Tashkent,2,Hard,6,4,2,66.7%,0,0,0,-,2016,2017,R16,6,1.26,2.5%,5.7%,55.2%,71.4%,38.4%,56.6%,54.8%,53.3%,50.9%
Auckland,2,Hard,4,2,2,50.0%,2,1,1,50.0%,2016,2017,Q2,4,1.05,3.7%,11.3%,54.4%,62.4%,45.0%,54.4%,47.8%,54.1%,44.2%
Miami,2,Hard,3,1,2,33.3%,0,0,0,-,2014,2015,Q2,1,0.68,3.5%,12.3%,56.1%,71.9%,20.0%,49.1%,34.4%,60.0%,50.0%
