Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,4,0,4,0.0%,0-6,0.0%,16-37,30.2%,0-1,0.0%,0,,,,,,,,,,,,R32 (4x)
2019,51,38,13,74.5%,82-31,72.6%,616-388,61.4%,7-3,70.0%,0,,,,,,,,,,,,W (4x)
2018,26,9,17,34.6%,22-32,40.7%,229-260,46.8%,3-1,75.0%,0,,,,,,,,,,,,QF (3x)
2017,26,11,15,42.3%,28-35,44.4%,292-306,48.8%,5-3,62.5%,3,60.5%,34.2%,3.6%,5.4%,63.8%,60.3%,47.5%,55.7%,43.0%,49.2%,0.97,F (Bursa $60K)
2016,42,23,19,54.8%,54-42,56.3%,456-432,51.4%,5-1,83.3%,4,52.6%,45.0%,1.8%,7.0%,55.1%,56.7%,43.8%,50.9%,47.7%,49.3%,0.97,F (2x)
2015,47,29,18,61.7%,61-50,55.0%,532-494,51.9%,7-4,63.6%,0,,,,,,,,,,,,W (Bursa $50K)
2014,65,47,18,72.3%,97-45,68.3%,746-517,59.1%,8-7,53.3%,0,,,,,,,,,,,,W (4x)
2013,31,24,7,77.4%,49-18,73.1%,361-220,62.1%,0-1,0.0%,0,,,,,,,,,,,,W (3x)
2012,15,8,7,53.3%,20-16,55.6%,173-152,53.2%,1-2,33.3%,0,,,,,,,,,,,,F (Istanbul 10K)
2011,5,0,5,0.0%,1-10,9.1%,39-66,37.1%,0-2,0.0%,0,,,,,,,,,,,,R32 (5x)
2010,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Antalya 10K)
Career,313,189,124,60.4%,414-287,59.1%,3463-2884,54.6%,36-25,59.0%,7,56.6%,39.7%,2.6%,6.3%,58.9%,58.4%,45.2%,53.0%,45.6%,49.3%,0.97,
