Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,5,2,3,40.0%,4-7,36.4%,48-60,44.4%,1-1,50.0%,0,,,,,,,,,,,,QF (W25 Trnava)
2019,22,13,9,59.1%,29-22,56.9%,249-218,53.3%,1-2,33.3%,0,,,,,,,,,,,,W (W25 Trnava)
2018,8,2,6,25.0%,6-12,33.3%,75-99,43.1%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
2017,5,2,3,40.0%,5-7,41.7%,51-59,46.4%,1-0,100.0%,0,,,,,,,,,,,,QF (Olomouc $80K)
2016,2,1,1,50.0%,2-3,40.0%,23-21,52.3%,0-0,-,2,77.3%,27.3%,9.9%,4.3%,51.8%,78.1%,42.6%,61.0%,41.3%,50.9%,1.06,R16 (Limoges)
2014,22,14,8,63.6%,29-16,64.4%,228-178,56.2%,1-2,33.3%,0,,,,,,,,,,,,W (Chiasso 25K)
2013,16,9,7,56.3%,19-15,55.9%,164-151,52.1%,3-2,60.0%,0,,,,,,,,,,,,SF (Chiasso 25K)
2012,6,4,2,66.7%,9-6,60.0%,83-66,55.7%,0-2,0.0%,0,,,,,,,,,,,,QF (2x)
2011,17,14,3,82.4%,30-10,75.0%,213-146,59.3%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2010,31,22,9,71.0%,47-23,67.1%,362-291,55.4%,8-2,80.0%,0,,,,,,,,,,,,W (2x)
2009,21,15,6,71.4%,31-15,67.4%,247-192,56.3%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2008,44,29,15,65.9%,65-39,62.5%,537-409,56.8%,4-7,36.4%,0,,,,,,,,,,,,W (Bad Saulgau 25K)
2007,35,19,16,54.3%,41-36,53.2%,369-361,50.5%,6-6,50.0%,0,,,,,,,,,,,,W (Gorizia 25K)
2006,24,12,12,50.0%,23-27,46.0%,228-243,48.4%,1-3,25.0%,0,,,,,,,,,,,,W (Capriolo 25K)
2005,50,35,15,70.0%,74-47,61.2%,644-549,54.0%,11-7,61.1%,0,,,,,,,,,,,,W (2x)
2004,51,42,9,82.4%,87-24,78.4%,618-421,59.5%,12-2,85.7%,0,,,,,,,,,,,,W (5x)
2003,34,27,7,79.4%,59-19,75.6%,424-296,58.9%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
2002,2,0,2,0.0%,1-4,20.0%,23-26,46.9%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,395,262,133,66.3%,561-332,62.8%,4586-3786,54.8%,57-41,58.2%,2,77.3%,27.3%,9.9%,4.3%,51.8%,78.1%,42.6%,61.0%,41.3%,50.9%,1.06,
