Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Australian Open R128,L vs Saville,35,34,1.0,23.8%,23.1%,29,31,0.9,22.3%,23.8%,13.1%,6.9%,0.9,12.9%,15.0%
2015 US Open R128,L vs Azarenka,18,28,0.6,20.0%,31.1%,17,23,0.7,20.5%,27.7%,13.3%,4.8%,0.9,11.1%,12.2%
2015 Wimbledon R128,L vs Radwanska,27,28,1.0,22.9%,23.7%,21,21,1.0,20.6%,20.6%,15.7%,4.9%,2.4,10.2%,4.2%
2015 Roland Garros R64,L vs Azarenka,15,22,0.7,16.1%,23.7%,15,19,0.8,17.4%,22.1%,3.5%,14.0%,2.7,20.4%,7.5%
2015 Roland Garros R128,W vs Zheng,26,24,1.1,29.2%,27.0%,22,22,1.0,26.8%,26.8%,19.5%,6.1%,0.3,4.5%,15.7%
2015 Australian Open R32,L vs Goerges,21,31,0.7,13.4%,19.7%,19,28,0.7,12.8%,18.9%,10.8%,2.0%,1.0,14.0%,14.6%
2015 Australian Open R128,W vs Ivanovic,27,35,0.8,17.8%,23.0%,21,30,0.7,16.3%,23.3%,11.6%,4.7%,0.6,12.5%,19.7%
2013 US Open R128,L vs Kerber,20,31,0.6,22.0%,34.1%,17,24,0.7,21.3%,30.0%,,,1.8,12.1%,6.6%
2013 Wimbledon R128,L vs Knapp,7,11,0.6,10.1%,15.9%,6,10,0.6,10.3%,17.2%,,,1.1,24.6%,23.2%
2013 Australian Open R64,L vs Kerber,16,39,0.4,13.8%,33.6%,15,36,0.4,13.9%,33.3%,,,0.7,11.2%,17.2%
2012 US Open R64,L vs Burdette,13,26,0.5,11.3%,22.6%,10,19,0.5,10.0%,19.0%,,,1.1,18.3%,17.4%
2012 Wimbledon R128,L vs Kerber,15,29,0.5,15.2%,29.3%,11,26,0.4,12.6%,29.9%,,,1.3,12.1%,9.1%
2012 Roland Garros R128,L vs Goerges,25,31,0.8,14.8%,18.3%,19,19,1.0,13.8%,13.8%,,,1.7,20.1%,11.8%
2012 Australian Open R64,L vs Zvonareva,32,41,0.8,24.1%,30.8%,30,36,0.8,25.4%,30.5%,,,1.5,12.0%,8.3%
2011 Roland Garros R64,L vs Petkovic,25,29,0.9,20.0%,23.2%,20,27,0.7,17.9%,24.1%,12.5%,4.5%,1.2,14.4%,12.0%
Career (15 matches),,322,439,0.7,18.3%,24.9%,272,371,0.7,17.4%,23.8%,6.9%,3.1%,1.1,14.0%,13.0%
