Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,26,13,13,50.0%,8,5,3,62.5%,2006,2019,R32,17,1.00,6.5%,6.0%,53.3%,70.4%,47.3%,59.6%,40.3%,67.4%,33.6%
Roland Garros,11,Clay,21,10,11,47.6%,6,2,4,33.3%,2006,2017,R64,11,0.92,7.6%,7.0%,52.5%,72.2%,41.9%,57.8%,38.7%,53.2%,44.8%
Wimbledon,10,Grass,10,0,10,0.0%,0,0,0,-,2005,2016,R128,6,0.76,7.4%,5.9%,54.5%,71.8%,45.5%,59.8%,30.5%,47.4%,29.2%
US Open,13,Hard,20,7,13,35.0%,5,1,4,20.0%,2005,2018,R64,8,0.80,7.2%,9.4%,51.3%,69.9%,42.6%,56.6%,34.6%,55.4%,30.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.57,3.3%,6.7%,50.0%,53.3%,33.3%,43.3%,32.6%,57.1%,50.0%
Fed Cup,2,,4,1,3,25.0%,1,1,0,100.0%,2010,2012,,0,,,,,,,,,,
Prague,9,Clay,33,23,10,69.7%,4,3,1,75.0%,2005,2017,F,20,1.12,9.2%,5.6%,54.2%,71.2%,49.9%,61.5%,43.0%,58.7%,51.9%
Indian Wells,8,Hard,18,10,8,55.6%,8,3,5,37.5%,2009,2017,R32,14,1.00,7.2%,6.8%,51.8%,70.0%,44.8%,57.9%,42.2%,55.5%,49.2%
Miami,8,Hard,13,5,8,38.5%,1,0,1,0.0%,2009,2017,R64,10,0.98,6.1%,10.1%,48.6%,67.7%,43.1%,55.1%,44.1%,62.1%,46.7%
Quebec City,7,Hard,18,11,7,61.1%,8,5,3,62.5%,2012,2018,F,14,1.06,10.9%,6.0%,56.1%,76.3%,43.5%,61.9%,40.2%,60.0%,41.4%
Bad Gastein,6,Clay,16,10,6,62.5%,2,1,1,50.0%,2007,2015,F,9,1.02,7.2%,12.2%,46.1%,70.0%,46.2%,57.2%,43.6%,50.8%,52.6%
Budapest,6,Clay,15,9,6,60.0%,3,1,2,33.3%,2005,2013,R16,3,0.89,5.8%,9.7%,55.0%,65.4%,39.2%,53.6%,41.4%,67.4%,33.3%
