Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Sandra Zahlavova [CZE],6,2,75.0%,1,1,0,100.0%,2004,2011,2,1.01,9.5%,9.5%,54.0%,73.0%,42.9%,59.1%,41.2%,75.0%,75.0%
7,Barbora Strycova [CZE],1,6,14.3%,1,1,0,100.0%,2005,2017,4,0.77,3.7%,3.7%,49.6%,63.3%,39.3%,51.2%,37.7%,50.0%,28.6%
7,Annika Beck [GER],2,5,28.6%,1,1,0,100.0%,2012,2017,5,1.02,5.6%,7.8%,57.0%,66.7%,41.3%,55.8%,45.2%,46.5%,43.1%
7,Julia Goerges [GER],1,6,14.3%,3,0,3,0.0%,2009,2016,5,0.84,4.4%,8.3%,59.5%,72.7%,42.9%,60.6%,33.0%,54.5%,33.3%
6,Stephanie Foretz Gacon [FRA],4,2,66.7%,5,3,2,60.0%,2008,2013,1,1.67,15.2%,2.2%,56.5%,88.5%,50.0%,71.7%,47.2%,0.0%,36.4%
6,Angelique Kerber [GER],0,6,0.0%,1,0,1,0.0%,2006,2013,3,0.59,4.8%,7.8%,56.9%,56.8%,23.6%,42.5%,33.8%,51.5%,40.0%
5,Andrea Petkovic [GER],3,2,60.0%,3,1,2,33.3%,2009,2018,3,0.70,4.6%,4.6%,57.0%,63.0%,45.1%,55.3%,31.4%,57.1%,46.7%
5,Lucie Safarova [CZE],0,5,0.0%,1,1,0,100.0%,2005,2017,4,0.72,7.9%,5.0%,50.9%,69.0%,48.2%,58.8%,29.6%,50.0%,22.2%
5,Andrea Hlavackova [CZE],4,1,80.0%,1,1,0,100.0%,2005,2017,3,1.29,13.2%,7.7%,50.5%,79.3%,51.1%,65.4%,44.5%,75.0%,42.9%
5,Alexandra Dulgheru [ROU],3,2,60.0%,2,1,1,50.0%,2010,2017,4,0.95,8.2%,9.1%,49.7%,68.3%,41.6%,54.8%,42.8%,46.2%,42.6%
5,Heather Watson [GBR],2,3,40.0%,2,0,2,0.0%,2011,2016,4,1.00,8.1%,9.0%,47.6%,67.1%,50.0%,58.1%,41.8%,62.9%,47.1%
5,Roberta Vinci [ITA],0,5,0.0%,2,0,2,0.0%,2009,2016,4,0.88,8.2%,8.4%,49.9%,60.3%,43.7%,52.0%,42.1%,58.5%,45.9%
5,Klara Koukalova [CZE],1,4,20.0%,0,0,0,-,2007,2015,1,1.11,9.7%,6.5%,58.1%,66.7%,61.5%,64.5%,39.3%,42.9%,45.5%
5,Kristina Barrois [GER],3,2,60.0%,1,1,0,100.0%,2005,2014,2,1.50,9.8%,2.5%,47.5%,77.6%,70.3%,73.8%,39.4%,50.0%,35.7%
5,Petra Martic [CRO],2,3,40.0%,1,0,1,0.0%,2007,2013,3,1.21,9.4%,5.4%,48.3%,71.4%,53.3%,62.1%,46.0%,66.7%,52.0%
