Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,4,6,40.0%,8-12,40.0%,78-98,44.3%,1-0,100.0%,10,52.3%,36.0%,2.5%,3.6%,67.1%,56.1%,47.3%,53.2%,43.4%,48.3%,0.93,QF (W75 Nonthaburi)
2025,35,17,18,48.6%,39-41,48.8%,358-384,48.2%,4-4,50.0%,34,61.0%,36.6%,2.8%,4.7%,66.6%,60.5%,43.3%,54.8%,43.8%,49.2%,0.97,W (W75 Nonthaburi)
2024,64,36,28,56.3%,80-71,53.0%,705-681,50.9%,5-3,62.5%,0,,,,,,,,,,,,F (3x)
2023,52,26,26,50.0%,59-64,48.0%,554-569,49.3%,4-3,57.1%,0,,,,,,,,,,,,SF (5x)
2022,52,28,24,53.8%,67-53,55.8%,577-528,52.2%,6-7,46.2%,0,,,,,,,,,,,,W (W25 Goyang)
2021,26,9,17,34.6%,21-37,36.2%,230-280,45.1%,1-3,25.0%,0,,,,,,,,,,,,SF (W25 Leiria)
2020,13,5,8,38.5%,12-18,40.0%,128-149,46.2%,2-2,50.0%,2,52.4%,30.0%,1.6%,2.3%,68.2%,50.0%,53.7%,51.2%,40.9%,46.0%,0.84,R16 (4x)
2019,48,26,22,54.2%,58-53,52.3%,521-518,50.1%,6-8,42.9%,3,58.8%,36.1%,2.3%,5.6%,63.1%,60.0%,41.8%,53.3%,42.8%,48.2%,0.92,F (W25 Toowoomba)
2018,26,11,15,42.3%,27-31,46.6%,265-275,49.1%,1-3,25.0%,0,,,,,,,,,,,,SF (Nanao $25K)
2017,45,18,27,40.0%,39-57,40.6%,404-486,45.4%,7-3,70.0%,0,,,,,,,,,,,,SF (2x)
2016,35,17,18,48.6%,37-44,45.7%,355-387,47.8%,3-3,50.0%,1,44.4%,22.2%,0.0%,1.9%,62.3%,60.6%,35.0%,50.9%,36.5%,43.8%,0.74,W (Kurume $50K)
2015,53,30,23,56.6%,69-56,55.2%,591-539,52.3%,2-4,33.3%,0,,,,,,,,,,,,F (3x)
2014,35,19,16,54.3%,43-37,53.8%,395-362,52.2%,0-4,0.0%,0,,,,,,,,,,,,F (2x)
2013,2,1,1,50.0%,2-2,50.0%,20-13,60.6%,0-0,-,0,,,,,,,,,,,,R16 (Antalya 10K)
2012,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (Kyoto 10K)
Career,497,247,250,49.7%,561-578,49.3%,5188-5282,49.6%,42-48,46.7%,50,58.7%,35.9%,2.7%,4.4%,66.5%,59.3%,44.1%,54.2%,43.4%,48.8%,0.95,
